Order ID,Client ID,Enquiry Date,Order Date,Ship Mode,Segment,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2015-155134,C00000561,"Saturday, January 21, 2023","Wednesday, November 25, 2020",Standard Class,Consumer,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,5,,114.9385
US-2015-158302,C00000089,"Tuesday, January 17, 2023","Wednesday, November 25, 2020",Same Day,Consumer,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,7.88,5,0.6,-3.94
US-2015-151804,C00001022,"Tuesday, February 1, 2022","Thursday, November 26, 2020",Same Day,Consumer,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",6.672,1,0.2,2.502
US-2015-152139,C00001027,"Monday, January 30, 2023","Thursday, November 26, 2020",First Class,Consumer,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,25.92,4,,12.4416
US-2015-152676,C00000253,"Saturday, March 18, 2023","Thursday, November 26, 2020",Standard Class,Home Office,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488,7,0.2,-12.9122
US-2015-152677,C00000571,"Tuesday, December 22, 2020","Thursday, November 26, 2020",Standard Class,Consumer,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,,9.8901
US-2015-154568,C00000238,"Thursday, March 10, 2022","Thursday, November 26, 2020",Standard Class,Consumer,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,,117.0104
US-2015-155980,C00000772,"Tuesday, December 27, 2022","Thursday, November 26, 2020",Standard Class,Corporate,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,6.48,1,,3.1104
US-2015-156995,C00000907,"Wednesday, October 18, 2023","Thursday, November 26, 2020",Standard Class,Corporate,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156
US-2015-157098,C00000713,"Saturday, January 2, 2021","Thursday, November 26, 2020",Standard Class,Consumer,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3,,6.4206
US-2015-159259,C00000208,"Sunday, May 10, 2020","Thursday, November 26, 2020",Second Class,Corporate,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84,8,,157.3632
US-2015-151593,C00000136,"Wednesday, June 9, 2021","Friday, November 27, 2020",Second Class,Corporate,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6,5,,43.736
US-2015-152127,C00000334,"Saturday, October 28, 2023","Friday, November 27, 2020",Standard Class,Consumer,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,175.92,5,0.2,15.393
US-2015-152671,C00001033,"Sunday, February 20, 2022","Friday, November 27, 2020",Standard Class,Consumer,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3,,10.881
US-2015-156395,C00000755,"Sunday, August 2, 2020","Friday, November 27, 2020",Standard Class,Consumer,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",77.952,3,0.2,12.6672
US-2015-157989,C00000308,"Saturday, January 15, 2022","Friday, November 27, 2020",Second Class,Consumer,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,7.5,2,,3.6
US-2015-150968,C00000378,"Sunday, February 20, 2022","Saturday, November 28, 2020",Standard Class,Consumer,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",102.72,3,0.2,37.236
US-2015-151436,C00000835,"Sunday, May 9, 2021","Saturday, November 28, 2020",Second Class,Consumer,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,,87.3504
US-2015-152943,C00000751,"Wednesday, December 30, 2020","Saturday, November 28, 2020",Standard Class,Consumer,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2,0.8,-4.752
US-2015-153323,C00000217,"Thursday, April 13, 2023","Saturday, November 28, 2020",Standard Class,Consumer,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,1.752,1,0.2,0.1533
US-2015-153672,C00000234,"Wednesday, August 5, 2020","Saturday, November 28, 2020",Standard Class,Home Office,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",20.9,5,,7.524
US-2015-154442,C00000041,"Sunday, June 5, 2022","Saturday, November 28, 2020",Standard Class,Corporate,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,289.568,2,0.2,10.8588
US-2015-154632,C00000152,"Friday, June 12, 2020","Saturday, November 28, 2020",Standard Class,Consumer,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,423.648,2,0.2,47.6604
US-2015-157540,C00000620,"Friday, November 20, 2020","Saturday, November 28, 2020",Second Class,Consumer,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,99.99,1,,37.9962
US-2015-160006,C00000629,"Saturday, October 3, 2020","Saturday, November 28, 2020",Standard Class,Home Office,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,,7.1586
US-2015-160053,C00000912,"Wednesday, February 15, 2023","Saturday, November 28, 2020",Standard Class,Consumer,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,11.64,3,,3.3756
US-2015-152327,C00000044,"Sunday, June 21, 2020","Sunday, November 29, 2020",Second Class,Home Office,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,37.408,7,0.2,13.0928
US-2015-152559,C00000570,"Friday, January 28, 2022","Sunday, November 29, 2020",Same Day,Consumer,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,6.68,1,,3.2064
US-2015-153588,C00000234,"Saturday, September 12, 2020","Sunday, November 29, 2020",First Class,Home Office,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,11,,767.2005
US-2015-156617,C00000965,"Saturday, September 25, 2021","Sunday, November 29, 2020",Standard Class,Consumer,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3,0.15,3.9294
US-2015-157583,C00000032,"Monday, August 24, 2020","Sunday, November 29, 2020",Standard Class,Consumer,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,131.6,7,,7.896
US-2015-150857,C00000289,"Tuesday, July 11, 2023","Monday, November 30, 2020",First Class,Consumer,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1219.96,5,0.2,381.2375
US-2015-156417,C00000369,"Tuesday, September 20, 2022","Monday, November 30, 2020",First Class,Corporate,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95,5,,100.4255
US-2015-157876,C00000022,"Sunday, November 5, 2023","Monday, November 30, 2020",Standard Class,Corporate,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,,14.677
US-2015-159206,C00000075,"Saturday, January 8, 2022","Monday, November 30, 2020",First Class,Consumer,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,6.12,3,,2.8764
US-2015-150724,C00000083,"Tuesday, May 18, 2021","Tuesday, December 1, 2020",Standard Class,Corporate,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,4,,1351.9896
US-2015-151168,C00000022,"Tuesday, May 4, 2021","Tuesday, December 1, 2020",First Class,Corporate,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,0.2,20.1558
US-2015-152662,C00000200,"Monday, May 30, 2022","Tuesday, December 1, 2020",Standard Class,Consumer,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,26.46,9,,11.907
US-2015-157091,C00001046,"Thursday, May 20, 2021","Wednesday, December 2, 2020",Standard Class,Consumer,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782
US-2015-158303,C00000712,"Wednesday, November 25, 2020","Wednesday, December 2, 2020",First Class,Consumer,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,99.98,2,,34.993
US-2015-159301,C00000530,"Friday, December 16, 2022","Wednesday, December 2, 2020",Standard Class,Home Office,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",50.454,6,0.7,-33.636
US-2015-151590,C00000733,"Saturday, December 31, 2022","Thursday, December 3, 2020",Second Class,Consumer,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,20,4,,9.6
US-2015-152011,C00000008,"Monday, February 27, 2023","Thursday, December 3, 2020",Second Class,Home Office,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56,5,0.2,33.9065
US-2015-152829,C00000226,"Sunday, October 24, 2021","Thursday, December 3, 2020",Second Class,Consumer,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,,15.4752
US-2015-153455,C00000097,"Saturday, November 6, 2021","Thursday, December 3, 2020",Second Class,Corporate,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,144.12,3,,69.1776
US-2015-160008,C00000747,"Wednesday, June 16, 2021","Thursday, December 3, 2020",Standard Class,Consumer,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22,3,,12.8568
US-2015-160342,C00000531,"Friday, January 17, 2020","Thursday, December 3, 2020",Same Day,Corporate,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,6,,5.04
US-2015-152669,C00000979,"Sunday, June 27, 2021","Friday, December 4, 2020",Second Class,Corporate,OFF-AR-10000588,Office Supplies,Art,Newell 345,39.68,2,,10.3168
US-2015-152673,C00000455,"Saturday, November 26, 2022","Friday, December 4, 2020",Standard Class,Consumer,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,269.91,5,0.1,53.982
US-2015-153740,C00000314,"Saturday, June 3, 2023","Friday, December 4, 2020",Standard Class,Consumer,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45,5,,60.356
US-2015-155942,C00000085,"Thursday, July 22, 2021","Friday, December 4, 2020",Standard Class,Consumer,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,79.056,9,0.2,28.6578
US-2015-156108,C00000511,"Friday, July 28, 2023","Friday, December 4, 2020",First Class,Corporate,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,,5.0196
US-2015-156893,C00000755,"Friday, October 16, 2020","Friday, December 4, 2020",First Class,Home Office,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808,2,0.2,1.3284
US-2015-160494,C00000754,"Wednesday, September 29, 2021","Friday, December 4, 2020",Standard Class,Corporate,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,65.79,9,,30.2634
US-2015-151116,C00000797,"Monday, October 11, 2021","Saturday, December 5, 2020",Same Day,Corporate,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2399.96,5,0.2,839.986
US-2015-152366,C00000100,"Monday, July 3, 2023","Saturday, December 5, 2020",Second Class,Home Office,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,48.91,1,,22.9877
US-2015-153002,C00000967,"Wednesday, November 10, 2021","Saturday, December 5, 2020",Standard Class,Corporate,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,3,,59.0112
US-2015-153756,C00000028,"Thursday, October 5, 2023","Saturday, December 5, 2020",Second Class,Consumer,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,7.38,2,,3.3948
US-2015-155787,C00000345,"Wednesday, April 6, 2022","Saturday, December 5, 2020",Standard Class,Consumer,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,,5.2164
US-2015-156856,C00000353,"Saturday, July 24, 2021","Saturday, December 5, 2020",Standard Class,Consumer,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,14.94,3,,6.8724
US-2015-157862,C00000040,"Saturday, June 17, 2023","Saturday, December 5, 2020",Standard Class,Corporate,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,0.836,1,0.8,-1.3376
US-2015-158809,C00000379,"Sunday, February 7, 2021","Saturday, December 5, 2020",Second Class,Consumer,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",64.784,1,0.2,6.4784
US-2015-158966,C00000162,"Tuesday, October 12, 2021","Saturday, December 5, 2020",Standard Class,Consumer,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,39.992,1,0.2,6.9986
US-2015-159365,C00000496,"Saturday, July 15, 2023","Saturday, December 5, 2020",Standard Class,Home Office,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.136,4,0.2,102.9528
US-2015-160608,C00000696,"Thursday, September 24, 2020","Saturday, December 5, 2020",Standard Class,Consumer,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,218.352,3,0.2,-54.588
US-2015-151346,C00000313,"Wednesday, January 27, 2021","Sunday, December 6, 2020",Standard Class,Consumer,OFF-AR-10003829,Office Supplies,Art,Newell 35,13.12,5,0.2,1.476
US-2015-151556,C00000924,"Sunday, December 20, 2020","Sunday, December 6, 2020",First Class,Corporate,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,20.016,3,0.2,5.5044
US-2015-151602,C00000049,"Friday, November 3, 2023","Sunday, December 6, 2020",Same Day,Corporate,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48,2,,5.616
US-2015-151947,C00000345,"Tuesday, June 27, 2023","Sunday, December 6, 2020",Standard Class,Corporate,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,115.36,7,,56.5264
US-2015-154717,C00000017,"Saturday, January 1, 2022","Sunday, December 6, 2020",Standard Class,Consumer,OFF-AR-10004078,Office Supplies,Art,Newell 312,11.68,2,,3.504
US-2015-155039,C00000986,"Friday, February 28, 2020","Sunday, December 6, 2020",Standard Class,Home Office,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,20.736,4,0.2,7.2576
US-2015-156371,C00000126,"Tuesday, January 26, 2021","Sunday, December 6, 2020",Standard Class,Consumer,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,571.44,4,,165.7176
US-2015-158770,C00001031,"Thursday, December 21, 2023","Sunday, December 6, 2020",First Class,Home Office,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696,1,0.2,0.8088
US-2015-158815,C00000994,"Monday, March 8, 2021","Sunday, December 6, 2020",Standard Class,Consumer,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,7,0.7,-4.7481
US-2015-158828,C00000206,"Monday, May 4, 2020","Sunday, December 6, 2020",Standard Class,Corporate,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843
US-2015-160166,C00000048,"Wednesday, May 4, 2022","Sunday, December 6, 2020",First Class,Consumer,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),58.32,9,,27.9936
US-2015-152394,C00000438,"Friday, February 28, 2020","Monday, December 7, 2020",Second Class,Home Office,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",15.51,1,,4.3428
US-2015-153538,C00000667,"Tuesday, June 30, 2020","Monday, December 7, 2020",Standard Class,Consumer,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522
US-2015-153603,C00000557,"Sunday, July 25, 2021","Monday, December 7, 2020",Second Class,Corporate,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,1626.192,9,0.2,121.9644
US-2015-153690,C00000664,"Sunday, February 20, 2022","Monday, December 7, 2020",Standard Class,Consumer,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,957.5775,5,0.45,-383.031
US-2015-156065,C00000458,"Friday, March 11, 2022","Monday, December 7, 2020",Standard Class,Corporate,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,206.352,3,0.2,5.1588
US-2015-156177,C00000423,"Tuesday, August 22, 2023","Monday, December 7, 2020",Second Class,Consumer,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.84,4,,19.7988
US-2015-158851,C00000224,"Sunday, August 23, 2020","Monday, December 7, 2020",Standard Class,Corporate,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.008,3,0.2,17.19
US-2015-160233,C00001032,"Tuesday, November 16, 2021","Monday, December 7, 2020",Standard Class,Consumer,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62.376,3,0.2,7.0173
US-2015-160565,C00001010,"Tuesday, October 18, 2022","Monday, December 7, 2020",Standard Class,Consumer,OFF-LA-10004544,Office Supplies,Labels,Avery 505,74,5,,37
US-2015-160589,C00000789,"Wednesday, December 23, 2020","Monday, December 7, 2020",Second Class,Corporate,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,3,0.8,-17.046
US-2015-151690,C00000524,"Monday, August 7, 2023","Tuesday, December 8, 2020",Standard Class,Home Office,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956
US-2015-153475,C00000366,"Wednesday, January 25, 2023","Tuesday, December 8, 2020",First Class,Consumer,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.032,2,0.4,-153.3456
US-2015-156379,C00000176,"Wednesday, February 19, 2020","Tuesday, December 8, 2020",Standard Class,Corporate,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9.24,3,,4.4352
US-2015-151714,C00000635,"Thursday, January 6, 2022","Wednesday, December 9, 2020",Same Day,Corporate,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3,,7.605
US-2015-152764,C00000602,"Monday, December 21, 2020","Wednesday, December 9, 2020",First Class,Consumer,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,6.928,1,0.8,-11.0848
US-2015-153566,C00000230,"Sunday, May 29, 2022","Wednesday, December 9, 2020",Standard Class,Corporate,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,13.168,2,0.2,4.6088
US-2015-153570,C00000877,"Tuesday, November 21, 2023","Wednesday, December 9, 2020",Standard Class,Consumer,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",626.352,3,0.2,-23.4882
US-2015-153581,C00001018,"Sunday, July 9, 2023","Wednesday, December 9, 2020",Standard Class,Home Office,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,2,0.4,-58.1332
US-2015-154580,C00000894,"Sunday, January 5, 2020","Wednesday, December 9, 2020",Standard Class,Consumer,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764,2,0.1,8.5372
US-2015-157839,C00000326,"Saturday, August 26, 2023","Wednesday, December 9, 2020",Standard Class,Corporate,OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,36.288,7,0.2,12.7008
US-2015-158033,C00000513,"Monday, June 1, 2020","Wednesday, December 9, 2020",First Class,Corporate,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,0.2,34.742
US-2015-158135,C00000932,"Friday, January 31, 2020","Wednesday, December 9, 2020",Standard Class,Home Office,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,31.84,8,,10.5072
US-2015-158765,C00000147,"Monday, May 31, 2021","Wednesday, December 9, 2020",First Class,Consumer,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,11.032,1,0.2,3.0338
US-2015-159599,C00000571,"Saturday, February 19, 2022","Wednesday, December 9, 2020",Standard Class,Consumer,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,,1.7608
US-2015-151042,C00000335,"Thursday, April 28, 2022","Thursday, December 10, 2020",Standard Class,Corporate,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,508.768,4,0.2,38.1576
US-2015-152430,C00000631,"Sunday, August 16, 2020","Thursday, December 10, 2020",Second Class,Consumer,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.064,4,0.2,-63.0056
US-2015-153273,C00000906,"Sunday, August 30, 2020","Thursday, December 10, 2020",Second Class,Home Office,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,6,0.8,-24.7086
US-2015-153641,C00000905,"Wednesday, September 28, 2022","Thursday, December 10, 2020",Standard Class,Consumer,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,163.44,3,,45.7632
US-2015-155009,C00000708,"Saturday, October 17, 2020","Thursday, December 10, 2020",Standard Class,Corporate,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",115.84,8,,54.4448
US-2015-155361,C00000402,"Friday, September 11, 2020","Thursday, December 10, 2020",Standard Class,Consumer,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,8,0.2,4.2816
US-2015-155488,C00000009,"Saturday, March 12, 2022","Thursday, December 10, 2020",Standard Class,Corporate,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99,9,0.4,-464.697
US-2015-156724,C00000102,"Thursday, August 4, 2022","Thursday, December 10, 2020",Second Class,Consumer,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528
US-2015-158596,C00000426,"Wednesday, November 4, 2020","Thursday, December 10, 2020",Standard Class,Consumer,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04,2,0.2,1.764
US-2015-151458,C00000265,"Tuesday, October 25, 2022","Friday, December 11, 2020",Standard Class,Consumer,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,194.25,2,0.3,-38.85
US-2015-153329,C00000462,"Sunday, October 15, 2023","Friday, December 11, 2020",Standard Class,Home Office,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.784,7,0.7,-28.6272
US-2015-155048,C00000267,"Thursday, February 18, 2021","Friday, December 11, 2020",Standard Class,Home Office,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,45.408,2,0.2,11.9196
US-2015-156722,C00000900,"Monday, March 7, 2022","Friday, December 11, 2020",First Class,Consumer,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,,0.84
US-2015-158455,C00000608,"Thursday, February 13, 2020","Friday, December 11, 2020",Standard Class,Corporate,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",60.72,3,,23.6808
US-2015-158607,C00000840,"Saturday, November 12, 2022","Friday, December 11, 2020",Same Day,Home Office,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,191.6,4,,91.968
US-2015-150777,C00000976,"Sunday, March 13, 2022","Saturday, December 12, 2020",Standard Class,Corporate,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,3,,9.6957
US-2015-151100,C00000677,"Sunday, April 16, 2023","Saturday, December 12, 2020",Standard Class,Corporate,OFF-LA-10001404,Office Supplies,Labels,Avery 517,18.45,5,,8.6715
US-2015-152667,C00000591,"Monday, April 13, 2020","Saturday, December 12, 2020",Second Class,Consumer,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.416,2,0.2,6.0416
US-2015-154565,C00000368,"Friday, March 12, 2021","Saturday, December 12, 2020",Standard Class,Corporate,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71,1,,3.4695
US-2015-154674,C00000260,"Wednesday, October 27, 2021","Saturday, December 12, 2020",Second Class,Consumer,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,,8.2992
US-2015-158988,C00000139,"Friday, November 13, 2020","Saturday, December 12, 2020",Standard Class,Consumer,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976,3,0.2,28.497
US-2015-159328,C00000112,"Wednesday, September 13, 2023","Saturday, December 12, 2020",Standard Class,Consumer,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,3,,11.685
US-2015-156393,C00000217,"Sunday, April 2, 2023","Sunday, December 13, 2020",Standard Class,Consumer,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3,,50.3658
US-2015-157294,C00001039,"Monday, November 22, 2021","Sunday, December 13, 2020",Standard Class,Home Office,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96,2,,124.488
US-2015-151317,C00000677,"Sunday, January 7, 2024","Monday, December 14, 2020",Standard Class,Corporate,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,111.93,7,,34.6983
US-2015-151849,C00000406,"Saturday, July 30, 2022","Monday, December 14, 2020",Second Class,Consumer,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352
US-2015-153095,C00000530,"Tuesday, February 11, 2020","Monday, December 14, 2020",Same Day,Consumer,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,15.84,2,0.2,5.544
US-2015-155385,C00000496,"Friday, December 24, 2021","Monday, December 14, 2020",Standard Class,Consumer,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568,2,0.2,-44.196
US-2015-156070,C00000379,"Tuesday, May 19, 2020","Monday, December 14, 2020",First Class,Home Office,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382,3,0.4,-24.4764
US-2015-158353,C00000531,"Friday, January 15, 2021","Monday, December 14, 2020",Standard Class,Home Office,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,10.98,1,,2.9646
US-2015-160101,C00000399,"Tuesday, May 4, 2021","Monday, December 14, 2020",Standard Class,Consumer,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,,3.5752
US-2015-152851,C00000422,"Thursday, October 13, 2022","Tuesday, December 15, 2020",Standard Class,Consumer,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,415.968,4,0.2,51.996
