date_received,issue_category,channel,company_response,timely_response,consumer_disputed,complaint_id,order_id
2023-01-23,Long wait on hold,Phone Support,Closed with monetary relief,Yes,No,CR1371826,US-2015-153677
2020-10-22,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR2104830,US-2015-157150
2021-12-09,Poor Product or Service,Email,Closed with monetary relief,Yes,No,CR0418479,US-2015-159279
2019-06-09,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,Yes,CR1909608,US-2015-156849
2023-05-03,Poor Product or Service,Branch,Closed with explanation,Yes,No,CR0587861,US-2015-154383
2019-09-10,Long wait on hold,Branch,Closed with explanation,Yes,No,CR1481105,US-2015-151369
2023-02-01,Long wait on hold,Phone Support,Closed with explanation,Yes,Yes,CR1756563,US-2015-159175
2021-09-09,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR2009490,US-2015-151686
2021-07-10,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,No,CR1835332,US-2015-156903
2020-08-17,Uninterested Service Rep,Mobile App,Closed with monetary relief,No,Yes,CR0089542,US-2015-155105
2019-09-25,Long wait on hold,Mobile App,Closed with non-monetary relief,Yes,No,CR1455861,US-2015-155604
2019-10-27,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,Yes,CR0871335,US-2015-160490
2020-11-02,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,No,CR0949403,US-2015-155443
2022-12-02,Poor Product or Service,Email,Closed with monetary relief,Yes,No,CR2035955,US-2015-154436
2020-08-05,New Product or Feature Request,Mobile App,Closed with monetary relief,Yes,No,CR1854125,US-2015-154449
2019-07-10,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR0440277,US-2015-155580
2019-09-25,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1784697,US-2015-160521
2020-07-22,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR2083797,US-2015-154209
2023-04-24,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1249514,US-2015-154769
2021-02-21,Unavailable or Out of Stock Product,Branch,Closed with monetary relief,Yes,,CR2381178,US-2015-154479
2019-03-30,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR1648334,US-2015-151619
2022-06-04,Making Customers Repeat Their Problem,Email,Closed with non-monetary relief,Yes,No,CR1498821,US-2015-155731
2022-03-19,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR0689939,US-2015-155767
2021-01-20,Making Customers Repeat Their Problem,Mobile App,Closed with monetary relief,Yes,No,CR1495257,US-2015-152709
2022-01-01,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,No,CR1390944,US-2015-158718
2019-05-11,No First Call Resolution,Branch,Closed with monetary relief,Yes,No,CR2259376,US-2015-152973
2023-05-10,New Product or Feature Request,Email,Closed with explanation,Yes,Yes,CR0283220,US-2015-153746
2020-06-13,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR2111636,US-2015-156480
2020-05-05,New Product or Feature Request,Phone Support,Closed with explanation,Yes,Yes,CR1567700,US-2015-155131
2020-02-19,Unavailable or Out of Stock Product,Email,Closed with monetary relief,Yes,No,CR0130233,US-2015-157394
2019-03-03,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,No,CR1930395,US-2015-156887
2022-04-24,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR2172937,US-2015-154791
2023-04-16,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1755925,US-2015-152690
2019-07-14,No First Call Resolution,Phone Support,Closed with non-monetary relief,Yes,No,CR1496382,US-2015-150767
2020-08-07,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR1870285,US-2015-153647
2020-01-16,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR2271991,US-2015-153252
2020-08-13,No First Call Resolution,Mobile App,Closed with explanation,Yes,Yes,CR1305593,US-2015-154772
2020-09-12,Poor Product or Service,Branch,Closed with explanation,Yes,No,CR1544229,US-2015-152636
2021-01-22,Long wait on hold,Email,Closed with explanation,Yes,Yes,CR1415743,US-2015-160164
2019-12-05,Long wait on hold,Branch,Closed with explanation,Yes,Yes,CR0313086,US-2015-153532
2021-03-19,Long wait on hold,Branch,Closed with monetary relief,Yes,No,CR0138644,US-2015-158754
2020-06-13,Unavailable or Out of Stock Product,Phone Support,Closed with monetary relief,Yes,No,CR2132541,US-2015-151097
2019-07-25,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR1941376,US-2015-159225
2020-01-12,No First Call Resolution,Mobile App,Closed with explanation,Yes,,CR2394945,US-2015-151517
2021-09-02,Poor Product or Service,Email,Closed with explanation,Yes,Yes,CR1577468,US-2015-151119
2021-05-10,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,No,CR1660050,US-2015-159361
2022-08-10,No First Call Resolution,Email,Closed with explanation,Yes,No,CR1766940,US-2015-158986
2021-11-12,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR2118524,US-2015-153065
2020-06-09,New Product or Feature Request,Branch,Closed with non-monetary relief,Yes,No,CR2184797,US-2015-154925
2022-08-29,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,Yes,No,CR0479451,US-2015-160112
2020-12-30,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,Yes,CR0718616,US-2015-156645
2023-03-04,Long wait on hold,Email,Closed with non-monetary relief,Yes,No,CR2047529,US-2015-154480
2021-09-08,New Product or Feature Request,Mobile App,Closed with explanation,Yes,No,CR0991303,US-2015-151587
2020-12-20,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1822084,US-2015-159641
2021-03-08,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR2150336,US-2015-155086
2019-01-20,New Product or Feature Request,Branch,Closed with monetary relief,Yes,No,CR2119879,US-2015-151989
2023-05-05,Poor Product or Service,Email,Closed with monetary relief,Yes,No,CR2061914,US-2015-158058
2023-01-02,Lack of Follow Up,Branch,Closed with explanation,Yes,Yes,CR1500202,US-2015-160523
2019-12-14,Poor Product or Service,Branch,In progress,Yes,,CR2397904,US-2015-154387
2019-06-26,Long wait on hold,Phone Support,Closed with explanation,Yes,No,CR2208613,US-2015-159926
2021-07-12,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR1873543,US-2015-156054
2022-06-03,No First Call Resolution,Mobile App,Closed with explanation,Yes,No,CR1680495,US-2015-151844
2023-10-04,Poor Product or Service,Phone Support,Closed with explanation,Yes,No,CR1313087,US-2015-158031
2022-05-28,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1418766,US-2015-150992
2022-12-21,Long wait on hold,Phone Support,Closed with explanation,Yes,No,CR1580992,US-2015-158028
2023-01-14,Lack of Follow Up,Branch,Closed with explanation,Yes,No,CR1340503,US-2015-156383
2023-06-21,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1772134,US-2015-158139
2019-06-27,Poor Product or Service,Phone Support,Closed with explanation,Yes,No,CR2193859,US-2015-154752
2019-09-15,Making Customers Repeat Their Problem,Branch,Closed with explanation,No,No,CR0161683,US-2015-153848
2021-07-08,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,No,CR0322720,US-2015-152868
2020-08-11,Making Customers Repeat Their Problem,Phone Support,Closed,Yes,No,CR2277705,US-2015-152328
2022-10-22,New Product or Feature Request,Phone Support,Closed with monetary relief,Yes,No,CR1015058,US-2015-158274
2023-09-01,Long wait on hold,Mobile App,Closed with monetary relief,Yes,No,CR1566591,US-2015-156095
2022-06-16,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR0487225,US-2015-160075
2021-11-09,Lack of Follow Up,Branch,Closed with explanation,Yes,No,CR1949659,US-2015-160581
2022-02-21,No First Call Resolution,Mobile App,Closed with monetary relief,Yes,No,CR0746087,US-2015-158441
2023-02-16,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,No,CR1863969,US-2015-158800
2023-06-04,Making Customers Repeat Their Problem,Branch,Closed with explanation,Yes,No,CR1819921,US-2015-154510
2022-06-15,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,Yes,CR1820535,US-2015-156327
2019-04-07,Poor Product or Service,Email,Closed with explanation,Yes,No,CR1016584,US-2015-153588
2019-11-30,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,No,CR2199697,US-2015-155274
2022-01-29,No First Call Resolution,Mobile App,Closed with monetary relief,Yes,No,CR0327025,US-2015-158987
2019-08-14,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1869568,US-2015-157196
2019-01-09,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR2061433,US-2015-153566
2022-07-06,New Product or Feature Request,Branch,Closed with explanation,Yes,No,CR2120430,US-2015-152095
2019-12-31,No First Call Resolution,Mobile App,Closed with explanation,Yes,No,CR1949866,US-2015-153960
2019-06-05,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR1507355,US-2015-156847
2022-06-13,New Product or Feature Request,Phone Support,Closed with explanation,Yes,Yes,CR1584140,US-2015-157523
2020-09-20,New Product or Feature Request,Mobile App,Closed with explanation,Yes,Yes,CR0490204,US-2015-154863
2020-08-01,Unavailable or Out of Stock Product,Mobile App,Closed with monetary relief,Yes,No,CR1693185,US-2015-152116
2021-04-01,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR2280052,US-2015-158183
2021-06-02,Uninterested Service Rep,Mobile App,Closed with non-monetary relief,Yes,No,CR1777183,US-2015-153740
2019-04-08,Unavailable or Out of Stock Product,Email,Closed with non-monetary relief,Yes,No,CR1573466,US-2015-157919
2022-02-25,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR1316790,US-2015-151390
2023-08-26,Long wait on hold,Mobile App,Closed with explanation,Yes,No,CR1419754,US-2015-152304
2022-05-20,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR0783255,US-2015-152508
2022-11-27,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,Yes,No,CR2214250,US-2015-154123
2022-11-07,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR1338985,US-2015-151707
2020-05-21,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR0170715,US-2015-156369
2019-02-09,Poor Product or Service,Branch,Closed with explanation,Yes,No,CR1874408,US-2015-150875
2023-05-09,Long wait on hold,Phone Support,In progress,Yes,,CR2398557,US-2015-158496
2021-03-18,Uninterested Service Rep,Mobile App,Closed with monetary relief,Yes,No,CR2239563,US-2015-158476
2023-05-08,Poor Product or Service,Branch,Closed with explanation,Yes,Yes,CR1823106,US-2015-158847
2023-02-28,Poor Product or Service,Branch,Closed with explanation,Yes,No,CR2109011,US-2015-153105
2020-08-21,Lack of Follow Up,Branch,Closed with explanation,Yes,No,CR0090075,US-2015-151025
2023-04-18,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1773807,US-2015-154047
2021-10-24,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR1167964,US-2015-159570
2020-06-24,Poor Product or Service,Phone Support,Closed with explanation,Yes,Yes,CR0420867,US-2015-158196
2019-09-09,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,No,CR1555127,US-2015-154458
2022-11-12,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,No,CR1916042,US-2015-150940
2022-11-24,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,No,CR2029764,US-2015-153273
2021-09-11,Lack of Follow Up,Branch,Closed with monetary relief,Yes,No,CR0256410,US-2015-154477
2022-09-15,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR2250123,US-2015-159787
2019-03-11,Making Customers Repeat Their Problem,Mobile App,Closed with monetary relief,Yes,No,CR1484298,US-2015-155773
2022-05-13,Long wait on hold,Mobile App,Closed with explanation,Yes,No,CR0888321,US-2015-151438
2023-01-12,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR0644531,US-2015-159268
2019-02-19,Long wait on hold,Mobile App,Closed with explanation,Yes,No,CR1839721,US-2015-153200
2020-02-13,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,No,CR2036377,US-2015-160238
2021-06-07,Long wait on hold,Phone Support,Closed with explanation,Yes,Yes,CR1762648,US-2015-155605
2022-10-17,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR0659192,US-2015-156616
2023-07-11,Poor Product or Service,Phone Support,Closed with explanation,Yes,No,CR1484603,US-2015-154015
2019-03-19,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR1843712,US-2015-159028
2021-03-16,Poor Product or Service,Email,Closed with monetary relief,Yes,,CR2362994,US-2015-152841
2021-05-17,Long wait on hold,Email,Closed with monetary relief,Yes,No,CR1633056,US-2015-156424
2019-02-15,Uninterested Service Rep,Mobile App,Closed with monetary relief,Yes,No,CR0428430,US-2015-156417
2021-09-11,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,No,CR1640566,US-2015-154477
2022-01-03,Lack of Follow Up,Mobile App,Closed with explanation,Yes,Yes,CR1752931,US-2015-155747
2020-04-03,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,,CR2378054,US-2015-160259
2020-04-05,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,Yes,CR1182664,US-2015-160180
2020-03-18,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,No,CR2017443,US-2015-159665
2020-09-22,Long wait on hold,Email,Closed with monetary relief,Yes,No,CR2159818,US-2015-158112
2019-12-18,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,No,CR2011299,US-2015-152670
2021-07-12,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR1750873,US-2015-157795
2023-01-12,Long wait on hold,Phone Support,Closed with explanation,Yes,Yes,CR1483597,US-2015-159268
2019-12-05,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1384077,US-2015-160412
2022-05-28,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR0927871,US-2015-157274
2021-08-16,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,Yes,CR1557863,US-2015-151047
2021-04-18,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,Yes,CR2238023,US-2015-156123
2022-08-11,Unavailable or Out of Stock Product,Mobile App,Closed with non-monetary relief,Yes,Yes,CR0097731,US-2015-158624
2021-11-27,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,Yes,CR2166955,US-2015-158117
2022-11-18,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR2106553,US-2015-158327
2020-03-29,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR0257240,US-2015-155329
2020-08-02,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1387408,US-2015-152288
2022-06-30,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR1467137,US-2015-156450
2021-11-08,Uninterested Service Rep,Branch,Closed with monetary relief,Yes,No,CR1919975,US-2015-155235
2020-09-01,Making Customers Repeat Their Problem,Mobile App,Closed with monetary relief,Yes,No,CR0739756,US-2015-151138
2020-05-17,Poor Product or Service,Phone Support,Closed with explanation,Yes,No,CR1580111,US-2015-158326
2023-08-29,No First Call Resolution,Branch,Closed with monetary relief,Yes,No,CR1007303,US-2015-155484
2021-03-25,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR2055729,US-2015-158843
2020-09-01,Uninterested Service Rep,Email,Closed with explanation,Yes,Yes,CR0146975,US-2015-151138
2019-08-27,Poor Product or Service,Email,Closed with explanation,Yes,No,CR2118493,US-2015-152237
2023-04-14,Long wait on hold,Phone Support,Closed with non-monetary relief,Yes,No,CR2184843,US-2015-158330
2023-05-04,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1769933,US-2015-152124
2019-04-09,New Product or Feature Request,Phone Support,Closed with explanation,Yes,No,CR1941546,US-2015-158772
2023-07-27,Lack of Follow Up,Branch,Closed with explanation,Yes,No,CR0480773,US-2015-156668
2022-10-31,Lack of Follow Up,Branch,Closed with explanation,Yes,Yes,CR1675811,US-2015-151352
2020-01-28,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,No,CR1845683,US-2015-157836
2021-07-24,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR2189595,US-2015-159291
2023-07-13,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR1313382,US-2015-153390
2021-12-24,Poor Product or Service,Branch,Closed with explanation,Yes,No,CR2275295,US-2015-157624
2021-01-08,No First Call Resolution,Phone Support,Closed with non-monetary relief,Yes,No,CR1334090,US-2015-158137
2023-04-07,Making Customers Repeat Their Problem,Branch,In progress,Yes,,CR2397006,US-2015-159699
2022-10-27,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR0315956,US-2015-159252
2019-05-11,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1563107,US-2015-158730
2020-05-10,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR1414538,US-2015-156143
2021-10-29,Lack of Follow Up,Mobile App,Closed with monetary relief,Yes,No,CR1874223,US-2015-151294
2021-07-01,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR1497595,US-2015-157905
2023-02-27,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR2124324,US-2015-155518
2022-09-12,Lack of Follow Up,Phone Support,Closed with explanation,Yes,No,CR1509134,US-2015-153943
2023-01-14,Uninterested Service Rep,Phone Support,In progress,Yes,,CR2399597,US-2015-157399
2022-11-16,Long wait on hold,Mobile App,Closed with explanation,Yes,Yes,CR1874694,US-2015-152085
2022-02-12,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR2225814,US-2015-158296
2019-12-07,Long wait on hold,Branch,Closed with explanation,Yes,Yes,CR2209979,US-2015-154486
2020-05-04,No First Call Resolution,Branch,Closed with monetary relief,Yes,No,CR1344050,US-2015-158470
2023-07-26,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR1693184,US-2015-153620
2022-01-20,No First Call Resolution,Mobile App,Closed with non-monetary relief,Yes,No,CR0785224,US-2015-156626
2019-04-03,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR0327012,US-2015-151621
2023-06-04,Long wait on hold,Branch,Closed with explanation,Yes,No,CR2200226,US-2015-157072
2021-04-12,Poor Product or Service,Phone Support,Closed with monetary relief,Yes,No,CR2283829,US-2015-158474
2019-02-16,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,No,CR1780662,US-2015-151738
2019-03-14,Long wait on hold,Mobile App,Closed with explanation,Yes,No,CR1418533,US-2015-155369
2020-10-24,New Product or Feature Request,Phone Support,Closed with explanation,Yes,Yes,CR1321268,US-2015-153668
2021-07-27,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,No,CR0182259,US-2015-155016
2022-03-07,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,No,CR1590438,US-2015-160543
2020-12-13,Unavailable or Out of Stock Product,Branch,Closed with non-monetary relief,Yes,No,CR1957744,US-2015-158792
2021-08-19,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1587313,US-2015-156300
2022-05-27,New Product or Feature Request,Phone Support,Closed with explanation,Yes,No,CR2058582,US-2015-157250
2020-03-21,Lack of Follow Up,Phone Support,Closed with explanation,Yes,No,CR0500647,US-2015-158532
2019-09-05,Poor Product or Service,Mobile App,Closed with explanation,Yes,Yes,CR1020704,US-2015-160500
2021-09-25,No First Call Resolution,Phone Support,Closed with monetary relief,Yes,No,CR1882476,US-2015-156041
2021-01-25,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR2241469,US-2015-158936
2019-08-12,Long wait on hold,Branch,Closed with explanation,Yes,Yes,CR2241293,US-2015-156516
2020-03-08,No First Call Resolution,Email,Closed with non-monetary relief,Yes,No,CR1824920,US-2015-158006
2020-02-29,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1823750,US-2015-152898
2023-05-06,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,Yes,CR0644906,US-2015-157488
2021-06-13,No First Call Resolution,Email,Closed with explanation,Yes,No,CR1484141,US-2015-158710
2021-11-20,Lack of Follow Up,Mobile App,Closed with monetary relief,Yes,No,CR0255281,US-2015-155979
2023-08-24,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR2165760,US-2015-159910
2023-02-11,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1764286,US-2015-159566
2023-08-05,Long wait on hold,Mobile App,Closed with non-monetary relief,Yes,Yes,CR0094377,US-2015-160492
2019-08-28,Making Customers Repeat Their Problem,Branch,Closed with explanation,Yes,No,CR1633043,US-2015-153766
2022-07-02,Long wait on hold,Email,Closed with explanation,Yes,Yes,CR0922473,US-2015-156030
2023-01-16,Unavailable or Out of Stock Product,Phone Support,Closed with monetary relief,Yes,,CR2368744,US-2015-153409
2021-12-31,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1385114,US-2015-152171
2019-08-28,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,No,CR2106806,US-2015-153348
2022-08-16,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR1554953,US-2015-152174
2020-06-27,Lack of Follow Up,Phone Support,Closed with explanation,Yes,No,CR1474895,US-2015-152219
2021-11-15,New Product or Feature Request,Mobile App,Closed with explanation,Yes,No,CR2024387,US-2015-152658
2022-07-02,Uninterested Service Rep,Phone Support,Closed with non-monetary relief,Yes,No,CR1917514,US-2015-160227
2022-06-16,Long wait on hold,Mobile App,Closed with explanation,Yes,No,CR2239685,US-2015-153180
2020-05-06,No First Call Resolution,Mobile App,Closed with explanation,Yes,No,CR1751316,US-2015-159289
2020-05-22,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR1839619,US-2015-156898
2023-05-13,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR0426655,US-2015-156537
2022-05-31,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,No,CR1182076,US-2015-159948
2023-09-11,Poor Product or Service,Email,Closed with monetary relief,Yes,No,CR2019528,US-2015-152845
2021-10-05,Uninterested Service Rep,Phone Support,Closed with monetary relief,Yes,Yes,CR2053856,US-2015-151454
2019-10-01,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR0338363,US-2015-152564
2019-04-20,Poor Product or Service,Email,Closed with explanation,Yes,No,CR0789608,US-2015-155667
2020-05-31,Making Customers Repeat Their Problem,Branch,Closed with explanation,Yes,,CR2398513,US-2015-152978
2020-03-17,New Product or Feature Request,Mobile App,Closed with explanation,Yes,Yes,CR2254957,US-2015-150684
2022-02-02,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR1875796,US-2015-150654
2021-07-09,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR1509215,US-2015-152386
2020-05-29,Long wait on hold,Mobile App,Closed with explanation,Yes,Yes,CR1037284,US-2015-153236
2023-07-03,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,No,CR0499118,US-2015-157352
2022-07-15,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,Yes,No,CR1881766,US-2015-153859
2020-03-13,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1422293,US-2015-156393
2022-04-13,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,No,CR2209088,US-2015-151590
2020-11-05,Long wait on hold,Phone Support,Closed with explanation,Yes,Yes,CR1351891,US-2015-151470
2023-06-01,New Product or Feature Request,Branch,Closed with explanation,Yes,No,CR0185270,US-2015-153285
2019-11-16,Making Customers Repeat Their Problem,Branch,Closed with explanation,Yes,No,CR2291907,US-2015-152158
2022-01-27,Poor Product or Service,Email,Closed with monetary relief,Yes,Yes,CR1325033,US-2015-151982
2023-09-06,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,No,CR2124296,US-2015-153546
2020-07-13,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR2059861,US-2015-155036
2019-04-21,No First Call Resolution,Email,Closed with explanation,Yes,Yes,CR1693351,US-2015-158885
2021-09-06,Poor Product or Service,Mobile App,Closed with explanation,Yes,Yes,CR1590106,US-2015-154952
2022-12-07,Poor Product or Service,Mobile App,Closed with monetary relief,Yes,Yes,CR1592064,US-2015-157752
2022-02-12,New Product or Feature Request,Email,Closed with monetary relief,Yes,No,CR1959194,US-2015-158296
2023-09-05,Long wait on hold,Email,Closed with explanation,Yes,Yes,CR1786858,US-2015-153768
2022-09-11,Lack of Follow Up,Branch,Closed with monetary relief,Yes,No,CR2053433,US-2015-158339
2020-08-17,Long wait on hold,Email,Closed with monetary relief,Yes,No,CR1670934,US-2015-155105
2022-09-05,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR1874363,US-2015-154325
2020-07-21,New Product or Feature Request,Phone Support,Closed with monetary relief,Yes,No,CR0454551,US-2015-158268
2021-01-31,Lack of Follow Up,Phone Support,Closed with explanation,Yes,Yes,CR1826636,US-2015-160144
2022-06-20,Poor Product or Service,Mobile App,Closed with non-monetary relief,Yes,No,CR1496383,US-2015-155365
2019-08-28,Long wait on hold,Branch,Closed with explanation,Yes,Yes,CR0725940,US-2015-155542
2021-03-27,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR2272079,US-2015-156044
2022-09-17,Poor Product or Service,Mobile App,Closed with explanation,Yes,No,CR1942110,US-2015-156755
2020-10-05,Long wait on hold,Branch,Closed with explanation,Yes,No,CR0314152,US-2015-159772
2023-04-27,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR2187824,US-2015-152792
2021-11-24,New Product or Feature Request,Email,Closed with monetary relief,Yes,No,CR2140531,US-2015-153388
2021-06-14,Poor Product or Service,Mobile App,Closed with explanation,Yes,No,CR1323862,US-2015-159770
2022-01-12,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR1414194,US-2015-153642
2021-12-24,New Product or Feature Request,Branch,Closed with explanation,Yes,No,CR1544742,US-2015-155661
2019-03-08,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,Yes,CR0144417,US-2015-153197
2022-01-23,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,Yes,CR0997116,US-2015-155358
2023-06-20,Lack of Follow Up,Phone Support,Closed with explanation,Yes,No,CR2119080,US-2015-157925
2022-10-17,Poor Product or Service,Email,Closed with explanation,Yes,No,CR1768779,US-2015-160229
2019-11-17,Lack of Follow Up,Phone Support,Closed with non-monetary relief,Yes,No,CR1578014,US-2015-156589
2023-08-28,New Product or Feature Request,Email,In progress,Yes,,CR2394492,US-2015-151881
2022-12-05,Making Customers Repeat Their Problem,Branch,Closed with explanation,Yes,No,CR1737466,US-2015-155511
2023-08-29,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR1828100,US-2015-155484
2020-05-13,Uninterested Service Rep,Mobile App,Closed with monetary relief,Yes,No,CR1739146,US-2015-156914
2022-05-04,No First Call Resolution,Mobile App,Closed with non-monetary relief,Yes,No,CR2106749,US-2015-150842
2022-06-07,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1434539,US-2015-155683
2022-07-10,Lack of Follow Up,Branch,Closed with monetary relief,Yes,No,CR2212245,US-2015-154097
2019-10-18,Poor Product or Service,Mobile App,In progress,Yes,,CR2403665,US-2015-160475
2020-11-23,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,No,CR2295998,US-2015-157730
2023-05-15,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1328481,US-2015-155062
2023-03-01,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,Yes,No,CR1712593,US-2015-155613
