order_id,client_id,enquiry_date,order_date,ship_mode,segment,product_id,category_id,product_name,sales,quantity,profit
US-2015-158998,C00000570,2023-12-30,2020-11-11,Standard Class,Corporate,FUR-FU-10002253,FF9,Howard Miller 13inch Diam,214.7,5,83.733
US-2015-152269,C00000374,2020-03-30,2020-11-12,Standard Class,Consumer,FUR-CH-10001891,FC5,Global Delue Office Fabri,191.96,2,51.8292
US-2015-152424,C00000021,2020-01-20,2020-11-12,Standard Class,Consumer,OFF-BI-10001524,OB7,GBC Premium Transparent C,83.92,5,29.372
US-2015-152796,C00000419,2023-02-09,2020-11-12,Second Class,Consumer,OFF-LA-10001771,OL14,Avery 513,9.96,2,4.5816
US-2015-154707,C00000751,2023-03-19,2020-11-12,Standard Class,Home Office,OFF-BI-10000138,OB7,Acco Translucent Poly Rin,18.72,5,6.552
US-2015-155593,C00000428,2023-03-14,2020-11-12,Standard Class,Consumer,OFF-AR-10004260,OA2,Boston 1799 Powerhouse El,181.86,7,50.9208
US-2015-158498,C00000591,2022-05-12,2020-11-12,Second Class,Corporate,OFF-PA-10000289,OP4,ero 213,10.368,2,3.6288
US-2015-158960,C00000878,2023-08-05,2020-11-12,Second Class,Home Office,FUR-CH-10000229,FC5,Global Enterprise Series ,379.372,2,-119.2312
US-2015-159654,C00000369,2022-05-07,2020-11-12,First Class,Corporate,FUR-FU-10001037,FF9,DA CharcoalNickelTone Doc,22.752,6,-8.532
US-2015-150999,C00000741,2021-03-24,2020-11-13,Standard Class,Consumer,OFF-ST-10000025,OS3,Fellowes StorDrawer Steel,152.688,2,-26.7204
US-2015-156824,C00000957,2021-01-13,2020-11-13,Standard Class,Consumer,FUR-FU-10002759,FF9,1212 Diameter Round Wall ,79.92,4,28.7712
US-2015-158012,C00000125,2021-08-11,2020-11-13,Standard Class,Corporate,OFF-ST-10000419,OS3,Rogers Jumbo File Granite,67.9,5,0.679
US-2015-158563,C00000289,2023-05-18,2020-11-13,First Class,Consumer,OFF-ST-10000532,OS3,Advantus Rolling Drawer O,115.44,3,30.0144
US-2015-150746,C00000520,2020-05-11,2020-11-14,First Class,Corporate,OFF-BI-10003460,OB7,Acco 3Hole Punch,14.016,4,4.9056
US-2015-152346,C00000319,2021-02-07,2020-11-14,First Class,Corporate,OFF-BI-10004584,OB7,GBC ProClick 150 Presenta,442.372,7,-729.9138
US-2015-152395,C00000308,2023-11-18,2020-11-14,Standard Class,Corporate,OFF-BI-10003091,OB7,GBC DocuBind TL200 Manual,67.194,1,-51.5154
US-2015-155782,C00000696,2023-11-07,2020-11-14,Standard Class,Corporate,TEC-PH-10003187,TP8,Anker Astro Mini 3000mAh ,31.984,2,-7.996
US-2015-157546,C00000934,2022-05-21,2020-11-14,Standard Class,Home Office,OFF-LA-10003190,OL14,Avery 474,4.608,2,1.6704
US-2015-152285,C00000136,2022-12-18,2020-11-15,Standard Class,Consumer,TEC-PH-10003442,TP8,Samsung Replacement EH64A,22,5,1.375
US-2015-152886,C00000290,2023-10-23,2020-11-15,Standard Class,Consumer,FUR-CH-10002758,FC5,Hon Delue Fabric Upholste,683.144,4,0
US-2015-154404,C00000997,2020-02-29,2020-11-15,Standard Class,Consumer,FUR-CH-10000988,FC5,Hon Olson Stacker Stools,225.296,2,22.5296
US-2015-155334,C00000885,2021-08-02,2020-11-15,Standard Class,Consumer,OFF-SU-10001664,OS15,Acme Office Eecutive Seri,8.57,1,2.2282
US-2015-155428,C00000709,2023-02-14,2020-11-15,Standard Class,Consumer,OFF-BI-10003355,OB7,Cardinal Holdit Business ,3.984,1,1.3944
US-2015-156873,C00000880,2021-06-07,2020-11-15,Standard Class,Corporate,OFF-ST-10001809,OS3,Fellowes Officeware Wire ,718.64,10,-161.694
US-2015-157323,C00000809,2023-10-28,2020-11-15,Same Day,Consumer,OFF-BI-10004970,OB7,ACCOHIDE 3Ring Binder Blu,8.26,2,3.8822
US-2015-160172,C00000852,2023-07-05,2020-11-15,Standard Class,Consumer,TEC-AC-10002402,TA13,Razer Kraken PRO Over Ear,239.97,3,71.991
US-2015-152959,C00000908,2022-09-20,2020-11-16,Standard Class,Consumer,OFF-BI-10003196,OB7,Accohide Poly Fleible Rin,5.984,2,2.244
US-2015-153130,C00000829,2022-01-10,2020-11-16,Standard Class,Home Office,OFF-PA-10000210,OP4,ero Blank Computer Paper,99.9,5,46.953
US-2015-154560,C00001032,2021-07-19,2020-11-16,Standard Class,Consumer,OFF-BI-10001890,OB7,Avery Poly Binder Pockets,31.504,11,11.0264
US-2015-155692,C00000295,2022-04-22,2020-11-16,Standard Class,Home Office,FUR-CH-10002965,FC5,Global Leather Highback E,281.372,2,-12.0588
US-2015-157439,C00000272,2023-08-09,2020-11-16,Standard Class,Consumer,OFF-BI-10001267,OB7,Universal Recycled Hangin,1.234,1,-1.9744
US-2015-158214,C00000791,2022-02-17,2020-11-16,Standard Class,Home Office,OFF-FA-10001883,OF11,Alliance SuperSize Bands ,31.12,4,0.3112
US-2015-159331,C00000498,2023-11-20,2020-11-16,Second Class,Corporate,OFF-BI-10002072,OB7,Cardinal SlantD Ring Bind,17.38,2,8.69
US-2015-156378,C00000906,2022-06-02,2020-11-17,Standard Class,Corporate,TEC-MA-10003183,TM17,DYMO CardScan Personal V9,767.952,6,287.982
US-2015-158077,C00000061,2020-04-11,2020-11-17,Second Class,Corporate,OFF-BI-10000474,OB7,Avery Recycled FleiView C,64.12,4,30.7776
US-2015-158355,C00000356,2023-10-07,2020-11-17,Standard Class,Corporate,OFF-PA-10000659,OP4,Adams Phone Message Book ,62.82,9,29.5254
US-2015-160431,C00000140,2020-03-06,2020-11-17,First Class,Corporate,OFF-AP-10001492,OA12,Acco SiOutlet Power Strip,17.24,2,4.4824
US-2015-151086,C00000502,2020-04-12,2020-11-18,Standard Class,Corporate,OFF-PA-10000130,OP4,ero 199,10.272,3,3.21
US-2015-151220,C00000096,2021-07-13,2020-11-18,First Class,Consumer,OFF-AP-10002945,OA12,Honeywell Enviracaire Por,1924.16,8,312.676
US-2015-152073,C00000552,2020-05-24,2020-11-18,Standard Class,Corporate,FUR-CH-10003774,FC5,Global Wood Trimmed Manag,318.43,5,-77.333
US-2015-153424,C00000195,2021-11-14,2020-11-18,Standard Class,Consumer,FUR-FU-10004017,FF9,Eecutive Impressions 13in,101.52,5,19.035
US-2015-157134,C00000637,2022-04-07,2020-11-18,Standard Class,Corporate,OFF-LA-10004272,OL14,Avery 482,8.67,3,4.0749
US-2015-158602,C00000444,2020-09-17,2020-11-18,Second Class,Home Office,OFF-PA-10001289,OP4,White Computer Printout P,93.024,3,33.7212
US-2015-152632,C00000559,2020-07-05,2020-11-19,Second Class,Consumer,OFF-ST-10000876,OS3,Eldon Simplefile Bo Offic,9.952,1,0.9952
US-2015-153200,C00000605,2021-11-27,2020-11-19,Second Class,Corporate,FUR-CH-10000422,FC5,Global Highback Leather T,272.97,3,43.6752
US-2015-154643,C00000738,2021-04-13,2020-11-19,Standard Class,Consumer,OFF-AP-10001271,OA12,Eureka The Boss Cordless ,152.94,3,41.2938
US-2015-154796,C00000297,2021-05-13,2020-11-19,Standard Class,Corporate,TEC-PH-10003356,TP8,SmartStand Mobile Device ,16.776,3,1.6776
US-2015-159090,C00000858,2022-07-23,2020-11-19,Second Class,Home Office,OFF-ST-10001511,OS3,Space Solutions Commercia,452.55,7,22.6275
US-2015-150733,C00000128,2021-01-20,2020-11-20,Standard Class,Consumer,OFF-ST-10002743,OS3,SAFCO Boltless Steel Shel,340.92,3,3.4092
US-2015-151675,C00000670,2021-05-28,2020-11-20,Second Class,Home Office,FUR-FU-10004973,FF9,Flat Face Poster Frame,37.68,2,15.8256
US-2015-152133,C00000312,2021-02-01,2020-11-20,Second Class,Home Office,OFF-ST-10003455,OS3,Tene File Bo Personal Fil,31.02,2,8.0652
US-2015-152227,C00000314,2022-08-10,2020-11-20,Second Class,Home Office,TEC-PH-10003484,TP8,Ooma Telo VoIP Home Phone,377.97,3,94.4925
US-2015-153307,C00000123,2023-01-23,2020-11-20,Second Class,Corporate,OFF-PA-10000474,OP4,Easystaple paper,85.056,3,28.7064
US-2015-155107,C00000084,2020-11-16,2020-11-20,Standard Class,Consumer,OFF-AR-10004691,OA2,Boston 1730 StandUp Elect,42.76,2,11.1176
US-2015-159026,C00000891,2023-01-12,2020-11-20,Standard Class,Corporate,OFF-PA-10003724,OP4,Wirebound Message Book 4 ,10.86,2,5.3214
US-2015-151201,C00000604,2023-06-17,2020-11-21,Standard Class,Consumer,OFF-BI-10003876,OB7,Green Canvas Binder for 8,136.96,4,51.36
US-2015-151740,C00000860,2023-10-13,2020-11-21,Same Day,Corporate,OFF-PA-10001937,OP4,ero 21,15.552,3,5.4432
US-2015-152196,C00000196,2020-03-08,2020-11-21,Same Day,Consumer,OFF-PA-10004911,OP4,Rediform S.O.S. 1Up Phone,18.76,2,9.0048
US-2015-152634,C00000958,2023-08-19,2020-11-21,Standard Class,Consumer,OFF-BI-10002103,OB7,Cardinal SlantD Ring Bind,13.904,2,4.5188
US-2015-152737,C00000395,2020-05-30,2020-11-21,First Class,Consumer,TEC-PH-10004345,TP8,Cisco SPA 502G IP Phone,239.9,2,71.97
US-2015-155517,C00000241,2020-01-09,2020-11-21,Standard Class,Home Office,OFF-FA-10002780,OF11,Staples,8.94,3,4.1124
US-2015-156712,C00000165,2022-02-05,2020-11-21,First Class,Consumer,OFF-PA-10001363,OP4,ero 1933,73.68,6,34.6296
US-2015-157136,C00000056,2022-03-25,2020-11-21,Standard Class,Home Office,OFF-PA-10003883,OP4,Message Book Phone Wirebo,32.75,5,15.065
US-2015-159433,C00000261,2022-11-12,2020-11-21,First Class,Consumer,OFF-BI-10000666,OB7,Surelock Post Binders,146.688,6,55.008
US-2015-159564,C00000697,2023-08-23,2020-11-21,Second Class,Consumer,OFF-PA-10001846,OP4,ero 1899,11.56,2,5.6644
US-2015-155949,C00000052,2023-11-02,2020-11-22,Standard Class,Consumer,FUR-TA-10002530,FT6,Iceberg OfficeWorks 42inc,301.96,2,45.294
US-2015-157818,C00000556,2021-03-29,2020-11-22,Standard Class,Corporate,OFF-BI-10002049,OB7,UniKeep View Case Binders,3.912,1,1.2714
US-2015-159479,C00001043,2020-08-20,2020-11-22,Second Class,Home Office,OFF-AP-10001492,OA12,Acco SiOutlet Power Strip,43.1,5,11.206
US-2015-159956,C00000224,2020-12-20,2020-11-22,Same Day,Consumer,FUR-TA-10002041,FT6,Bevis Round Conference Ta,251.006,2,-68.1302
US-2015-150905,C00000712,2023-10-11,2020-11-23,Standard Class,Corporate,OFF-PA-10000595,OP4,ero 1929,114.2,5,52.532
US-2015-152232,C00000025,2021-03-07,2020-11-23,Standard Class,Consumer,TEC-PH-10000307,TP8,Shocksock Galay S4 Armban,35.04,4,-7.008
US-2015-156598,C00000581,2020-09-24,2020-11-23,Standard Class,Corporate,FUR-FU-10001473,FF9,DA Wood Document Frame,27.46,2,9.8856
US-2015-156675,C00000768,2021-03-14,2020-11-23,Standard Class,Home Office,OFF-EN-10001990,OE16,Staple envelope,11.36,2,5.3392
US-2015-159699,C00001042,2020-10-01,2020-11-23,Standard Class,Consumer,TEC-AC-10001714,TA13,Logitech M Performance Wi,79.78,2,29.5186
US-2015-151263,C00000754,2023-09-27,2020-11-24,Standard Class,Corporate,OFF-AP-10002651,OA12,Hoover Upright Vacuum Wit,1158.12,4,335.8548
US-2015-153679,C00000943,2022-08-30,2020-11-24,Second Class,Consumer,FUR-TA-10001771,FT6,Bush Cubi Conference Tabl,138.588,1,-34.647
US-2015-154787,C00000354,2021-11-09,2020-11-24,Second Class,Corporate,OFF-AP-10002350,OA12,Belkin F9H71006 7 Outlet ,37.68,2,10.5504
US-2015-155535,C00000559,2023-05-25,2020-11-24,Second Class,Home Office,FUR-FU-10001424,FF9,Da Clear Bo Frame,6.984,2,-4.5396
US-2015-155711,C00001048,2020-02-11,2020-11-24,Standard Class,Consumer,TEC-PH-10002923,TP8,Logitech B530 USB Headset,110.97,5,-24.0435
US-2015-153684,C00000129,2020-05-06,2020-11-25,Standard Class,Consumer,OFF-LA-10002762,OL14,Avery 485,162.89,13,76.5583
US-2015-154353,C00000846,2020-11-08,2020-11-25,Standard Class,Home Office,OFF-AR-10004757,OA2,Crayola Colored Pencils,13.12,4,4.3296
US-2015-154874,C00000694,2022-04-04,2020-11-25,Standard Class,Corporate,OFF-AP-10002118,OA12,1.7 Cubic Foot Compact in,1040.8,5,281.016
US-2015-155134,C00000561,2023-01-21,2020-11-25,Standard Class,Consumer,OFF-PA-10001878,OP4,ero 1891,244.55,5,114.9385
US-2015-158302,C00000089,2023-01-17,2020-11-25,Same Day,Consumer,FUR-FU-10002240,FF9,NuDell EZMount Plastic Wa,7.88,5,-3.94
US-2015-151804,C00001022,2022-02-01,2020-11-26,Same Day,Consumer,OFF-PA-10000380,OP4,REDIFORM IncomingOutgoing,6.672,1,2.502
US-2015-152139,C00001027,2023-01-30,2020-11-26,First Class,Consumer,OFF-PA-10001246,OP4,ero 215,25.92,4,12.4416
US-2015-152676,C00000253,2023-03-18,2020-11-26,Standard Class,Home Office,FUR-FU-10003601,FF9,Deflecto RollaMat Studded,516.488,7,-12.9122
US-2015-152677,C00000571,2020-12-22,2020-11-26,Standard Class,Consumer,OFF-ST-10004258,OS3,Portable Personal File Bo,36.63,3,9.8901
US-2015-154568,C00000238,2022-03-10,2020-11-26,Standard Class,Consumer,OFF-ST-10003716,OS3,Tennsco DoubleTier Locker,900.08,4,117.0104
US-2015-155980,C00000772,2022-12-27,2020-11-26,Standard Class,Corporate,OFF-PA-10001870,OP4,ero 202,6.48,1,3.1104
US-2015-156995,C00000907,2023-10-18,2020-11-26,Standard Class,Corporate,OFF-BI-10003650,OB7,GBC DocuBind 300 Electric,157.794,1,-115.7156
US-2015-157098,C00000713,2021-01-02,2020-11-26,Standard Class,Consumer,FUR-FU-10002364,FF9,Eldon Epressions Wood Des,22.14,3,6.4206
US-2015-159259,C00000208,2020-05-10,2020-11-26,Second Class,Corporate,OFF-BI-10001597,OB7,Wilson Jones LedgerSize P,327.84,8,157.3632
US-2015-151593,C00000136,2021-06-09,2020-11-27,Second Class,Corporate,FUR-FU-10003773,FF9,Eldon Cleatmat Plus Chair,397.6,5,43.736
US-2015-152127,C00000334,2023-10-28,2020-11-27,Standard Class,Consumer,OFF-AR-10001953,OA2,Boston 1645 Delue Heavier,175.92,5,15.393
US-2015-152671,C00001033,2022-02-20,2020-11-27,Standard Class,Consumer,OFF-AP-10003281,OA12,Acco 6 Outlet Guardian St,36.27,3,10.881
US-2015-156395,C00000755,2020-08-02,2020-11-27,Standard Class,Consumer,FUR-FU-10000222,FF9,Seth Thomas 16inch Steel ,77.952,3,12.6672
US-2015-157989,C00000308,2022-01-15,2020-11-27,Second Class,Consumer,OFF-LA-10001982,OL14,Smead AlphaZ ColorCoded N,7.5,2,3.6
US-2015-150968,C00000378,2022-02-20,2020-11-28,Standard Class,Consumer,OFF-BI-10002133,OB7,Wilson Jones Elliptical R,102.72,3,37.236
US-2015-151436,C00000835,2021-05-09,2020-11-28,Second Class,Consumer,FUR-CH-10000422,FC5,Global Highback Leather T,545.94,6,87.3504
US-2015-152943,C00000751,2020-12-30,2020-11-28,Standard Class,Consumer,OFF-BI-10004465,OB7,Avery Durable Slant Ring ,3.168,2,-4.752
US-2015-153323,C00000217,2023-04-13,2020-11-28,Standard Class,Consumer,OFF-AR-10000422,OA2,Pencil and Crayon Sharpen,1.752,1,0.1533
US-2015-153672,C00000234,2020-08-05,2020-11-28,Standard Class,Home Office,FUR-FU-10004270,FF9,Eldon Image Series Desk A,20.9,5,7.524
US-2015-154442,C00000041,2022-06-05,2020-11-28,Standard Class,Corporate,FUR-BO-10004695,FB10,OSullivan 2Door Barrister,289.568,2,10.8588
US-2015-154632,C00000152,2020-06-12,2020-11-28,Standard Class,Consumer,FUR-CH-10002073,FC5,Hon Olson Stacker Chairs,423.648,2,47.6604
US-2015-157540,C00000620,2020-11-20,2020-11-28,Second Class,Consumer,TEC-AC-10001606,TA13,Logitech Wireless Perform,99.99,1,37.9962
US-2015-160006,C00000629,2020-10-03,2020-11-28,Standard Class,Home Office,OFF-SU-10000157,OS15,Compact Automatic Electri,357.93,3,7.1586
US-2015-160053,C00000912,2023-02-15,2020-11-28,Standard Class,Consumer,OFF-SU-10002522,OS15,Acme Kleen Earth Office S,11.64,3,3.3756
US-2015-152327,C00000044,2020-06-21,2020-11-29,Second Class,Home Office,OFF-PA-10002986,OP4,ero 1898,37.408,7,13.0928
US-2015-152559,C00000570,2022-01-28,2020-11-29,Same Day,Consumer,OFF-PA-10002947,OP4,ero 1923,6.68,1,3.2064
US-2015-153588,C00000234,2020-09-12,2020-11-29,First Class,Home Office,TEC-MA-10002428,TM17,Fellowes Powershred HS440,1704.89,11,767.2005
US-2015-156617,C00000965,2021-09-25,2020-11-29,Standard Class,Consumer,FUR-BO-10003034,FB10,OSullivan Elevations Book,333.999,3,3.9294
US-2015-157583,C00000032,2020-08-24,2020-11-29,Standard Class,Consumer,TEC-AC-10002217,TA13,Imation Clip USB flash dr,131.6,7,7.896
US-2015-150857,C00000289,2023-07-11,2020-11-30,First Class,Consumer,OFF-BI-10004632,OB7,Ibico HiTech Manual Bindi,1219.96,5,381.2375
US-2015-156417,C00000369,2022-09-20,2020-11-30,First Class,Corporate,OFF-PA-10000675,OP4,ero 1919,204.95,5,100.4255
US-2015-157876,C00000022,2023-11-05,2020-11-30,Standard Class,Corporate,OFF-ST-10002214,OS3,Rack File for Hanging Fol,56.45,5,14.677
US-2015-159206,C00000075,2022-01-08,2020-11-30,First Class,Consumer,OFF-EN-10001509,OE16,Poly String Tie Envelopes,6.12,3,2.8764
US-2015-150724,C00000083,2021-05-18,2020-12-01,Standard Class,Corporate,TEC-MA-10001047,TM17,3D Systems Cube Printer 2,5199.96,4,1351.9896
US-2015-151168,C00000022,2021-05-04,2020-12-01,First Class,Corporate,FUR-CH-10001891,FC5,Global Delue Office Fabri,230.352,3,20.1558
US-2015-152662,C00000200,2022-05-30,2020-12-01,Standard Class,Consumer,OFF-AR-10003045,OA2,Prang Colored Pencils,26.46,9,11.907
US-2015-157091,C00001046,2021-05-20,2020-12-02,Standard Class,Consumer,TEC-PH-10002563,TP8,Adtran 1202752G1,302.376,3,22.6782
US-2015-158303,C00000712,2020-11-25,2020-12-02,First Class,Consumer,TEC-AC-10002800,TA13,Plantronics Audio 478 Ste,99.98,2,34.993
US-2015-159301,C00000530,2022-12-16,2020-12-02,Standard Class,Home Office,OFF-BI-10002854,OB7,Performers BinderPad Hold,50.454,6,-33.636
US-2015-151590,C00000733,2022-12-31,2020-12-03,Second Class,Consumer,OFF-FA-10002280,OF11,Advantus Plastic Paper Cl,20,4,9.6
US-2015-152011,C00000008,2023-02-27,2020-12-03,Second Class,Home Office,TEC-AC-10001714,TA13,Logitech M Performance Wi,159.56,5,33.9065
US-2015-152829,C00000226,2021-10-24,2020-12-03,Second Class,Consumer,OFF-AR-10000588,OA2,Newell 345,59.52,3,15.4752
US-2015-153455,C00000097,2021-11-06,2020-12-03,Second Class,Corporate,OFF-PA-10001790,OP4,ero 1910,144.12,3,69.1776
US-2015-160008,C00000747,2021-06-16,2020-12-03,Standard Class,Consumer,FUR-FU-10004351,FF9,Staplebased wall hangings,29.22,3,12.8568
US-2015-160342,C00000531,2020-01-17,2020-12-03,Same Day,Corporate,OFF-AR-10001868,OA2,Prang Dustless Chalk Stic,10.08,6,5.04
US-2015-152669,C00000979,2021-06-27,2020-12-04,Second Class,Corporate,OFF-AR-10000588,OA2,Newell 345,39.68,2,10.3168
US-2015-152673,C00000455,2022-11-26,2020-12-04,Standard Class,Consumer,OFF-AP-10002191,OA12,Belkin 8 Outlet SurgeMast,269.91,5,53.982
US-2015-153740,C00000314,2023-06-03,2020-12-04,Standard Class,Consumer,FUR-CH-10001714,FC5,Global Leather and Oak Ee,754.45,5,60.356
US-2015-155942,C00000085,2021-07-22,2020-12-04,Standard Class,Consumer,OFF-BI-10000088,OB7,GBC Imprintable Covers,79.056,9,28.6578
US-2015-156108,C00000511,2023-07-28,2020-12-04,First Class,Corporate,OFF-BI-10001758,OB7,Wilson Jones 14 Line Acry,10.68,2,5.0196
US-2015-156893,C00000755,2020-10-16,2020-12-04,First Class,Home Office,FUR-FU-10002364,FF9,Eldon Epressions Wood Des,11.808,2,1.3284
US-2015-160494,C00000754,2021-09-29,2020-12-04,Standard Class,Corporate,OFF-PA-10001471,OP4,Strathmore Photo Frame Ca,65.79,9,30.2634
US-2015-151116,C00000797,2021-10-11,2020-12-05,Same Day,Corporate,TEC-CO-10001449,TC18,Hewlett Packard LaserJet ,2399.96,5,839.986
US-2015-152366,C00000100,2023-07-03,2020-12-05,Second Class,Home Office,OFF-PA-10001878,OP4,ero 1891,48.91,1,22.9877
US-2015-153002,C00000967,2021-11-10,2020-12-05,Standard Class,Corporate,OFF-BI-10001597,OB7,Wilson Jones LedgerSize P,122.94,3,59.0112
US-2015-153756,C00000028,2023-10-05,2020-12-05,Second Class,Consumer,OFF-EN-10003845,OE16,Colored Envelopes,7.38,2,3.3948
US-2015-155787,C00000345,2022-04-06,2020-12-05,Standard Class,Consumer,OFF-AR-10004441,OA2,BIC Brite Liner Highlight,12.42,3,5.2164
US-2015-156856,C00000353,2021-07-24,2020-12-05,Standard Class,Consumer,OFF-LA-10000407,OL14,Avery White MultiPurpose ,14.94,3,6.8724
US-2015-157862,C00000040,2023-06-17,2020-12-05,Standard Class,Corporate,OFF-BI-10003727,OB7,Avery Durable Slant Ring ,0.836,1,-1.3376
US-2015-158809,C00000379,2021-02-07,2020-12-05,Second Class,Consumer,FUR-CH-10004698,FC5,Padded Folding Chairs Bla,64.784,1,6.4784
US-2015-158966,C00000162,2021-10-12,2020-12-05,Standard Class,Consumer,TEC-AC-10004901,TA13,Kensington SlimBlade Note,39.992,1,6.9986
US-2015-159365,C00000496,2023-07-15,2020-12-05,Standard Class,Home Office,FUR-CH-10004063,FC5,Global Delue HighBack Man,915.136,4,102.9528
US-2015-160608,C00000696,2020-09-24,2020-12-05,Standard Class,Consumer,OFF-ST-10004123,OS3,Safco Industrial Wire She,218.352,3,-54.588
US-2015-151346,C00000313,2021-01-27,2020-12-06,Standard Class,Consumer,OFF-AR-10003829,OA2,Newell 35,13.12,5,1.476
US-2015-151556,C00000924,2020-12-20,2020-12-06,First Class,Corporate,FUR-FU-10002508,FF9,Document Clip Frames,20.016,3,5.5044
US-2015-151602,C00000049,2023-11-03,2020-12-06,Same Day,Corporate,OFF-PA-10002870,OP4,Ampad Phone Message Book ,12.48,2,5.616
US-2015-151947,C00000345,2023-06-27,2020-12-06,Standard Class,Corporate,OFF-BI-10002852,OB7,Ibico Standard Transparen,115.36,7,56.5264
US-2015-154717,C00000017,2022-01-01,2020-12-06,Standard Class,Consumer,OFF-AR-10004078,OA2,Newell 312,11.68,2,3.504
US-2015-155039,C00000986,2020-02-28,2020-12-06,Standard Class,Home Office,OFF-PA-10001826,OP4,ero 207,20.736,4,7.2576
US-2015-156371,C00000126,2021-01-26,2020-12-06,Standard Class,Consumer,OFF-ST-10003306,OS3,Letter Size Cart,571.44,4,165.7176
US-2015-158770,C00001031,2023-12-21,2020-12-06,First Class,Home Office,OFF-AR-10001118,OA2,Binney and Smith Crayola ,2.696,1,0.8088
US-2015-158815,C00000994,2021-03-08,2020-12-06,Standard Class,Consumer,OFF-BI-10002764,OB7,Recycled Pressboard Repor,6.783,7,-4.7481
US-2015-158828,C00000206,2020-05-04,2020-12-06,Standard Class,Corporate,FUR-CH-10002647,FC5,Situations Contoured Fold,347.802,7,-24.843
US-2015-160166,C00000048,2022-05-04,2020-12-06,First Class,Consumer,OFF-PA-10002689,OP4,Weyerhaeuser First Choice,58.32,9,27.9936
US-2015-152394,C00000438,2020-02-28,2020-12-07,Second Class,Home Office,OFF-ST-10001328,OS3,Personal Filing Tote with,15.51,1,4.3428
US-2015-153538,C00000667,2020-06-30,2020-12-07,Standard Class,Consumer,FUR-BO-10004834,FB10,Riverside Palais Royal La,3083.43,7,-1665.0522
US-2015-153603,C00000557,2021-07-25,2020-12-07,Second Class,Corporate,TEC-PH-10002549,TP8,Polycom SoundPoint IP 450,1626.192,9,121.9644
US-2015-153690,C00000664,2022-02-20,2020-12-07,Standard Class,Consumer,FUR-TA-10000577,FT6,Bretford CR4500 Series Sl,957.5775,5,-383.031
US-2015-156065,C00000458,2022-03-11,2020-12-07,Standard Class,Corporate,FUR-TA-10004086,FT6,KI AdjustableHeight Table,206.352,3,5.1588
US-2015-156177,C00000423,2023-08-22,2020-12-07,Second Class,Consumer,FUR-FU-10002116,FF9,Tene Carpeted GraniteLook,282.84,4,19.7988
US-2015-158851,C00000224,2020-08-23,2020-12-07,Standard Class,Corporate,OFF-BI-10001510,OB7,Delue HeavyDuty Vinyl Rou,55.008,3,17.19
US-2015-160233,C00001032,2021-11-16,2020-12-07,Standard Class,Consumer,OFF-AR-10001044,OA2,BOSTON Ranger #55 Pencil ,62.376,3,7.0173
US-2015-160565,C00001010,2022-10-18,2020-12-07,Standard Class,Consumer,OFF-LA-10004544,OL14,Avery 505,74,5,37
US-2015-160589,C00000789,2020-12-23,2020-12-07,Second Class,Corporate,OFF-BI-10004738,OB7,Fleible Leather Look Clas,11.364,3,-17.046
US-2015-151690,C00000524,2023-08-07,2020-12-08,Standard Class,Home Office,OFF-BI-10003314,OB7,Tuff Stuff Recycled Round,7.712,2,2.7956
US-2015-153475,C00000366,2023-01-25,2020-12-08,First Class,Consumer,FUR-TA-10002228,FT6,Bevis Traditional Confere,400.032,2,-153.3456
US-2015-156379,C00000176,2020-02-19,2020-12-08,Standard Class,Corporate,OFF-LA-10002271,OL14,Smead AlphaZ ColorCoded S,9.24,3,4.4352
US-2015-151714,C00000635,2022-01-06,2020-12-09,Same Day,Corporate,OFF-SU-10004782,OS15,Elite 5inch Scissors,25.35,3,7.605
US-2015-152764,C00000602,2020-12-21,2020-12-09,First Class,Consumer,OFF-BI-10001765,OB7,Wilson Jones HeavyDuty Ca,6.928,1,-11.0848
US-2015-153566,C00000230,2022-05-29,2020-12-09,Standard Class,Corporate,OFF-BI-10004506,OB7,Wilson Jones data.warehou,13.168,2,4.6088
US-2015-153570,C00000877,2023-11-21,2020-12-09,Standard Class,Consumer,FUR-TA-10002958,FT6,Bevis Oval Conference Tab,626.352,3,-23.4882
US-2015-153581,C00001018,2023-07-09,2020-12-09,Standard Class,Home Office,FUR-TA-10002622,FT6,Bush Andora Conference Ta,205.176,2,-58.1332
US-2015-154580,C00000894,2020-01-05,2020-12-09,Standard Class,Consumer,FUR-CH-10003535,FC5,Global Armless Task Chair,109.764,2,8.5372
US-2015-157839,C00000326,2023-08-26,2020-12-09,Standard Class,Corporate,OFF-PA-10003729,OP4,ero 1998,36.288,7,12.7008
US-2015-158033,C00000513,2020-06-01,2020-12-09,First Class,Corporate,TEC-PH-10003215,TP8,Jackery Bar Premium Fastc,95.84,4,34.742
US-2015-158135,C00000932,2020-01-31,2020-12-09,Standard Class,Home Office,OFF-AR-10003514,OA2,4009 Highlighters by Sanf,31.84,8,10.5072
US-2015-158765,C00000147,2021-05-31,2020-12-09,First Class,Consumer,FUR-FU-10000629,FF9,934 Diameter Round Wall C,11.032,1,3.0338
US-2015-159599,C00000571,2022-02-19,2020-12-09,Standard Class,Consumer,OFF-AR-10001022,OA2,SANFORD Liquid Accent Tan,5.68,2,1.7608
US-2015-151042,C00000335,2022-04-28,2020-12-10,Standard Class,Corporate,TEC-PH-10004042,TP8,ClearOne Communications C,508.768,4,38.1576
