order_id,client_id,enquiry_date,order_date,ship_mode,Segment,product_id,Category,sub_category,Sales,Quantity
US-2015-159545,C00000408,2021-03-29,2020-08-28,Standard Class,Corporate,OFF-AR-10001897,Office Supplies,Art,53.97,3
US-2015-159570,C00000238,2020-08-26,2020-08-28,Second Class,Corporate,OFF-AR-10000634,Office Supplies,Art,6.848,2
US-2015-151067,C00000973,2023-03-19,2020-08-29,Second Class,Corporate,FUR-FU-10003691,Furniture,Furnishings,86.45,7
US-2015-151724,C00000705,2023-07-07,2020-08-29,Second Class,Consumer,OFF-BI-10001718,Office Supplies,Binders,447.86,7
US-2015-151868,C00000043,2023-02-04,2020-08-29,Standard Class,Consumer,OFF-BI-10002498,Office Supplies,Binders,11.214,2
US-2015-152571,C00000294,2020-02-02,2020-08-29,Standard Class,Consumer,FUR-CH-10002602,Furniture,Chairs,241.568,2
US-2015-153608,C00000997,2022-05-18,2020-08-29,Standard Class,Home Office,OFF-AR-10004344,Office Supplies,Art,47.96,5
US-2015-153927,C00000583,2023-09-30,2020-08-29,Standard Class,Consumer,FUR-TA-10002530,Furniture,Tables,211.372,2
US-2015-157031,C00000724,2023-10-06,2020-08-29,Second Class,Corporate,FUR-FU-10000550,Furniture,Furnishings,9.96,5
US-2015-157932,C00000796,2020-07-21,2020-08-29,First Class,Home Office,OFF-ST-10004963,Office Supplies,Storage,105.98,7
US-2015-158944,C00000089,2023-11-13,2020-08-29,Standard Class,Consumer,OFF-ST-10000464,Office Supplies,Storage,139.04,4
US-2015-158972,C00000786,2022-03-27,2020-08-29,Standard Class,Home Office,OFF-LA-10002034,Office Supplies,Labels,9.82,2
US-2015-159153,C00000458,2023-08-20,2020-08-29,Standard Class,Consumer,OFF-PA-10003790,Office Supplies,Paper,182.72,8
US-2015-152935,C00000808,2022-08-30,2020-08-30,Standard Class,Consumer,OFF-BI-10001249,Office Supplies,Binders,3.828,3
US-2015-155507,C00000163,2023-10-09,2020-08-30,Standard Class,Corporate,OFF-ST-10000876,Office Supplies,Storage,37.32,3
US-2015-158965,C00000524,2023-04-01,2020-08-30,Standard Class,Consumer,OFF-AR-10003876,Office Supplies,Art,13.04,4
US-2015-159298,C00000412,2022-01-27,2020-08-30,Standard Class,Home Office,OFF-AR-10003759,Office Supplies,Art,2.912,2
US-2015-160107,C00000561,2023-09-26,2020-08-30,First Class,Consumer,OFF-LA-10003388,Office Supplies,Labels,5.76,2
US-2015-160618,C00000164,2020-12-04,2020-08-30,Standard Class,Home Office,FUR-CH-10001714,Furniture,Chairs,111411,2
US-2015-150661,C00000860,2020-10-18,2020-08-31,Standard Class,Corporate,FUR-FU-10001935,Furniture,Furnishings,7.4,2
US-2015-150758,C00000686,2020-12-04,2020-08-31,Standard Class,Corporate,FUR-CH-10003396,Furniture,Chairs,184.752,3
US-2015-151301,C00000166,2021-01-20,2020-08-31,Standard Class,Home Office,OFF-PA-10004039,Office Supplies,Paper,89.568,2
US-2015-153963,C00000337,2020-03-02,2020-08-31,Second Class,Consumer,OFF-BI-10000320,Office Supplies,Binders,7.38,1
US-2015-154574,C00001012,2021-03-24,2020-08-31,Second Class,Consumer,OFF-BI-10004001,Office Supplies,Binders,34.08,2
US-2015-157166,C00000434,2021-03-21,2020-08-31,First Class,Consumer,OFF-AR-10000475,Office Supplies,Art,46.64,4
US-2015-157383,C00000254,2020-11-07,2020-08-31,Second Class,Consumer,OFF-LA-10004093,Office Supplies,Labels,58.48,8
US-2015-158134,C00000198,2021-02-07,2020-08-31,First Class,Consumer,OFF-PA-10002421,Office Supplies,Paper,108.336,6
US-2015-158891,C00000224,2021-01-15,2020-08-31,Standard Class,Corporate,OFF-AR-10002766,Office Supplies,Art,13.9,5
US-2015-160412,C00000121,2023-12-31,2020-08-31,Standard Class,Corporate,FUR-CH-10003379,Furniture,Chairs,854.94,3
US-2015-151240,C00000711,2021-06-25,2020-09-01,Standard Class,Consumer,OFF-ST-10001713,Office Supplies,Storage,84.784,2
US-2015-152236,C00000442,2020-02-09,2020-09-01,Standard Class,Home Office,TEC-PH-10001336,Technology,Phones,206.384,2
US-2015-153181,C00000970,2023-08-29,2020-09-01,Standard Class,Home Office,TEC-AC-10004127,Technology,Accessories,27.168,4
US-2015-153830,C00000167,2020-01-30,2020-09-01,Second Class,Home Office,OFF-ST-10002562,Office Supplies,Storage,67.536,9
US-2015-155359,C00000883,2023-08-22,2020-09-01,First Class,Consumer,OFF-BI-10000545,Office Supplies,Binders,1217.568,2
US-2015-155973,C00000169,2021-03-23,2020-09-01,Second Class,Consumer,FUR-CH-10004997,Furniture,Chairs,751.92,4
US-2015-156091,C00000310,2023-05-04,2020-09-01,Standard Class,Consumer,OFF-BI-10001120,Office Supplies,Binders,9449.95,5
US-2015-156114,C00000392,2020-01-18,2020-09-01,First Class,Corporate,FUR-TA-10004147,Furniture,Tables,447.84,5
US-2015-157759,C00000188,2022-08-16,2020-09-01,Same Day,Consumer,FUR-FU-10000175,Furniture,Furnishings,43.936,4
US-2015-159943,C00000276,2020-02-19,2020-09-01,Standard Class,Home Office,TEC-AC-10000844,Technology,Accessories,339.96,5
US-2015-160419,C00000431,2022-06-12,2020-09-01,Second Class,Consumer,OFF-SU-10004768,Office Supplies,Supplies,9.184,2
US-2015-160596,C00000196,2020-08-10,2020-09-01,Standard Class,Corporate,FUR-FU-10000771,Furniture,Furnishings,69.08,11
US-2015-153048,C00000440,2022-07-02,2020-09-02,First Class,Home Office,OFF-SU-10000646,Office Supplies,Supplies,240.37,1
US-2015-153540,C00000284,2023-08-08,2020-09-02,Second Class,Corporate,OFF-SU-10004231,Office Supplies,Supplies,23.76,3
US-2015-153926,C00000622,2021-11-03,2020-09-02,Standard Class,Corporate,TEC-MA-10002109,Technology,Machines,239.984,2
US-2015-154678,C00000766,2020-11-13,2020-09-02,Standard Class,Home Office,OFF-BI-10002429,Office Supplies,Binders,45.66,5
US-2015-155477,C00000712,2023-06-07,2020-09-02,First Class,Corporate,OFF-PA-10002986,Office Supplies,Paper,33.4,5
US-2015-157567,C00000161,2022-04-17,2020-09-02,First Class,Home Office,FUR-TA-10004154,Furniture,Tables,286.85,1
US-2015-158732,C00000682,2023-05-25,2020-09-02,Standard Class,Consumer,TEC-AC-10002550,Technology,Accessories,102.24,4
US-2015-159475,C00000865,2020-02-20,2020-09-02,First Class,Home Office,FUR-CH-10002073,Furniture,Chairs,2621.322,11
US-2015-159531,C00000910,2023-12-03,2020-09-02,Standard Class,Consumer,OFF-AP-10001303,Office Supplies,Appliances,7.96,2
US-2015-160234,C00000321,2021-01-08,2020-09-02,First Class,Corporate,OFF-BI-10000343,Office Supplies,Binders,4.419,3
US-2015-160451,C00000892,2020-11-02,2020-09-02,First Class,Corporate,TEC-PH-10002293,Technology,Phones,79.96,4
US-2015-152738,C00000394,2020-12-03,2020-09-03,Standard Class,Home Office,OFF-PA-10001033,Office Supplies,Paper,81.98,2
US-2015-152951,C00000702,2022-02-05,2020-09-03,Standard Class,Corporate,FUR-BO-10004709,Furniture,Bookcases,173.94,3
US-2015-155988,C00000530,2021-04-17,2020-09-03,Standard Class,Consumer,OFF-EN-10002500,Office Supplies,Envelopes,30.672,3
US-2015-159075,C00000772,2022-09-04,2020-09-03,Standard Class,Corporate,OFF-PA-10003129,Office Supplies,Paper,244.55,5
US-2015-159183,C00000209,2021-02-16,2020-09-03,Standard Class,Consumer,OFF-AP-10002765,Office Supplies,Appliances,52.98,2
US-2015-160462,C00000053,2021-12-01,2020-09-03,First Class,Corporate,FUR-BO-10002545,Furniture,Bookcases,1552.831,7
US-2015-156640,C00000574,2020-10-05,2020-09-04,Standard Class,Consumer,FUR-CH-10001482,Furniture,Chairs,209.568,2
US-2015-152077,C00000407,2023-08-08,2020-09-05,Standard Class,Consumer,OFF-PA-10002262,Office Supplies,Paper,32.4,5
US-2015-152991,C00000496,2022-11-04,2020-09-05,First Class,Consumer,FUR-FU-10004973,Furniture,Furnishings,22.608,3
US-2015-157135,C00001025,2021-02-13,2020-09-05,First Class,Consumer,TEC-AC-10003832,Technology,Accessories,132.52,4
US-2015-159443,C00001046,2023-09-19,2020-09-05,Second Class,Consumer,OFF-LA-10001317,Office Supplies,Labels,22.05,7
US-2015-151528,C00000374,2021-01-18,2020-09-06,Standard Class,Consumer,TEC-AC-10000387,Technology,Accessories,24.032,2
US-2015-152635,C00000216,2022-10-22,2020-09-06,Second Class,Consumer,OFF-FA-10000992,Office Supplies,Fasteners,14.2,4
US-2015-153120,C00000321,2023-06-18,2020-09-06,Second Class,Consumer,OFF-AR-10004456,Office Supplies,Art,43.92,3
US-2015-153125,C00001045,2020-03-23,2020-09-06,Standard Class,Consumer,TEC-PH-10002200,Technology,Phones,861.76,4
US-2015-154000,C00000935,2022-07-10,2020-09-06,Standard Class,Home Office,OFF-AR-10001860,Office Supplies,Art,16.656,3
US-2015-157798,C00000777,2020-04-07,2020-09-06,Standard Class,Home Office,OFF-PA-10002552,Office Supplies,Paper,19.44,3
US-2015-151601,C00000791,2022-05-03,2020-09-07,Standard Class,Consumer,TEC-PH-10002538,Technology,Phones,242.624,8
US-2015-152136,C00000657,2020-10-16,2020-09-07,Standard Class,Consumer,OFF-BI-10004224,Office Supplies,Binders,403.68,6
US-2015-152542,C00000562,2023-04-27,2020-09-07,Second Class,Corporate,OFF-AR-10003958,Office Supplies,Art,5.248,2
US-2015-152887,C00000705,2021-01-21,2020-09-07,Same Day,Consumer,TEC-PH-10001536,Technology,Phones,16.99,1
US-2015-154069,C00000080,2023-03-15,2020-09-07,Standard Class,Corporate,OFF-AP-10000179,Office Supplies,Appliances,555.21,5
US-2015-156655,C00000872,2021-10-20,2020-09-07,First Class,Consumer,OFF-PA-10000791,Office Supplies,Paper,4.77,1
US-2015-157037,C00000796,2023-12-07,2020-09-07,Standard Class,Consumer,OFF-AP-10001563,Office Supplies,Appliances,97.16,2
US-2015-157767,C00000371,2023-08-25,2020-09-07,Standard Class,Consumer,OFF-SU-10001574,Office Supplies,Supplies,5.84,2
US-2015-158700,C00000524,2023-02-19,2020-09-07,Second Class,Corporate,OFF-BI-10004970,Office Supplies,Binders,12.39,3
US-2015-158817,C00000025,2020-09-06,2020-09-07,Same Day,Consumer,OFF-ST-10000563,Office Supplies,Storage,281.424,11
US-2015-160141,C00000886,2020-08-04,2020-09-07,Standard Class,Home Office,OFF-PA-10001295,Office Supplies,Paper,37.94,2
US-2015-152328,C00000161,2021-08-22,2020-09-08,Standard Class,Corporate,FUR-FU-10002030,Furniture,Furnishings,53.352,3
US-2015-153126,C00000793,2020-03-13,2020-09-08,Standard Class,Consumer,FUR-TA-10001889,Furniture,Tables,933.262,4
US-2015-153411,C00000573,2022-03-16,2020-09-08,Same Day,Consumer,TEC-PH-10004071,Technology,Phones,71.928,9
US-2015-153823,C00000161,2022-06-20,2020-09-08,First Class,Home Office,OFF-AR-10003251,Office Supplies,Art,2.224,1
US-2015-154181,C00000418,2022-06-05,2020-09-08,Second Class,Corporate,OFF-LA-10003714,Office Supplies,Labels,3.75,1
US-2015-154805,C00000274,2023-10-01,2020-09-08,First Class,Home Office,OFF-AR-10000937,Office Supplies,Art,175.44,6
US-2015-155897,C00000833,2020-04-25,2020-09-08,Standard Class,Consumer,TEC-PH-10003931,Technology,Phones,179.97,3
US-2015-156838,C00000676,2020-05-09,2020-09-08,Standard Class,Consumer,OFF-PA-10000859,Office Supplies,Paper,6.368,2
US-2015-157403,C00000646,2023-01-01,2020-09-08,Standard Class,Corporate,OFF-ST-10002562,Office Supplies,Storage,15.008,2
US-2015-158642,C00000758,2022-03-23,2020-09-08,Standard Class,Consumer,FUR-CH-10001708,Furniture,Chairs,1268.82,9
US-2015-152002,C00000376,2022-02-04,2020-09-09,Standard Class,Consumer,OFF-SU-10003505,Office Supplies,Supplies,231.72,2
US-2015-154525,C00000070,2022-06-02,2020-09-09,Standard Class,Consumer,OFF-LA-10003720,Office Supplies,Labels,7.38,2
US-2015-155626,C00000442,2022-05-09,2020-09-09,Standard Class,Consumer,OFF-AP-10003287,Office Supplies,Appliances,356.79,7
US-2015-158791,C00001042,2022-02-22,2020-09-09,Second Class,Consumer,TEC-PH-10003215,Technology,Phones,95.84,4
US-2015-151628,C00000614,2020-05-22,2020-09-10,Standard Class,Corporate,OFF-LA-10002473,Office Supplies,Labels,9.216,4
US-2015-151791,C00001004,2020-06-16,2020-09-10,Standard Class,Corporate,FUR-FU-10000723,Furniture,Furnishings,132.224,4
US-2015-151936,C00000487,2020-12-17,2020-09-10,Second Class,Home Office,OFF-ST-10002554,Office Supplies,Storage,146.73,3
US-2015-153375,C00000046,2021-12-30,2020-09-10,First Class,Consumer,FUR-FU-10002107,Furniture,Furnishings,5.352,3
US-2015-153671,C00000852,2023-05-25,2020-09-10,Standard Class,Corporate,OFF-FA-10000611,Office Supplies,Fasteners,2.368,2
US-2015-154138,C00001050,2022-09-13,2020-09-10,Second Class,Corporate,TEC-AC-10002718,Technology,Accessories,23.344,2
US-2015-155084,C00000741,2021-12-02,2020-09-10,Standard Class,Consumer,OFF-AR-10001374,Office Supplies,Art,12.96,2
US-2015-156028,C00000439,2021-08-02,2020-09-10,Standard Class,Consumer,OFF-FA-10000611,Office Supplies,Fasteners,7.104,6
US-2015-159239,C00000156,2021-04-29,2020-09-10,Standard Class,Consumer,OFF-ST-10003805,Office Supplies,Storage,421.1,2
US-2015-159312,C00000524,2021-06-15,2020-09-10,Second Class,Corporate,TEC-PH-10001924,Technology,Phones,167.976,3
US-2015-150927,C00000965,2020-12-22,2020-09-11,Standard Class,Corporate,OFF-PA-10000357,Office Supplies,Paper,32.792,1
US-2015-153883,C00000489,2022-07-10,2020-09-11,Standard Class,Consumer,OFF-FA-10001135,Office Supplies,Fasteners,5.94,3
US-2015-153924,C00000856,2023-08-15,2020-09-11,Standard Class,Corporate,OFF-ST-10002344,Office Supplies,Storage,64.784,1
US-2015-157857,C00000375,2022-06-25,2020-09-11,Standard Class,Consumer,OFF-LA-10000240,Office Supplies,Labels,29.24,5
US-2015-151037,C00000767,2020-08-28,2020-09-12,Standard Class,Consumer,TEC-MA-10002073,Technology,Machines,1039.992,1
US-2015-152903,C00000586,2022-10-05,2020-09-12,First Class,Corporate,FUR-TA-10003008,Furniture,Tables,127.785,1
US-2015-153993,C00000422,2020-03-11,2020-09-12,Second Class,Consumer,FUR-CH-10002084,Furniture,Chairs,664.146,6
US-2015-154108,C00001036,2022-10-19,2020-09-12,First Class,Corporate,OFF-PA-10002254,Office Supplies,Paper,105.52,4
US-2015-154830,C00000342,2021-05-10,2020-09-12,Second Class,Home Office,FUR-CH-10000229,Furniture,Chairs,569.058,3
US-2015-155532,C00000296,2022-11-04,2020-09-12,Standard Class,Consumer,OFF-LA-10000973,Office Supplies,Labels,5.04,2
US-2015-156257,C00000934,2021-10-29,2020-09-12,Standard Class,Consumer,TEC-PH-10000376,Technology,Phones,39.96,4
US-2015-156855,C00000758,2023-07-20,2020-09-12,Standard Class,Home Office,FUR-FU-10001918,Furniture,Furnishings,18.92,4
US-2015-153654,C00000115,2021-04-12,2020-09-13,Standard Class,Consumer,TEC-PH-10002817,Technology,Phones,323.976,3
US-2015-154128,C00000270,2021-01-19,2020-09-13,Standard Class,Consumer,OFF-SU-10000381,Office Supplies,Supplies,22.344,3
US-2015-154491,C00000381,2021-01-08,2020-09-13,Standard Class,Consumer,OFF-BI-10002353,Office Supplies,Binders,18.528,4
US-2015-155717,C00000981,2023-04-02,2020-09-13,First Class,Corporate,OFF-LA-10001158,Office Supplies,Labels,20.7,2
US-2015-155876,C00000543,2022-04-17,2020-09-13,Second Class,Consumer,OFF-PA-10001019,Office Supplies,Paper,19.98,1
US-2015-156072,C00000423,2021-12-15,2020-09-13,Standard Class,Corporate,FUR-FU-10001861,Furniture,Furnishings,77.6,4
US-2015-156428,C00000677,2023-03-30,2020-09-13,Standard Class,Consumer,TEC-AC-10002647,Technology,Accessories,212.8,2
US-2015-157224,C00001040,2022-11-21,2020-09-13,Second Class,Home Office,OFF-PA-10004381,Office Supplies,Paper,96.08,2
US-2015-158037,C00000765,2020-01-05,2020-09-13,Second Class,Home Office,TEC-AC-10004571,Technology,Accessories,199.98,2
US-2015-152158,C00000611,2020-06-11,2020-09-14,Standard Class,Consumer,OFF-BI-10000977,Office Supplies,Binders,121.6,5
US-2015-152242,C00000537,2020-05-02,2020-09-14,Standard Class,Home Office,OFF-FA-10001332,Office Supplies,Fasteners,17.28,6
US-2015-153514,C00000196,2020-10-29,2020-09-14,Second Class,Consumer,OFF-PA-10002137,Office Supplies,Paper,108.92,14
US-2015-154919,C00000769,2020-03-09,2020-09-14,Standard Class,Consumer,OFF-ST-10000991,Office Supplies,Storage,229.94,2
US-2015-156533,C00000615,2021-05-23,2020-09-14,Standard Class,Consumer,TEC-MA-10001972,Technology,Machines,558.4,2
US-2015-152441,C00000416,2022-10-17,2020-09-15,Standard Class,Corporate,TEC-PH-10002922,Technology,Phones,337.98,2
US-2015-154456,C00000298,2021-12-17,2020-09-15,Second Class,Home Office,OFF-ST-10002276,Office Supplies,Storage,166.72,2
US-2015-155247,C00000884,2021-11-13,2020-09-15,Same Day,Home Office,OFF-PA-10002254,Office Supplies,Paper,184.66,7
US-2015-155954,C00000622,2021-10-13,2020-09-15,Standard Class,Home Office,OFF-ST-10000078,Office Supplies,Storage,1856.19,7
US-2015-158939,C00000859,2021-01-22,2020-09-15,Second Class,Corporate,OFF-ST-10000464,Office Supplies,Storage,69.52,2
US-2015-152165,C00000698,2022-07-03,2020-09-16,Standard Class,Corporate,FUR-TA-10003473,Furniture,Tables,902.712,3
US-2015-152736,C00000329,2022-03-30,2020-09-16,Standard Class,Consumer,OFF-LA-10001569,Office Supplies,Labels,34.86,7
US-2015-156101,C00000059,2020-09-20,2020-09-16,Second Class,Consumer,TEC-PH-10003012,Technology,Phones,862.344,7
US-2015-158887,C00000227,2021-11-07,2020-09-16,Standard Class,Home Office,OFF-BI-10001524,Office Supplies,Binders,134.272,8
US-2015-159122,C00000424,2021-11-11,2020-09-16,Standard Class,Home Office,FUR-FU-10004748,Furniture,Furnishings,191.82,3
US-2015-151553,C00000592,2020-11-26,2020-09-17,Standard Class,Consumer,OFF-AR-10003156,Office Supplies,Art,30.48,3
US-2015-152173,C00000316,2020-07-17,2020-09-17,Standard Class,Consumer,OFF-ST-10000352,Office Supplies,Storage,71.376,3
US-2015-152787,C00000692,2021-11-20,2020-09-17,Standard Class,Corporate,TEC-AC-10002335,Technology,Accessories,209.94,6
US-2015-156167,C00000218,2021-10-05,2020-09-17,Standard Class,Consumer,TEC-AC-10001998,Technology,Accessories,59.97,3
US-2015-156804,C00000162,2023-01-18,2020-09-17,Second Class,Consumer,OFF-PA-10001363,Office Supplies,Paper,61.4,5
US-2015-158066,C00000788,2022-07-27,2020-09-17,Second Class,Consumer,OFF-BI-10002982,Office Supplies,Binders,38.136,7
US-2015-158683,C00000246,2021-03-23,2020-09-17,Standard Class,Consumer,FUR-BO-10000780,Furniture,Bookcases,956.6648,7
US-2015-150762,C00000452,2021-05-30,2020-09-18,Standard Class,Corporate,OFF-BI-10001670,Office Supplies,Binders,90.48,3
US-2015-152248,C00000615,2021-02-10,2020-09-18,Standard Class,Corporate,FUR-TA-10004619,Furniture,Tables,1115.17,7
US-2015-154598,C00000682,2023-05-15,2020-09-18,Standard Class,Home Office,OFF-PA-10004039,Office Supplies,Paper,44.784,1
US-2015-156303,C00000723,2022-06-21,2020-09-18,Same Day,Consumer,FUR-FU-10004306,Furniture,Furnishings,77.72,1
US-2015-159452,C00000797,2022-06-13,2020-09-18,Standard Class,Consumer,FUR-BO-10004467,Furniture,Bookcases,299.97,3
US-2015-159574,C00000563,2021-01-07,2020-09-18,First Class,Consumer,OFF-EN-10004483,Office Supplies,Envelopes,37.608,3
US-2015-160334,C00000039,2022-06-23,2020-09-18,Standard Class,Corporate,TEC-PH-10000193,Technology,Phones,110.352,3
US-2015-151356,C00000446,2020-10-15,2020-09-19,First Class,Consumer,OFF-LA-10000248,Office Supplies,Labels,11.07,3
US-2015-151510,C00000652,2021-03-25,2020-09-19,Standard Class,Consumer,OFF-PA-10002947,Office Supplies,Paper,20.04,3
US-2015-151755,C00000388,2020-06-13,2020-09-19,Second Class,Consumer,OFF-ST-10000060,Office Supplies,Storage,259.92,5
US-2015-152654,C00000060,2020-01-24,2020-09-19,Standard Class,Home Office,OFF-AP-10001058,Office Supplies,Appliances,671.544,3
US-2015-152823,C00000138,2022-09-16,2020-09-19,Standard Class,Consumer,FUR-FU-10001876,Furniture,Furnishings,97.44,3
US-2015-152934,C00000687,2023-04-21,2020-09-19,Same Day,Home Office,OFF-BI-10001308,Office Supplies,Binders,7.536,6
US-2015-155158,C00000092,2022-01-19,2020-09-19,Standard Class,Consumer,OFF-BI-10001294,Office Supplies,Binders,46.8,4
US-2015-155588,C00000488,2022-01-11,2020-09-19,Standard Class,Corporate,TEC-PH-10003095,Technology,Phones,87.8,4
US-2015-156134,C00000381,2020-07-28,2020-09-19,Standard Class,Consumer,OFF-PA-10001033,Office Supplies,Paper,163.96,5
US-2015-158710,C00000091,2020-11-19,2020-09-19,First Class,Consumer,OFF-PA-10001776,Office Supplies,Paper,18.54,2
US-2015-158981,C00000804,2022-06-05,2020-09-19,First Class,Consumer,FUR-FU-10003975,Furniture,Furnishings,173.24,4
US-2015-151414,C00000071,2020-12-20,2020-09-20,First Class,Corporate,OFF-LA-10004677,Office Supplies,Labels,20.664,7
US-2015-151558,C00000248,2020-09-19,2020-09-20,Same Day,Consumer,TEC-PH-10004977,Technology,Phones,627.168,4
US-2015-152835,C00000899,2020-09-28,2020-09-20,Second Class,Corporate,FUR-BO-10003404,Furniture,Bookcases,1292.94,3
US-2015-154408,C00001000,2020-09-28,2020-09-20,Standard Class,Consumer,OFF-AR-10004602,Office Supplies,Art,128.744,7
US-2015-157165,C00000694,2020-02-05,2020-09-20,Second Class,Home Office,TEC-AC-10002006,Technology,Accessories,63.96,4
US-2015-158773,C00000328,2021-05-31,2020-09-20,First Class,Corporate,OFF-LA-10004093,Office Supplies,Labels,14.62,2
US-2015-159109,C00000776,2022-09-27,2020-09-20,Standard Class,Consumer,OFF-BI-10004716,Office Supplies,Binders,23.744,2
US-2015-160353,C00000189,2021-05-04,2020-09-20,Standard Class,Consumer,OFF-ST-10000676,Office Supplies,Storage,387.72,5
US-2015-150822,C00000577,2022-12-10,2020-09-21,Standard Class,Home Office,OFF-LA-10004545,Office Supplies,Labels,60.144,6
US-2015-151700,C00000598,2020-01-16,2020-09-21,Standard Class,Consumer,OFF-ST-10000046,Office Supplies,Storage,484.65,3
US-2015-152361,C00000782,2023-11-22,2020-09-21,Second Class,Corporate,OFF-PA-10000174,Office Supplies,Paper,20.56,2
US-2015-155813,C00000139,2022-09-05,2020-09-21,Standard Class,Corporate,OFF-EN-10002500,Office Supplies,Envelopes,51.12,4
US-2015-157050,C00000911,2023-03-14,2020-09-21,Standard Class,Corporate,OFF-AR-10003469,Office Supplies,Art,2.816,2
US-2015-157419,C00000516,2020-03-22,2020-09-21,First Class,Corporate,FUR-CH-10003968,Furniture,Chairs,340.704,6
US-2015-157936,C00000889,2022-02-02,2020-09-21,First Class,Corporate,OFF-AR-10000315,Office Supplies,Art,9.21,3
US-2015-160318,C00000125,2020-12-09,2020-09-21,First Class,Home Office,OFF-PA-10003797,Office Supplies,Paper,19.44,3
US-2015-160467,C00000019,2020-07-31,2020-09-21,First Class,Consumer,OFF-AR-10000390,Office Supplies,Art,12.39,3
US-2015-151747,C00000166,2020-12-28,2020-09-22,Second Class,Home Office,TEC-PH-10002555,Technology,Phones,517.9,2
US-2015-155638,C00000721,2020-02-29,2020-09-22,Standard Class,Consumer,FUR-TA-10000577,Furniture,Tables,1044.63,3
US-2015-156489,C00000806,2022-05-27,2020-09-22,Standard Class,Consumer,OFF-PA-10004101,Office Supplies,Paper,32.4,5
US-2015-158582,C00000253,2022-02-13,2020-09-22,Standard Class,Consumer,FUR-CH-10002317,Furniture,Chairs,207.184,1
US-2015-152209,C00000073,2021-09-29,2020-09-23,Second Class,Home Office,OFF-PA-10001184,Office Supplies,Paper,29.9,5
US-2015-156840,C00001001,2022-04-30,2020-09-23,Standard Class,Corporate,OFF-SU-10001218,Office Supplies,Supplies,21.96,2
US-2015-158065,C00000862,2022-12-05,2020-09-23,Second Class,Consumer,OFF-BI-10003527,Office Supplies,Binders,1016.792,1
US-2015-159926,C00001049,2020-07-15,2020-09-23,Second Class,Home Office,FUR-BO-10004218,Furniture,Bookcases,1198.33,10
US-2015-154973,C00000560,2020-05-10,2020-09-24,Standard Class,Consumer,OFF-PA-10001639,Office Supplies,Paper,31.104,6
US-2015-155192,C00000964,2023-05-22,2020-09-24,Standard Class,Consumer,TEC-AC-10004859,Technology,Accessories,153.824,11
US-2015-151750,C00000455,2020-12-29,2020-09-25,Standard Class,Consumer,FUR-FU-10004017,Furniture,Furnishings,322.59,3
US-2015-153317,C00000733,2022-09-14,2020-09-25,Standard Class,Home Office,FUR-FU-10000576,Furniture,Furnishings,1049.2,5
US-2015-154093,C00000587,2020-02-10,2020-09-25,Standard Class,Corporate,FUR-FU-10000320,Furniture,Furnishings,10.02,3
US-2015-157034,C00000970,2023-07-26,2020-09-25,First Class,Consumer,FUR-FU-10001876,Furniture,Furnishings,51.968,2
US-2015-159382,C00000019,2021-11-01,2020-09-25,Second Class,Consumer,OFF-AR-10002833,Office Supplies,Art,4.368,3
US-2015-159862,C00001030,2022-02-14,2020-09-25,Standard Class,Corporate,OFF-EN-10003448,Office Supplies,Envelopes,64.848,7
US-2015-159957,C00000207,2023-04-17,2020-09-25,Standard Class,Home Office,OFF-PA-10000357,Office Supplies,Paper,277.4,5
US-2015-151397,C00000697,2023-04-06,2020-09-26,Second Class,Consumer,OFF-ST-10000563,Office Supplies,Storage,191.88,6
US-2015-152614,C00000815,2021-07-27,2020-09-26,Standard Class,Corporate,TEC-AC-10004568,Technology,Accessories,251.91,9
US-2015-153213,C00000585,2022-08-12,2020-09-26,Standard Class,Corporate,OFF-AP-10001271,Office Supplies,Appliances,254.9,5
US-2015-153656,C00000101,2021-10-10,2020-09-26,First Class,Corporate,TEC-PH-10002310,Technology,Phones,199.98,2
US-2015-154487,C00000590,2022-10-26,2020-09-26,Second Class,Corporate,TEC-PH-10002170,Technology,Phones,251.964,6
US-2015-154793,C00000788,2021-01-24,2020-09-26,Standard Class,Corporate,OFF-PA-10002319,Office Supplies,Paper,77.52,2
US-2015-155572,C00001037,2020-12-20,2020-09-26,First Class,Consumer,OFF-BI-10004022,Office Supplies,Binders,2.502,3
US-2015-156060,C00000473,2020-09-07,2020-09-26,Second Class,Corporate,OFF-ST-10000142,Office Supplies,Storage,1247.64,3
US-2015-157024,C00000627,2020-01-10,2020-09-26,Standard Class,Corporate,OFF-BI-10003694,Office Supplies,Binders,9.396,3
US-2015-157154,C00000593,2022-04-11,2020-09-26,Second Class,Consumer,OFF-ST-10004340,Office Supplies,Storage,186.54,3
US-2015-157399,C00000576,2020-01-26,2020-09-26,Standard Class,Consumer,OFF-AP-10004487,Office Supplies,Appliances,845.728,13
US-2015-159434,C00000264,2020-04-15,2020-09-26,Standard Class,Home Office,OFF-LA-10000305,Office Supplies,Labels,12.6,2
US-2015-160314,C00000611,2022-08-19,2020-09-26,Standard Class,Corporate,OFF-PA-10000994,Office Supplies,Paper,209.7,2
US-2015-151383,C00000333,2022-04-07,2020-09-27,Standard Class,Corporate,OFF-EN-10003567,Office Supplies,Envelopes,87.92,5
US-2015-153100,C00000486,2020-04-03,2020-09-27,Second Class,Consumer,OFF-BI-10000042,Office Supplies,Binders,17.088,4
