JobID,Frac_Outcome,ProppantType,ProppantVolume_ton,FluidType,PadVolume_m3,ReservoirDepth_m,Porosity_frac,Permeability_mD,LateralLength_m,PumpingRate_bpm,InjectionPressure_psi,StageCount,SlurryRate_bpm,WellAge_years,PreviousStimulations,FormationType,Frac_Success_Prob
JOB-0008703,1,White Sand,536.3,Slickwater,704.4,2973.5,0.1192,0.752,2986.3,42.0,4807,48,41.9,4.61,0,Shale,0.6467
JOB-0021583,1,White Sand,234.8,Slickwater,566.7,1633.9,0.1533,6.503,1334.3,45.7,3939,23,47.0,1.36,0,Sandstone,0.7908
JOB-0014948,0,White Sand,529.9,Crosslinked Gel,853.8,3679.3,0.1292,,2606.0,37.0,5653,39,38.1,4.13,0,Carbonate,0.5806
JOB-0018429,0,Brown Sand,268.0,Hybrid,1292.9,2783.0,0.0884,2.308,2481.5,61.4,4110,47,70.5,0.0,1,Shale,0.6279
JOB-0001388,1,Resin-Coated Sand,476.6,Crosslinked Gel,1343.9,3083.5,0.1965,6.069,2036.3,43.5,5207,45,38.5,3.38,1,Sandstone,0.9421
JOB-0004550,1,White Sand,324.8,Crosslinked Gel,711.4,2948.5,0.1096,0.785,1889.0,59.2,4700,27,56.7,1.77,0,Carbonate,0.4471
JOB-0001708,1,Ceramic,294.2,Hybrid,912.7,3193.7,0.1178,0.435,2198.2,35.8,4758,33,29.9,0.0,0,Carbonate,0.5456
JOB-0012544,0,Resin-Coated Sand,257.1,Crosslinked Gel,834.9,2490.3,0.0966,3.59,1700.0,30.4,4368,26,27.2,6.35,0,Sandstone,0.2887
JOB-0002428,1,Brown Sand,532.4,Slickwater,1408.9,1281.6,0.1431,5.325,2720.8,37.8,3326,46,43.5,5.68,0,Shale,0.8802
JOB-0003521,0,Resin-Coated Sand,267.6,Hybrid,745.9,3124.1,0.1296,2.463,1682.4,45.6,4374,33,49.0,3.47,1,Sandstone,0.5634
JOB-0006558,1,Resin-Coated Sand,434.9,Crosslinked Gel,980.6,2141.7,0.1249,8.977,1869.3,39.2,3894,31,36.3,2.05,2,Carbonate,0.7315
JOB-0014028,1,Resin-Coated Sand,330.5,Slickwater,1077.8,2434.1,0.2542,3.113,2233.6,41.7,4626,43,40.6,3.13,0,Carbonate,0.9696
JOB-0005232,1,Brown Sand,477.4,Hybrid,1209.3,3075.8,0.1015,0.82,2420.1,62.7,4726,41,64.3,1.36,0,Shale,0.7907
JOB-0021741,1,Brown Sand,420.2,Hybrid,862.0,2177.0,0.1281,1.338,1907.2,43.8,5707,30,43.5,4.77,0,Carbonate,0.551
JOB-0016036,0,Brown Sand,341.8,Hybrid,628.5,3527.3,0.1077,0.789,1678.7,41.9,4679,31,40.9,2.98,0,Carbonate,0.3663
JOB-0011550,1,Ceramic,420.3,Hybrid,880.6,4933.1,0.149,4.004,2223.9,49.7,6371,37,49.7,2.94,0,Shale,0.8433
JOB-0001506,0,White Sand,500.9,Hybrid,1256.7,3392.4,0.1161,3.092,2423.0,55.1,5400,44,54.1,2.84,0,Shale,0.8026
JOB-0014260,1,White Sand,562.5,Slickwater,1063.4,2817.0,0.1532,0.332,2707.6,63.0,4751,43,59.6,3.48,0,Sandstone,0.8997
JOB-0002042,1,White Sand,495.7,Slickwater,681.7,2921.8,0.1626,3.817,2516.0,67.7,5024,47,65.8,1.63,0,Sandstone,0.9465
JOB-0015400,1,White Sand,616.5,Slickwater,748.6,2417.1,0.1946,3.081,2445.2,41.0,4737,41,37.3,2.33,0,Sandstone,0.9517
JOB-0010082,1,Resin-Coated Sand,583.7,Slickwater,818.0,3206.7,0.1722,1.14,3342.0,59.2,4967,55,57.6,2.06,2,Sandstone,0.8997
JOB-0015180,0,White Sand,346.6,Hybrid,451.0,3256.1,0.1778,0.596,2081.8,52.7,4840,33,58.0,5.07,0,Sandstone,0.7613
JOB-0006724,1,Resin-Coated Sand,578.8,Crosslinked Gel,845.8,3399.5,0.1231,1.722,2744.9,33.4,4828,41,33.8,6.46,0,Sandstone,0.736
JOB-0023976,1,Brown Sand,409.1,Slickwater,997.5,2439.2,0.1493,2.03,2134.8,47.7,4086,38,48.2,2.3,0,Carbonate,0.8299
JOB-0005083,1,White Sand,488.1,Hybrid,790.8,2855.2,0.1315,1.346,2102.6,41.4,4649,34,37.5,4.72,0,Shale,0.6748
JOB-0021617,1,White Sand,260.8,Slickwater,532.2,2919.1,0.1462,1.958,1265.1,43.5,3757,21,48.8,1.37,1,Sandstone,0.5533
JOB-0014207,1,Resin-Coated Sand,438.3,Slickwater,1112.5,3750.6,0.2091,10.646,1719.3,39.2,4772,34,37.0,1.47,0,Shale,0.9798
JOB-0002880,1,White Sand,552.1,Slickwater,1711.9,3768.8,0.1527,1.339,3268.1,28.5,5929,57,23.9,1.31,1,Sandstone,0.7209
JOB-0006229,1,Brown Sand,507.8,Crosslinked Gel,1077.9,4033.8,0.1353,3.721,2416.9,48.9,5941,39,45.1,2.68,0,Shale,0.7511
JOB-0024140,0,Brown Sand,322.5,Slickwater,487.2,3157.4,0.1751,1.944,1871.4,45.9,4502,23,44.0,1.26,0,Sandstone,0.788
JOB-0010956,0,Ceramic,275.6,Crosslinked Gel,580.6,3488.4,0.0929,1.564,1530.8,49.4,4603,26,53.6,5.32,1,Shale,0.114
JOB-0024505,1,Brown Sand,486.4,Hybrid,1386.4,3829.1,0.1507,6.777,2390.9,40.7,6205,43,42.9,2.75,0,Sandstone,0.9479
JOB-0018406,0,White Sand,300.0,Crosslinked Gel,519.8,2333.4,0.0899,3.391,1733.9,64.9,3881,23,66.1,4.73,0,Carbonate,0.6093
JOB-0012377,1,Resin-Coated Sand,758.4,Crosslinked Gel,1345.4,2418.2,0.1478,0.621,3295.3,64.1,3703,56,59.7,2.61,0,Sandstone,0.9807
JOB-0016543,1,Resin-Coated Sand,324.9,Hybrid,1099.0,3334.2,0.1086,14.353,2039.9,58.8,4927,33,57.0,4.48,0,Sandstone,0.9331
JOB-0003292,1,Resin-Coated Sand,723.3,Hybrid,1493.6,2490.4,0.1462,6.786,2911.6,54.6,3827,44,55.6,0.71,0,Sandstone,0.9858
JOB-0008978,0,Brown Sand,291.0,Hybrid,654.5,3965.1,0.11,1.261,1884.7,40.6,5888,32,46.5,6.82,0,Shale,0.1984
JOB-0006427,0,Resin-Coated Sand,311.7,Crosslinked Gel,582.6,3057.5,0.1219,1.815,1689.6,37.2,4603,23,40.2,3.76,0,Shale,0.4169
JOB-0001136,1,White Sand,744.0,Hybrid,1411.5,3034.7,0.086,0.451,3036.1,55.7,5036,48,57.6,3.66,0,Sandstone,0.7044
JOB-0021243,1,White Sand,315.0,Slickwater,895.4,3485.4,0.1287,4.906,2188.4,61.7,5587,37,63.1,6.07,0,Sandstone,0.8823
JOB-0016143,1,Ceramic,609.3,Crosslinked Gel,1211.3,3495.9,0.1127,1.539,2405.9,56.9,5007,45,57.2,4.36,0,Carbonate,0.8543
JOB-0004824,1,Ceramic,512.4,Crosslinked Gel,1028.7,4010.1,0.0935,2.385,2167.9,52.3,5764,36,54.8,1.93,0,Carbonate,0.6652
JOB-0021652,0,Resin-Coated Sand,334.9,Hybrid,985.7,3180.0,0.1316,0.4,1759.7,23.5,5489,27,24.8,1.22,0,Sandstone,0.27
JOB-0011471,1,Resin-Coated Sand,412.7,Hybrid,491.9,1937.5,,5.056,2301.0,40.6,3845,36,33.4,1.71,0,Shale,0.9125
JOB-0019235,0,Brown Sand,387.5,Crosslinked Gel,845.3,3775.6,0.1638,0.07,1834.0,46.1,6124,34,40.7,0.0,1,Sandstone,0.3783
JOB-0020199,0,White Sand,538.2,Hybrid,1339.3,3712.7,0.1715,1.138,2501.8,41.3,5438,39,44.9,2.6,0,Shale,0.825
JOB-0003254,1,Resin-Coated Sand,316.2,Crosslinked Gel,870.1,3198.0,0.1554,12.566,1754.4,37.3,5083,31,37.6,2.65,0,Shale,0.8498
JOB-0004329,0,White Sand,547.4,Slickwater,1391.5,2530.8,0.1055,0.842,2855.6,34.1,4510,48,34.7,1.47,0,Shale,0.6233
JOB-0020644,1,Resin-Coated Sand,395.1,Slickwater,541.1,2741.0,0.115,1.815,2016.7,41.4,3981,30,48.1,5.71,0,Sandstone,0.472
JOB-0019105,1,Brown Sand,575.0,Slickwater,1083.6,2712.4,0.1311,5.554,2450.4,49.4,4421,45,55.4,0.44,1,Shale,0.9
JOB-0010396,1,Ceramic,365.9,Hybrid,767.0,2954.6,0.1512,4.257,2283.0,53.4,4300,36,55.9,3.89,0,Carbonate,0.896
JOB-0021921,0,Brown Sand,294.6,Slickwater,461.5,3114.5,0.1681,5.976,1171.0,52.0,5274,18,43.5,2.22,0,Carbonate,0.8121
JOB-0007925,1,Ceramic,285.5,Slickwater,811.6,3511.0,0.1293,0.789,2085.1,49.7,5066,28,42.2,1.63,0,Sandstone,0.6173
JOB-0007990,1,Brown Sand,369.9,Crosslinked Gel,287.1,4109.8,0.1843,6.053,2004.1,50.5,6291,32,54.0,6.73,0,Sandstone,0.7181
JOB-0001002,1,Resin-Coated Sand,182.2,Hybrid,421.8,3743.3,0.1488,0.969,1324.6,46.9,5762,14,53.2,2.72,1,Carbonate,0.2819
JOB-0000971,1,Resin-Coated Sand,450.7,Slickwater,969.1,2676.9,0.1658,2.854,2167.4,51.8,4379,33,55.1,2.75,0,Carbonate,0.9133
JOB-0002234,0,White Sand,561.8,Slickwater,1066.5,2505.5,0.0934,1.53,2662.5,78.7,3799,56,75.4,0.0,1,Carbonate,0.9288
JOB-0001979,1,Brown Sand,593.6,Slickwater,618.9,3352.3,0.0693,6.238,2285.7,54.2,5024,42,51.5,4.62,1,Shale,0.5338
JOB-0001643,0,Resin-Coated Sand,317.5,Crosslinked Gel,1030.6,3533.0,0.0921,1.368,1823.8,41.4,5391,34,40.9,0.49,0,Shale,0.3509
JOB-0019605,0,White Sand,314.1,Slickwater,499.1,2222.8,0.1125,2.008,1651.9,56.3,5076,20,52.4,0.53,0,Carbonate,0.7454
JOB-0008826,1,Brown Sand,413.9,Slickwater,769.5,3561.0,0.1421,1.582,2697.7,38.3,4863,46,44.7,1.61,1,Shale,0.5832
JOB-0017370,1,Brown Sand,453.9,Slickwater,1348.4,3769.1,0.163,3.093,2409.4,42.6,4933,43,50.9,8.08,1,Sandstone,0.8461
JOB-0015587,1,Brown Sand,467.7,Slickwater,1607.9,2129.7,0.1259,0.461,2875.4,47.7,3493,49,45.9,4.68,1,Shale,0.5124
JOB-0003825,1,White Sand,281.7,Hybrid,325.1,3101.7,0.0993,0.708,2048.7,46.5,5275,30,49.0,0.85,0,Sandstone,0.3986
JOB-0015108,1,Brown Sand,508.0,Crosslinked Gel,969.5,3150.3,0.1729,7.803,2368.8,46.9,4918,39,47.4,0.0,0,Sandstone,0.9657
JOB-0011573,1,White Sand,441.5,Hybrid,894.3,3032.1,0.181,2.6,2438.8,50.2,5017,40,50.8,1.13,0,Carbonate,0.9389
JOB-0000444,1,Resin-Coated Sand,669.5,Slickwater,1637.5,2690.3,0.1263,1.997,3178.4,57.3,3953,49,57.5,5.43,0,Shale,0.9012
JOB-0006904,1,Resin-Coated Sand,614.0,Hybrid,1164.2,3437.0,0.1426,1.985,3408.8,34.7,5239,55,27.9,3.63,1,Carbonate,0.8578
JOB-0016762,0,Brown Sand,419.2,Slickwater,507.4,3204.4,0.171,0.29,2031.8,41.1,4955,34,45.1,5.56,0,Carbonate,0.3708
JOB-0007273,1,Brown Sand,352.8,Slickwater,727.5,2854.5,0.058,5.118,2055.2,39.1,4568,34,36.7,2.82,0,Carbonate,0.3929
JOB-0012615,1,Brown Sand,366.0,Slickwater,1253.2,3349.4,0.1141,7.011,2146.4,63.8,4435,40,63.4,4.81,0,Shale,0.8813
JOB-0023614,1,White Sand,550.0,Crosslinked Gel,1009.2,3202.3,0.1235,1.913,2632.3,62.7,8873,49,63.4,4.15,0,Sandstone,0.9244
JOB-0009937,0,Ceramic,273.5,Hybrid,531.9,2174.4,0.085,5.252,1614.4,76.8,3115,34,77.2,1.62,0,Shale,0.7078
JOB-0013373,1,White Sand,628.6,Slickwater,1366.3,3218.3,0.1889,0.915,3050.9,42.0,4822,57,42.9,3.6,1,Shale,0.8572
JOB-0017407,1,Resin-Coated Sand,315.1,Slickwater,509.4,2973.4,0.1798,7.589,1301.8,44.1,4685,21,46.0,2.49,0,Sandstone,0.9077
JOB-0009197,0,White Sand,548.0,Crosslinked Gel,1246.7,4383.2,0.1588,4.537,2846.5,28.6,6040,48,30.2,3.19,0,Sandstone,0.835
JOB-0017812,0,Resin-Coated Sand,436.1,Crosslinked Gel,1188.0,2501.4,0.1274,0.605,2164.9,53.1,4447,39,50.8,4.22,1,Shale,0.5356
JOB-0007339,0,White Sand,489.6,Slickwater,1801.7,2577.3,0.1098,4.647,2489.6,44.0,4729,51,46.3,6.04,0,Carbonate,0.8349
JOB-0017674,0,White Sand,250.1,Slickwater,481.4,2705.4,0.1354,2.428,1244.7,38.7,4370,19,37.7,5.78,0,Carbonate,0.3355
JOB-0005460,0,Brown Sand,182.7,Hybrid,451.9,3366.0,0.1278,1.932,998.0,43.2,4075,18,43.5,3.63,0,Sandstone,0.2324
JOB-0004678,1,White Sand,400.4,Crosslinked Gel,765.3,3297.6,0.1568,6.357,2313.7,33.8,4896,37,35.4,2.17,0,Carbonate,0.8524
JOB-0001825,1,Brown Sand,582.5,Slickwater,1060.5,4038.9,0.172,13.683,3263.3,27.0,5924,53,30.0,1.5,1,Carbonate,0.9381
JOB-0000108,0,Ceramic,366.6,Hybrid,647.6,2794.1,0.092,1.424,2014.0,44.0,4136,30,42.4,6.21,0,Carbonate,0.4287
JOB-0017327,1,Brown Sand,784.2,Crosslinked Gel,1042.4,2623.1,0.2136,6.773,3094.6,40.5,6196,54,39.6,5.37,1,Sandstone,0.9866
JOB-0000553,1,Ceramic,464.9,Hybrid,981.7,2539.7,0.1436,12.871,2070.1,59.0,4488,32,53.9,4.6,1,Sandstone,0.9468
JOB-0009121,1,White Sand,383.0,Hybrid,1228.6,2618.9,0.1326,2.608,2337.7,47.0,4292,39,46.2,4.72,0,Sandstone,0.8754
JOB-0004619,1,Resin-Coated Sand,415.3,Hybrid,777.7,3138.1,0.1928,0.606,2144.0,52.8,5657,34,47.4,3.18,1,Carbonate,0.7897
JOB-0018835,0,White Sand,443.5,Hybrid,942.9,2627.3,0.0793,0.857,2353.9,50.1,4567,39,46.3,4.46,0,Shale,0.4606
JOB-0012930,1,Resin-Coated Sand,391.3,Crosslinked Gel,558.1,2658.2,0.1513,4.824,2132.5,49.2,4563,40,46.9,0.67,0,Sandstone,0.9075
JOB-0007180,0,Brown Sand,458.1,Slickwater,781.9,2130.6,0.1761,0.207,2485.2,51.0,4393,41,57.7,0.0,1,Shale,0.7278
JOB-0012183,0,Brown Sand,244.7,Crosslinked Gel,704.0,2422.7,0.1936,2.837,1330.7,33.4,4284,23,29.8,8.81,0,Carbonate,0.3689
JOB-0003153,1,Resin-Coated Sand,402.9,Slickwater,906.5,3842.6,0.2087,4.673,2220.9,32.1,5001,36,30.2,4.89,0,Sandstone,0.8808
JOB-0024278,1,Ceramic,230.0,Slickwater,689.5,4222.9,0.1756,6.75,1158.2,41.5,5876,18,35.2,1.82,0,Shale,0.6752
JOB-0023366,1,White Sand,351.6,Hybrid,956.3,3557.4,0.1935,1.196,1949.9,50.9,4966,41,47.0,0.0,0,Shale,0.8089
JOB-0015824,1,Resin-Coated Sand,624.2,Hybrid,1743.5,3036.7,0.0885,6.914,3195.2,49.1,4259,64,48.9,4.16,0,Sandstone,0.9514
JOB-0012984,0,Resin-Coated Sand,156.9,Slickwater,260.6,3096.1,0.1331,2.617,716.8,44.5,5667,9,39.6,1.83,0,Sandstone,0.227
JOB-0001199,0,White Sand,565.4,Crosslinked Gel,1072.1,2475.1,0.0712,2.536,2593.4,50.3,4043,45,54.1,1.66,1,Shale,0.5797
JOB-0002490,1,Brown Sand,406.0,Slickwater,1017.1,2541.2,0.1429,0.784,1805.5,48.3,4654,32,45.4,3.05,0,Shale,0.5978
JOB-0017021,1,Brown Sand,284.6,Hybrid,495.8,4173.5,0.2034,4.907,1361.0,40.7,5388,19,45.3,3.61,0,Shale,0.7795
JOB-0005628,1,White Sand,358.4,Crosslinked Gel,955.3,2881.0,0.0881,5.519,1920.5,27.8,4858,33,23.6,0.38,0,Sandstone,0.5293
JOB-0024701,1,Resin-Coated Sand,450.2,Crosslinked Gel,870.6,3621.8,0.0682,1.616,2372.1,46.3,5826,39,44.3,3.49,0,Sandstone,0.3593
JOB-0014717,0,Resin-Coated Sand,305.4,Slickwater,667.8,3056.8,0.1054,1.151,1682.2,51.2,4512,27,54.8,3.73,1,Sandstone,0.3979
JOB-0005162,1,Ceramic,349.6,Hybrid,865.6,3516.7,0.1512,1.903,2088.2,39.8,5076,41,46.1,0.0,0,Shale,0.8577
JOB-0022702,0,Brown Sand,483.1,Slickwater,683.0,2238.1,0.1638,1.114,2037.5,38.9,4741,32,39.6,3.77,1,Carbonate,0.5316
JOB-0008230,1,Brown Sand,247.5,Crosslinked Gel,660.1,2832.6,0.1738,0.516,1619.3,39.6,4179,26,39.3,0.79,0,Sandstone,0.7143
JOB-0022860,1,Ceramic,196.0,Slickwater,652.7,3420.9,0.1217,3.827,1525.0,31.1,4676,25,24.2,0.0,1,Sandstone,0.2398
JOB-0001412,1,Resin-Coated Sand,486.2,Hybrid,1200.5,2440.6,0.0625,7.439,2976.0,36.3,4832,53,31.7,1.57,0,Carbonate,0.8865
JOB-0023919,1,White Sand,330.3,Slickwater,809.6,2888.1,0.1121,1.591,2036.2,59.3,4257,37,63.9,2.81,0,Sandstone,0.5782
JOB-0008083,1,Ceramic,496.4,Hybrid,1310.6,3391.6,0.0904,3.922,2437.1,46.4,4850,39,41.4,6.3,0,Carbonate,0.5984
JOB-0018880,1,White Sand,451.1,Hybrid,1659.3,2476.8,0.1033,1.153,2387.0,28.2,3951,39,25.0,2.87,0,Carbonate,0.3909
JOB-0017500,1,White Sand,572.2,Hybrid,834.5,2553.8,0.1006,2.026,2507.8,52.1,4194,42,47.6,2.49,1,Carbonate,0.7933
JOB-0013576,1,Brown Sand,597.9,Slickwater,1221.4,4670.2,0.1441,0.903,3463.4,40.5,6470,61,40.0,3.72,0,Shale,0.8143
JOB-0009597,0,White Sand,532.1,Slickwater,1349.5,3202.0,0.1804,2.256,2706.5,38.7,4816,45,45.4,6.26,0,Carbonate,0.8664
JOB-0004356,1,Brown Sand,429.4,Hybrid,746.5,3342.5,0.1406,16.757,1847.6,40.7,4911,37,47.0,5.1,0,Sandstone,0.8968
JOB-0009339,1,Ceramic,297.6,Slickwater,263.2,3496.3,0.1325,1.422,1744.5,49.9,5140,37,45.2,6.55,0,Sandstone,0.6324
JOB-0000785,0,White Sand,158.9,Slickwater,100.0,2939.4,0.1416,0.629,1056.4,47.4,4926,14,43.7,2.72,0,Shale,0.1287
JOB-0021432,1,Ceramic,273.4,Slickwater,837.6,3166.7,0.1401,2.314,1604.8,59.1,4660,27,57.3,5.01,2,Carbonate,0.5774
JOB-0003724,1,Ceramic,368.1,Slickwater,791.7,2906.9,0.1913,0.426,2453.7,37.2,4665,39,36.0,0.0,0,Sandstone,0.904
JOB-0004639,1,Brown Sand,370.5,Slickwater,839.9,3940.0,0.171,2.273,2297.3,45.7,6115,36,49.0,0.0,0,Sandstone,0.8243
JOB-0020870,1,White Sand,481.2,Crosslinked Gel,707.9,3142.1,0.1688,1.43,1955.8,72.0,4459,35,74.1,4.51,0,Carbonate,0.8494
JOB-0003893,1,White Sand,308.3,Slickwater,837.6,3342.7,0.1857,2.724,2141.2,54.6,5182,33,57.5,0.68,0,Sandstone,0.8701
JOB-0022408,1,Ceramic,599.7,Slickwater,1492.2,2449.0,0.1355,1.981,2830.5,35.1,4075,45,42.6,3.46,0,Carbonate,0.9117
JOB-0001400,1,White Sand,489.9,Slickwater,835.8,2891.7,0.1889,1.124,2336.3,36.0,4806,32,39.7,2.66,0,Shale,0.7823
JOB-0015030,1,White Sand,447.7,Slickwater,1421.2,3961.4,0.2182,11.815,2645.5,28.0,5934,41,25.4,1.89,0,Sandstone,0.9374
JOB-0018493,0,Brown Sand,406.6,Crosslinked Gel,659.9,3202.0,0.0599,4.749,2279.2,47.8,4784,39,49.6,2.93,0,Sandstone,0.469
JOB-0023668,1,White Sand,290.0,Crosslinked Gel,1440.3,3892.5,0.1198,3.008,1918.4,44.7,5993,38,41.8,4.09,0,Carbonate,0.53
JOB-0009644,1,Brown Sand,337.8,Slickwater,650.3,3199.9,0.1662,1.041,1656.3,48.7,4975,29,49.4,3.92,0,Shale,0.5034
JOB-0006897,1,White Sand,488.1,Slickwater,1580.1,1451.2,0.1353,0.288,2801.7,36.4,3207,44,30.3,2.51,0,Carbonate,0.7288
JOB-0014932,1,Ceramic,535.7,Crosslinked Gel,1448.1,3874.6,0.1694,0.481,2510.6,40.1,5449,46,45.8,3.04,0,Shale,0.8873
JOB-0013235,0,Brown Sand,304.4,Crosslinked Gel,530.1,3105.7,0.1036,3.305,1571.8,34.2,4782,20,40.9,7.02,0,Carbonate,0.178
JOB-0013850,1,White Sand,325.3,Hybrid,1009.4,2568.3,0.1615,1.084,2290.6,27.0,4528,38,27.6,1.2,1,Carbonate,0.4325
JOB-0020375,1,White Sand,473.0,Hybrid,833.5,2303.3,0.1534,3.999,1874.9,46.3,4208,27,43.9,1.04,0,Sandstone,0.8902
JOB-0005814,0,Brown Sand,350.0,Slickwater,554.1,3581.7,0.0757,0.171,2035.4,56.0,5191,33,55.5,0.79,1,Shale,0.1559
JOB-0014992,1,Resin-Coated Sand,529.2,Slickwater,1555.5,3966.0,0.0928,0.473,2594.1,36.4,4897,45,37.2,3.76,0,Carbonate,0.5454
JOB-0000605,1,Ceramic,684.1,Hybrid,710.7,3075.7,0.1794,0.359,2565.1,26.4,4940,38,26.7,2.11,0,Shale,0.8031
JOB-0000081,1,Ceramic,616.0,Crosslinked Gel,774.5,4108.4,0.1412,2.77,2506.8,38.6,5732,43,34.8,2.47,0,Sandstone,0.8914
JOB-0019076,0,Resin-Coated Sand,381.3,Hybrid,1262.2,2139.9,0.1716,,2334.9,30.6,4370,41,23.3,5.18,0,Shale,0.6651
JOB-0018182,0,Brown Sand,343.3,Crosslinked Gel,480.9,3191.4,0.0995,2.835,1701.1,38.0,4991,28,40.5,4.38,0,Sandstone,0.3103
JOB-0001510,1,White Sand,607.8,Crosslinked Gel,844.2,3484.4,0.1607,5.948,3202.2,35.3,4817,53,35.4,2.47,1,Sandstone,0.9426
JOB-0015979,1,White Sand,372.6,Slickwater,1520.4,2877.5,0.1145,2.512,2485.2,51.1,4140,39,50.2,3.95,0,Sandstone,0.8316
JOB-0012217,1,White Sand,472.3,Slickwater,905.5,2901.7,0.0907,2.263,3019.9,51.5,4945,48,62.5,5.06,0,Carbonate,0.8264
JOB-0016826,1,White Sand,509.4,Hybrid,1759.0,1706.1,0.1682,3.728,2868.3,45.8,3212,45,45.4,0.88,2,Sandstone,0.9448
JOB-0016126,1,Resin-Coated Sand,254.3,Hybrid,540.1,2152.6,0.136,7.135,1498.4,46.5,3305,22,43.4,3.71,0,Carbonate,0.7693
JOB-0001697,0,Brown Sand,377.8,Slickwater,799.3,3387.5,,1.442,1616.1,68.5,5187,25,69.6,6.43,0,Shale,0.6368
JOB-0017325,1,Brown Sand,353.2,Hybrid,776.8,3220.5,0.105,2.354,1455.4,36.6,5057,24,34.6,2.19,1,Shale,0.2069
JOB-0001331,1,Resin-Coated Sand,271.0,Crosslinked Gel,624.0,3277.4,0.2457,0.241,1657.0,50.9,5464,35,46.5,3.19,1,Carbonate,0.8364
JOB-0021488,1,Ceramic,537.4,Slickwater,1081.1,3072.4,0.2375,0.807,2567.0,44.9,4361,42,41.4,4.05,0,Sandstone,0.959
JOB-0016052,0,Resin-Coated Sand,304.7,Slickwater,717.6,3680.0,0.1076,2.636,1620.7,57.7,4973,26,56.4,2.21,0,Sandstone,0.6846
JOB-0005821,0,White Sand,392.6,Slickwater,842.8,3543.3,0.1552,0.659,2138.9,41.1,5602,37,36.4,3.23,0,Sandstone,0.5044
JOB-0013258,1,White Sand,538.6,Slickwater,1109.5,2939.9,0.1949,1.665,2739.3,45.1,4485,43,48.9,5.05,1,Carbonate,0.9061
JOB-0019617,0,White Sand,233.7,Slickwater,330.0,2837.1,0.1201,5.025,1447.5,47.7,5205,12,41.2,4.67,0,Shale,0.3608
JOB-0002967,1,Brown Sand,315.3,Slickwater,521.9,2595.3,0.1568,3.546,1372.2,43.9,5060,24,39.4,3.26,0,Carbonate,0.502
JOB-0023324,1,White Sand,389.9,Hybrid,515.4,2558.7,0.1491,4.071,1788.4,57.0,4834,24,52.2,6.13,3,Shale,0.3537
JOB-0003734,0,Brown Sand,155.2,Crosslinked Gel,307.8,4024.4,0.0968,0.632,828.9,37.1,5220,11,27.9,1.35,0,Carbonate,0.0563
JOB-0003186,1,Ceramic,413.0,Slickwater,1213.4,4153.2,0.134,0.66,2643.5,67.4,5523,37,67.9,4.21,0,Sandstone,0.8217
JOB-0013741,1,Brown Sand,439.1,Hybrid,798.7,2485.4,0.1641,0.442,1863.9,47.1,4737,37,48.5,0.0,0,Carbonate,0.7463
JOB-0007729,1,White Sand,524.6,Slickwater,945.2,2038.4,0.1419,0.784,2271.6,63.6,3518,38,68.8,5.51,0,Sandstone,0.8161
JOB-0017320,1,White Sand,332.4,Slickwater,627.4,3281.0,0.1852,10.08,1440.8,39.2,4192,26,44.2,4.3,0,Carbonate,0.9109
JOB-0015368,0,Resin-Coated Sand,378.3,Hybrid,783.6,3447.8,0.1229,1.703,1966.0,46.6,5031,32,46.1,2.14,0,Shale,0.6429
JOB-0010424,1,Brown Sand,753.0,Slickwater,1495.4,3489.3,0.1117,0.197,3038.1,51.2,4892,49,52.9,5.69,0,Carbonate,0.8453
JOB-0008771,1,Brown Sand,220.7,Slickwater,403.9,3069.0,0.1626,11.55,1053.9,38.6,4302,19,38.8,4.91,0,Sandstone,0.7167
JOB-0017365,0,Brown Sand,402.4,Crosslinked Gel,542.0,3596.1,0.128,1.074,2104.6,62.5,4829,30,63.8,0.57,0,Sandstone,0.7125
JOB-0022307,0,White Sand,569.0,Crosslinked Gel,491.4,1744.0,0.115,1.084,2854.1,50.1,3854,49,50.6,3.34,0,Sandstone,0.7814
JOB-0003706,1,Brown Sand,329.1,Hybrid,770.2,3641.4,0.0885,13.373,1820.4,52.8,4735,29,50.3,7.13,1,Shale,0.5492
JOB-0007057,1,White Sand,166.9,Slickwater,493.7,3053.3,0.149,4.617,1016.1,44.3,4686,17,40.9,0.82,0,Sandstone,0.6907
JOB-0021506,1,White Sand,535.6,Crosslinked Gel,762.1,3299.6,0.1608,0.568,2585.0,46.1,5390,40,51.6,0.93,0,Sandstone,0.922
JOB-0020883,0,Resin-Coated Sand,453.5,Hybrid,782.9,4060.4,0.0421,0.956,2258.0,36.9,5822,41,36.9,3.22,0,Sandstone,0.233
JOB-0018820,1,White Sand,457.9,Slickwater,1114.1,2042.3,0.1753,0.824,2355.4,49.6,3639,41,46.1,2.11,0,Sandstone,0.9051
JOB-0004893,1,Ceramic,621.3,Slickwater,1310.3,2893.9,0.1155,29.164,2561.2,64.4,4398,44,61.8,1.41,1,Carbonate,0.9845
JOB-0006695,0,White Sand,383.3,Crosslinked Gel,745.8,2046.5,0.1032,2.378,1652.1,47.9,4158,25,46.6,5.7,0,Shale,0.346
JOB-0005395,1,Brown Sand,494.6,Hybrid,883.5,3323.9,0.1206,5.434,2719.5,40.6,5163,45,42.2,1.31,0,Sandstone,0.8318
JOB-0002941,1,Brown Sand,262.3,Hybrid,728.2,3792.6,0.2058,1.052,1543.4,36.2,5731,25,34.4,6.57,0,Shale,0.5211
