JobID,Failure_90d,Field,FormationType,CompletionType,ESP_Model,OilRate_bpd,WaterCut_frac,GasOilRatio_scf_bbl,IntakePressure_psia,DischargePressure_psia,THP_psia,WellheadTemp_C,MotorTemp_C,Vibration_RMS,Power_kW,DriveFrequency_Hz,RunTimeSincePull_days,SandRate_mgL,ScaleInhibitor_ppm,CorrosionInhibitor_ppm,ChokeSize_in,TubingID_in,Fail_Prob_Internal,kW_per_bbl,DP_Margin_psia
ESPJOB-0000478,1,Lower Zakum,Carbonate,Multi-Stage,ESP-538,2409.7,0.6148,967.7,836.0,3807.4,930.9,58.0,127.8,4.668,313.5,70.0,182.9,36.68,44.7,30.3,1.0,2.875,0.5359,0.1301,2971.4
ESPJOB-0000869,0,Bu Hasa,Shale,Single-Stage,ESP-562,3405.9,0.5122,318.3,784.2,2315.8,475.5,74.6,128.3,5.312,425.6,58.11,134.0,19.85,8.2,29.1,1.25,4.5,0.1531,0.125,1531.6
ESPJOB-0000084,0,Fateh,Carbonate,Multi-Stage,ESP-562,2542.4,0.3922,694.4,997.7,4282.8,648.7,72.6,116.0,4.612,377.9,44.53,491.6,34.76,32.4,1.0,1.0,3.5,0.3506,0.1486,3285.1
ESPJOB-0000921,0,Lower Zakum,Carbonate,Multi-Stage,ESP-562,2692.2,0.8069,248.2,1006.7,3011.8,406.3,70.7,141.6,4.515,393.9,54.82,463.1,14.26,42.9,7.4,0.5,2.875,0.1912,0.1463,2005.1
ESPJOB-0000789,0,Bab,Sandstone,Multi-Stage,ESP-400,2460.1,0.3112,728.5,478.3,2689.5,670.9,67.2,116.3,3.52,268.7,63.92,88.6,72.74,1.7,27.0,0.75,4.5,0.1887,0.1092,2211.2
ESPJOB-0000594,0,Lower Zakum,Sandstone,Single-Stage,ESP-538,2871.7,0.274,283.6,1012.0,3328.7,414.6,74.8,125.7,3.971,344.3,57.09,25.1,7.82,18.0,29.9,1.0,4.5,0.0614,0.1199,2316.8
ESPJOB-0000333,1,Bu Hasa,Shale,Single-Stage,ESP-400,3684.6,0.1253,426.2,550.6,3065.9,615.8,61.4,143.2,5.367,440.3,57.96,52.0,87.69,27.9,11.4,1.0,2.375,0.2721,0.1195,2515.3
ESPJOB-0000795,0,Bab,Carbonate,Multi-Stage,ESP-400,1537.9,0.3908,416.9,814.5,3085.6,430.7,57.2,95.0,1.833,275.9,50.94,59.2,11.79,20.7,39.9,1.25,2.375,0.0616,0.1794,2271.1
ESPJOB-0000496,0,SARB,Shale,Multi-Stage,ESP-538,1054.7,0.3575,670.1,654.7,3097.0,438.8,78.3,85.0,4.183,173.0,69.91,164.7,36.74,71.6,35.9,0.75,2.875,0.1432,0.1641,2442.3
ESPJOB-0000843,1,SARB,Carbonate,Single-Stage,ESP-538,2324.2,0.6537,234.6,677.0,3053.7,569.1,67.4,128.2,5.288,325.8,59.96,335.0,35.73,22.4,22.8,0.75,2.875,0.2978,0.1402,2376.7
ESPJOB-0000971,1,Lower Zakum,Carbonate,Single-Stage,ESP-400,2431.8,0.3602,311.5,1007.7,3545.1,433.3,83.7,122.2,6.003,307.0,63.31,330.6,11.73,8.4,27.6,1.25,2.875,0.2327,0.1262,2537.4
ESPJOB-0000885,0,Bab,Carbonate,Multi-Stage,ESP-562,4452.5,0.3089,255.8,1081.8,3198.4,581.8,58.2,157.6,4.736,555.8,65.86,706.2,24.31,32.3,34.2,0.5,2.375,0.1931,0.1248,2116.7
ESPJOB-0000597,0,Bab,Carbonate,Single-Stage,ESP-538,2656.0,0.3576,450.7,820.5,4875.4,789.1,64.8,133.0,3.737,393.3,49.29,420.6,39.43,25.4,33.5,1.25,2.875,0.3269,0.1481,4054.9
ESPJOB-0000400,1,Lower Zakum,Sandstone,Smart,ESP-562,3142.2,0.5192,507.2,852.1,3369.9,656.7,74.9,138.6,4.35,367.7,52.64,194.9,43.9,20.4,15.6,0.75,2.875,0.3293,0.117,2517.9
ESPJOB-0000170,1,Upper Zakum,Sandstone,Single-Stage,ESP-400,2665.1,0.3545,271.6,841.7,3866.9,799.7,62.6,120.4,4.333,404.4,68.8,651.6,10.43,0.4,53.8,1.25,2.875,0.31,0.1518,3025.1
ESPJOB-0000750,0,Bu Hasa,Sandstone,Multi-Stage,ESP-538,3091.1,0.99,531.0,1097.2,4165.8,578.2,64.3,151.3,3.065,420.1,67.39,222.9,19.38,26.3,14.8,0.75,3.5,0.2482,0.1359,3068.5
ESPJOB-0000287,0,Bu Hasa,Carbonate,Single-Stage,ESP-400,3152.9,0.3383,549.6,714.8,3342.0,517.6,96.3,133.1,4.229,450.3,53.56,205.7,32.86,28.7,24.0,1.0,3.5,0.3109,0.1428,2627.2
ESPJOB-0000047,0,Bab,Sandstone,Multi-Stage,ESP-562,1561.8,0.0738,203.7,777.2,3492.8,818.4,66.1,84.4,2.462,256.6,58.4,274.2,9.03,2.7,43.9,1.0,2.875,0.0268,0.1643,2715.6
ESPJOB-0000821,0,Upper Zakum,Carbonate,Multi-Stage,ESP-562,3239.4,0.456,475.4,1124.6,4451.6,821.7,81.4,149.0,4.986,443.5,70.0,108.0,11.8,6.8,17.1,0.75,2.875,0.2784,0.1369,3327.0
ESPJOB-0000186,0,Bu Hasa,Sandstone,Multi-Stage,ESP-562,2604.1,0.3843,229.5,778.0,4143.9,652.0,71.6,117.9,4.272,409.2,70.0,182.9,7.87,18.3,59.1,1.0,3.5,0.1637,0.1571,3365.9
ESPJOB-0000510,0,SARB,Carbonate,Single-Stage,ESP-562,2258.9,0.6178,338.1,836.9,3454.4,588.7,69.8,108.2,4.662,329.8,48.79,514.2,22.96,20.4,25.3,1.0,2.875,0.2746,0.146,2617.5
ESPJOB-0000310,0,Lower Zakum,Carbonate,Multi-Stage,ESP-562,3829.4,0.6039,391.7,424.1,3479.9,653.4,76.1,160.7,3.774,512.6,54.85,330.2,18.95,44.4,13.8,1.0,2.875,0.3031,0.1339,3055.8
ESPJOB-0000830,0,Upper Zakum,Carbonate,Multi-Stage,ESP-562,1606.8,0.2019,870.0,820.8,3323.9,534.8,72.3,98.1,5.783,246.1,49.67,270.3,7.97,15.6,12.3,1.25,3.5,0.1789,0.1531,2503.2
ESPJOB-0000002,1,Bab,Carbonate,Single-Stage,ESP-538,1875.1,0.5479,620.3,815.2,3673.6,572.9,100.0,110.3,3.58,311.2,46.49,303.2,7.35,4.0,20.6,1.25,3.5,0.2719,0.1659,2858.4
ESPJOB-0000732,0,Bu Hasa,Carbonate,Multi-Stage,ESP-562,3077.3,0.1361,207.1,800.1,3104.9,386.2,72.4,106.7,4.799,375.1,54.85,149.3,3.86,38.0,10.6,1.25,3.5,0.0391,0.1219,2304.8
ESPJOB-0000876,0,Bu Hasa,Carbonate,Single-Stage,ESP-562,3849.6,0.2142,547.7,842.0,3348.8,774.4,73.0,150.8,6.218,480.2,60.54,457.4,53.78,60.8,15.9,1.0,2.875,0.2636,0.1247,2506.8
ESPJOB-0000290,1,SARB,Carbonate,Single-Stage,ESP-400,2724.6,0.2135,717.3,747.9,2457.7,365.9,67.9,119.7,3.772,329.1,65.57,435.4,17.52,15.2,7.0,0.75,2.875,0.2366,0.1208,1709.8
ESPJOB-0000642,0,Bab,Sandstone,Multi-Stage,ESP-400,2695.6,0.3374,195.1,904.2,3122.1,756.4,66.9,121.6,4.858,328.0,47.16,181.5,26.63,16.0,26.4,0.75,2.875,0.161,0.1217,2217.9
ESPJOB-0000520,1,Upper Zakum,Sandstone,Multi-Stage,ESP-400,3108.8,0.7258,293.5,977.9,3197.2,404.6,76.0,146.1,4.46,411.7,68.24,641.3,14.41,46.6,5.7,1.25,2.375,0.2792,0.1324,2219.3
ESPJOB-0000736,1,Lower Zakum,Sandstone,Multi-Stage,ESP-562,3108.8,0.4958,452.2,1117.4,2611.9,344.4,72.3,148.6,3.261,366.5,64.94,310.9,65.75,56.9,29.2,1.25,2.875,0.2735,0.1179,1494.5
ESPJOB-0000337,0,Upper Zakum,Carbonate,Multi-Stage,ESP-538,2618.1,0.0519,223.9,1174.6,4353.3,917.6,81.0,111.2,6.003,337.9,55.15,362.3,38.55,6.6,15.1,1.0,4.5,0.1688,0.1291,3178.7
ESPJOB-0000374,0,Upper Zakum,Carbonate,Single-Stage,ESP-400,1147.8,0.0858,385.0,1211.2,4050.8,536.5,81.9,87.5,2.797,205.0,43.25,32.9,46.55,41.3,19.5,1.25,2.375,0.079,0.1786,2839.6
ESPJOB-0000301,0,Bu Hasa,Carbonate,Multi-Stage,ESP-400,2457.7,0.3827,406.8,794.7,3136.1,437.5,68.8,119.6,4.851,298.7,60.89,414.7,133.24,45.5,2.0,0.75,2.875,0.3449,0.1215,2341.4
ESPJOB-0000357,0,Bab,Carbonate,Single-Stage,ESP-538,1781.9,0.2395,638.2,629.9,3104.8,619.6,95.6,109.1,3.883,269.8,43.72,9.3,25.38,42.7,43.9,1.25,2.875,0.0964,0.1514,2474.9
ESPJOB-0000396,1,Bab,Sandstone,Multi-Stage,ESP-538,3618.3,0.6908,445.5,578.6,3611.7,543.4,85.8,136.3,4.486,451.9,56.37,356.6,6.46,16.0,37.7,0.5,4.5,0.2115,0.1249,3033.1
ESPJOB-0000092,1,Lower Zakum,Carbonate,Single-Stage,ESP-400,3094.5,0.1135,249.2,803.1,3494.1,757.4,81.1,120.1,4.377,323.3,62.12,203.2,2.09,49.3,13.1,1.5,2.375,0.1486,0.1045,2691.0
ESPJOB-0000026,1,Upper Zakum,Sandstone,Single-Stage,ESP-538,2688.3,0.9076,512.0,1009.9,3140.3,496.7,87.1,127.9,5.161,386.0,50.06,373.5,22.96,32.6,55.9,0.75,4.5,0.2583,0.1436,2130.4
ESPJOB-0000067,1,Bu Hasa,Carbonate,Multi-Stage,ESP-538,2742.0,0.5321,348.1,862.8,3811.0,571.1,69.3,141.4,3.867,342.1,53.25,43.2,40.67,43.1,26.9,1.25,2.875,0.2918,0.1247,2948.2
ESPJOB-0000207,0,Lower Zakum,Carbonate,Single-Stage,ESP-562,3961.9,0.3254,970.2,1010.2,3925.6,780.2,81.7,160.2,5.966,559.3,51.96,491.0,8.38,18.7,21.2,1.0,2.375,0.3952,0.1412,2915.4
ESPJOB-0000490,0,Fateh,Sandstone,Single-Stage,ESP-538,2710.9,0.0,296.6,805.3,3489.7,867.0,69.6,106.5,,380.7,53.79,174.2,19.1,33.2,30.6,0.75,2.875,0.1156,0.1404,2684.4
ESPJOB-0000154,1,Lower Zakum,Carbonate,Single-Stage,ESP-538,4006.9,0.3005,361.1,1093.7,3285.1,444.4,77.4,150.4,4.436,485.3,52.04,163.4,54.48,55.9,19.5,1.5,2.875,0.2185,0.1211,2191.4
ESPJOB-0000970,0,Bab,Carbonate,Single-Stage,ESP-538,2005.6,0.4372,931.5,1053.6,3148.3,674.8,56.5,115.7,4.359,292.6,57.93,472.8,3.21,13.6,10.7,1.25,3.5,0.2651,0.1459,2094.7
ESPJOB-0000365,1,Fateh,Carbonate,Single-Stage,ESP-400,1737.1,0.1443,231.2,926.1,4266.9,896.7,66.3,103.0,3.038,251.8,43.93,419.7,2.7,62.4,26.3,0.5,3.5,0.1238,0.1449,3340.9
ESPJOB-0000152,0,SARB,Sandstone,Multi-Stage,ESP-400,2123.4,0.3204,91.8,529.5,2680.9,330.4,65.4,115.9,3.933,240.8,56.23,454.9,16.83,35.8,34.7,1.0,3.5,0.1361,0.1134,2151.4
ESPJOB-0000474,1,Lower Zakum,Carbonate,Multi-Stage,ESP-538,2574.2,0.3914,419.2,1058.4,3090.6,710.8,63.9,126.5,4.814,320.9,43.07,245.6,46.96,16.6,33.9,1.0,4.5,0.2797,0.1247,2032.2
ESPJOB-0000108,0,Lower Zakum,Sandstone,Single-Stage,ESP-675,2100.5,0.3027,345.4,465.0,2704.2,493.3,81.0,112.6,6.03,298.7,53.69,382.0,8.73,4.4,1.2,1.5,2.875,0.4061,0.1422,2239.2
ESPJOB-0000344,1,Fateh,Sandstone,Single-Stage,ESP-538,3556.2,0.4464,668.2,800.1,3138.2,701.9,88.6,140.0,4.399,489.2,56.77,100.5,67.75,29.7,10.1,1.0,2.875,0.3038,0.1376,2338.1
ESPJOB-0000671,1,Upper Zakum,Sandstone,Single-Stage,ESP-562,3256.9,0.6057,700.5,832.6,3463.1,774.1,83.7,141.5,3.848,435.6,54.22,681.8,3.18,30.6,41.4,1.0,4.5,0.2621,0.1338,2630.5
ESPJOB-0000051,0,Bab,Sandstone,Multi-Stage,ESP-538,3555.8,0.445,192.0,1008.7,3494.4,587.7,83.9,151.6,3.993,452.7,67.57,196.3,3.76,18.1,5.3,0.5,2.375,0.181,0.1273,2485.8
ESPJOB-0000835,0,Fateh,Carbonate,Multi-Stage,ESP-675,1998.4,0.413,527.4,920.6,3497.2,590.3,63.8,108.2,4.556,321.3,56.53,113.9,16.27,21.1,22.7,0.5,4.5,0.2068,0.1608,2576.5
ESPJOB-0000164,0,Bu Hasa,Carbonate,Single-Stage,ESP-562,2451.9,0.4061,215.0,714.9,3412.5,674.6,87.5,116.7,3.905,292.8,53.03,28.5,85.66,52.1,26.1,1.0,2.875,0.105,0.1194,2697.6
ESPJOB-0000304,1,Bab,Shale,Multi-Stage,ESP-562,1551.2,0.4101,479.3,1141.6,2552.3,396.1,75.5,98.4,3.165,260.2,52.12,331.3,3.93,21.1,15.3,0.75,3.5,0.1039,0.1677,1410.7
ESPJOB-0000448,0,Bab,Carbonate,Single-Stage,ESP-675,3519.4,0.4324,342.4,447.2,2543.7,387.6,79.4,141.1,6.703,412.2,62.37,196.4,13.36,11.1,14.5,0.75,2.875,0.2036,0.1171,2096.5
ESPJOB-0000546,0,Fateh,Shale,Multi-Stage,ESP-400,1346.4,0.1984,557.6,615.5,2264.7,378.1,80.9,94.4,2.958,215.5,49.09,419.7,21.27,56.7,15.1,0.5,3.5,0.0781,0.1601,1649.2
ESPJOB-0000743,1,Upper Zakum,Carbonate,Multi-Stage,ESP-400,2543.1,0.1944,530.4,892.2,3371.5,618.0,81.5,124.1,3.69,356.9,57.52,87.4,13.85,76.2,33.9,1.0,3.5,0.1355,0.1404,2479.3
ESPJOB-0000899,0,Lower Zakum,Shale,Single-Stage,ESP-562,1618.1,0.873,181.8,825.9,4726.4,1066.4,83.2,117.4,4.171,300.7,70.0,316.9,19.96,40.4,22.0,1.25,2.875,0.5415,0.1858,3900.4
ESPJOB-0000482,1,SARB,Carbonate,Multi-Stage,ESP-538,3950.3,0.5693,166.5,851.8,3933.1,972.7,65.1,160.5,4.807,552.2,61.5,185.5,98.33,37.4,12.3,0.5,2.875,0.2962,0.1398,3081.3
ESPJOB-0000960,0,Lower Zakum,Carbonate,Multi-Stage,ESP-562,2841.1,0.364,195.7,618.9,3020.2,655.0,74.0,119.3,3.598,377.0,59.82,368.5,5.59,20.6,16.0,1.0,2.875,0.1461,0.1327,2401.3
ESPJOB-0000441,0,Fateh,Shale,Single-Stage,ESP-562,2792.5,0.3169,93.0,907.9,3593.5,575.5,81.9,129.0,4.404,349.6,57.48,433.0,12.46,57.3,5.4,1.0,2.875,0.1493,0.1252,2685.6
ESPJOB-0000535,1,Upper Zakum,Shale,Multi-Stage,ESP-400,2379.7,0.5552,178.8,694.8,3167.5,539.9,64.6,130.8,3.024,366.6,48.32,331.8,16.34,34.6,18.0,1.0,2.875,0.3595,0.154,2472.7
ESPJOB-0000755,0,Upper Zakum,Sandstone,Smart,ESP-400,2820.0,0.3325,174.3,673.0,2748.1,599.6,48.2,119.6,2.913,351.5,51.51,99.0,38.52,25.5,0.0,1.0,4.5,0.1249,0.1246,2075.1
ESPJOB-0000183,1,Upper Zakum,Sandstone,Multi-Stage,ESP-538,2605.8,0.1919,191.7,869.7,3484.8,567.9,74.8,122.5,5.43,397.8,59.46,224.5,3.38,48.6,50.1,1.25,2.375,0.1195,0.1526,2615.1
ESPJOB-0000023,0,Upper Zakum,Carbonate,Single-Stage,ESP-400,2688.5,0.3674,150.2,737.6,3378.5,519.2,81.5,125.4,4.742,255.6,67.0,108.4,3.03,28.1,17.1,0.75,3.5,0.1024,0.0951,2641.0
ESPJOB-0000470,0,Upper Zakum,Carbonate,Single-Stage,ESP-538,1967.2,0.3039,205.4,980.2,3293.9,583.9,74.1,114.1,3.818,260.8,51.91,205.9,7.94,18.8,17.3,0.5,2.375,0.0723,0.1326,2313.7
ESPJOB-0000263,0,Fateh,Carbonate,Multi-Stage,ESP-675,2578.1,0.9886,749.6,1022.0,3366.7,422.4,63.4,135.1,4.726,381.6,55.09,108.3,34.71,55.9,12.2,1.0,3.5,0.3783,0.148,2344.7
ESPJOB-0000551,0,Lower Zakum,Carbonate,Multi-Stage,ESP-562,2623.8,0.5542,1102.9,650.1,3478.5,433.7,81.0,124.1,1.861,399.9,63.44,93.3,24.61,32.4,33.1,0.75,3.5,0.1395,0.1524,2828.4
ESPJOB-0000979,0,Upper Zakum,Shale,Multi-Stage,ESP-562,2335.6,0.5104,938.3,909.3,3849.5,488.4,56.8,107.9,2.395,337.1,48.36,385.1,9.65,12.2,16.8,0.75,3.5,0.1562,0.1443,2940.2
ESPJOB-0000998,1,Upper Zakum,Sandstone,Single-Stage,ESP-562,659.4,0.4726,286.8,839.7,2981.0,684.0,69.1,88.0,2.917,110.4,46.37,138.6,18.91,59.7,5.7,1.25,4.5,0.0862,0.1674,2141.2
ESPJOB-0000572,1,Bu Hasa,Carbonate,Single-Stage,ESP-675,2012.1,0.5076,394.0,737.9,4896.3,1044.9,65.9,116.9,3.855,349.3,41.76,490.3,7.05,2.7,3.9,0.75,2.875,0.3596,0.1736,4158.3
ESPJOB-0000722,0,Upper Zakum,Carbonate,Multi-Stage,ESP-675,3207.2,0.568,747.7,810.8,2108.5,449.4,72.0,141.9,5.49,430.9,60.86,273.3,9.9,1.6,13.6,1.0,2.875,0.2531,0.1344,1297.7
ESPJOB-0000431,1,SARB,Carbonate,Multi-Stage,ESP-538,1989.0,0.5395,217.5,855.4,3442.4,463.9,87.9,126.2,3.894,266.6,52.81,45.2,42.48,57.5,35.1,0.75,2.875,0.1422,0.134,2587.0
ESPJOB-0000878,0,Upper Zakum,Sandstone,Smart,ESP-562,2796.7,0.7539,378.8,530.7,3397.2,724.4,71.9,132.5,4.214,360.1,62.11,605.8,9.13,25.7,25.2,0.5,2.875,0.3082,0.1288,2866.4
ESPJOB-0000341,0,Upper Zakum,Sandstone,Single-Stage,ESP-675,3252.1,0.6084,551.4,708.2,2982.3,573.8,82.6,140.4,5.961,392.9,58.56,283.0,10.4,14.0,10.6,1.0,3.5,0.4115,0.1208,2274.1
ESPJOB-0000786,0,Fateh,Carbonate,Single-Stage,ESP-538,1108.7,0.2759,154.2,727.0,3260.7,781.8,75.5,87.2,2.702,155.3,53.71,163.6,15.05,5.5,12.4,1.0,3.5,0.0757,0.1401,2533.7
ESPJOB-0000548,0,Upper Zakum,Sandstone,Single-Stage,ESP-400,1825.7,0.3261,889.3,1054.7,3756.2,830.7,64.9,106.9,2.264,221.5,50.45,668.3,5.13,41.9,21.7,0.75,3.5,0.0792,0.1213,2701.6
ESPJOB-0000495,0,Fateh,Shale,Single-Stage,ESP-562,3476.0,0.8272,291.3,740.6,3227.6,392.4,74.5,157.5,6.746,424.5,57.71,215.6,16.33,49.3,30.1,1.0,3.5,0.2422,0.1221,2487.0
ESPJOB-0000046,0,Upper Zakum,Sandstone,Smart,ESP-400,4336.7,0.5036,727.4,333.0,2519.8,624.2,63.9,170.9,5.024,460.5,68.01,6.1,75.69,46.9,17.2,0.5,2.375,0.2408,0.1062,2186.8
ESPJOB-0000977,0,Fateh,Shale,Smart,ESP-400,2138.7,0.0,265.6,1302.4,3701.4,505.0,58.0,104.7,3.554,294.1,70.0,373.8,2.81,27.0,19.8,1.25,2.875,0.0497,0.1375,2399.1
ESPJOB-0000753,0,Bab,Shale,Multi-Stage,ESP-400,2449.6,0.4892,174.8,1100.3,3798.2,636.7,91.0,122.4,4.549,359.8,49.33,198.0,12.35,48.7,15.8,1.0,2.375,0.1985,0.1469,2697.9
ESPJOB-0000528,0,SARB,Carbonate,Single-Stage,ESP-400,3105.4,0.2856,646.9,1107.8,3374.3,587.4,63.1,132.5,3.397,429.0,70.0,392.4,29.68,17.6,21.5,1.0,2.875,0.1435,0.1381,2266.5
ESPJOB-0000973,0,Bab,Carbonate,Single-Stage,ESP-538,389.7,0.2234,454.6,772.1,3066.3,397.2,81.6,81.4,1.512,53.8,44.0,332.6,7.28,52.7,1.4,1.25,3.5,0.059,0.1381,2294.2
ESPJOB-0000813,1,Bab,Shale,Single-Stage,ESP-538,3147.7,0.8339,451.2,938.4,4041.4,572.3,76.3,146.7,4.704,460.4,55.42,245.2,12.49,48.7,11.1,0.75,2.875,0.3384,0.1463,3103.1
ESPJOB-0000875,0,Bab,Carbonate,Single-Stage,ESP-538,3214.7,0.6798,626.2,893.9,3651.7,716.4,65.6,148.3,4.104,451.6,70.0,301.3,3.1,6.2,38.3,1.0,2.875,0.3746,0.1405,2757.8
ESPJOB-0000201,0,Upper Zakum,Shale,Single-Stage,ESP-538,3930.8,0.6165,446.4,469.7,3497.1,661.9,70.7,162.1,5.837,521.5,66.87,398.1,10.7,15.1,18.4,1.5,2.875,0.515,0.1327,3027.4
ESPJOB-0000530,0,Upper Zakum,Carbonate,Single-Stage,ESP-400,1283.5,0.4961,356.2,839.4,3497.3,735.4,62.1,83.4,2.345,180.4,46.14,389.1,12.8,44.1,39.2,0.75,2.375,0.1017,0.1405,2657.9
ESPJOB-0000205,0,SARB,Carbonate,Single-Stage,ESP-400,3103.9,0.4945,728.3,593.9,3269.8,661.6,80.1,129.7,4.496,387.8,60.59,454.2,105.93,38.1,11.5,1.0,2.375,0.5437,0.125,2675.9
ESPJOB-0000506,1,Upper Zakum,Sandstone,Single-Stage,ESP-400,3087.9,0.3184,654.7,779.5,3206.0,713.1,69.8,132.3,6.228,394.3,67.34,327.9,10.62,5.8,34.3,0.75,4.5,0.2923,0.1277,2426.4
ESPJOB-0000841,0,Lower Zakum,Carbonate,Single-Stage,ESP-538,1679.5,0.4261,1249.6,840.1,3083.6,478.2,79.9,108.7,5.364,274.2,42.18,301.5,15.4,78.6,5.9,1.0,3.5,0.3047,0.1632,2243.4
ESPJOB-0000331,1,Upper Zakum,Carbonate,Multi-Stage,ESP-538,1850.8,0.1902,374.5,997.4,3689.2,667.0,78.6,98.4,4.968,295.3,57.67,459.1,9.63,33.7,25.6,1.0,2.375,0.1911,0.1596,2691.8
ESPJOB-0000118,0,Upper Zakum,Sandstone,Multi-Stage,ESP-538,3161.2,0.0,859.6,790.5,2457.3,512.9,62.7,114.7,4.033,344.9,58.7,417.7,6.55,39.0,20.5,0.5,2.375,0.0497,0.1091,1666.8
ESPJOB-0000917,0,Bab,Sandstone,Single-Stage,ESP-538,1314.7,0.4879,658.3,719.5,3206.0,435.7,74.0,85.1,3.37,188.9,42.77,28.1,4.3,6.7,36.1,0.75,2.375,0.1124,0.1437,2486.5
ESPJOB-0000819,0,SARB,Sandstone,Single-Stage,ESP-538,3428.3,0.3736,315.9,431.2,3151.1,528.5,60.5,133.2,4.027,416.5,65.11,159.9,11.71,32.7,16.8,0.75,2.875,0.1969,0.1215,2719.8
ESPJOB-0000703,0,Bu Hasa,Shale,Single-Stage,ESP-562,3360.2,0.0,770.0,762.9,3216.3,391.3,74.3,127.4,3.999,372.7,63.93,226.6,12.54,14.4,25.7,1.25,2.375,0.1537,0.1109,2453.4
ESPJOB-0000273,0,Upper Zakum,Sandstone,Single-Stage,ESP-538,2157.8,0.589,1603.2,858.9,3074.0,401.9,58.0,118.2,4.014,319.4,59.65,304.9,2.96,27.4,16.3,0.75,2.375,0.295,0.148,2215.1
ESPJOB-0000893,0,Bab,Carbonate,Multi-Stage,ESP-538,2156.7,0.6625,560.3,421.8,2190.9,283.5,62.4,119.3,5.135,280.4,61.09,84.9,17.59,17.3,31.4,0.75,2.375,0.147,0.13,1769.2
ESPJOB-0000936,0,Upper Zakum,Sandstone,Single-Stage,ESP-562,1698.6,0.4216,869.0,763.6,3604.8,835.9,69.9,105.7,3.694,273.4,60.43,178.3,31.93,46.4,19.8,0.5,2.875,0.3787,0.1609,2841.3
ESPJOB-0000486,1,Upper Zakum,Shale,Multi-Stage,ESP-400,4028.7,0.5388,437.3,1080.7,3678.0,574.4,70.2,159.7,5.591,516.0,70.0,247.8,18.93,57.9,28.4,1.0,2.875,0.3509,0.1281,2597.4
ESPJOB-0000436,0,SARB,Carbonate,Smart,ESP-538,1284.0,0.6543,191.6,1264.6,3187.0,691.6,57.7,93.4,2.275,264.2,55.0,40.4,28.29,23.9,21.5,1.0,3.5,0.0716,0.2058,1922.4
ESPJOB-0000545,0,Bab,Carbonate,Multi-Stage,ESP-538,1907.7,0.3301,1029.5,796.5,3248.4,636.4,66.4,103.8,4.209,220.9,46.34,84.2,18.17,13.7,32.0,1.0,2.375,0.1478,0.1158,2452.0
ESPJOB-0000493,0,Bu Hasa,Sandstone,Multi-Stage,ESP-538,1220.0,0.467,327.4,711.8,2895.4,668.8,87.9,85.2,3.491,161.6,46.01,353.5,43.03,88.0,40.9,0.5,3.5,0.0971,0.1325,2183.5
ESPJOB-0000257,0,Lower Zakum,Carbonate,Smart,ESP-538,1974.5,0.0,150.2,495.9,2474.2,478.4,64.9,98.1,3.353,262.1,51.17,222.5,19.47,44.4,3.4,1.0,2.375,0.0394,0.1327,1978.3
ESPJOB-0000035,0,SARB,Carbonate,Single-Stage,ESP-400,2589.5,0.3726,117.5,1136.7,3035.8,700.3,66.9,116.7,4.397,329.2,65.27,113.2,5.36,27.3,11.2,0.5,4.5,0.0422,0.1271,1899.1
ESPJOB-0000580,1,Bab,Carbonate,Single-Stage,ESP-562,4065.2,0.4809,382.2,686.8,2896.5,678.3,63.9,159.3,5.04,565.3,70.0,100.6,43.97,3.2,15.8,1.0,3.5,0.2858,0.139,2209.6
ESPJOB-0000218,0,Fateh,Carbonate,Single-Stage,ESP-675,3157.1,0.5066,409.4,660.7,3924.6,493.3,73.5,132.6,4.353,440.9,52.67,375.0,43.53,74.1,12.8,1.0,2.875,0.318,0.1397,3263.9
ESPJOB-0000844,0,Upper Zakum,Sandstone,Smart,ESP-562,2111.5,0.4136,432.2,959.4,3906.4,933.7,75.1,122.2,4.082,305.0,60.58,132.6,50.04,55.2,10.3,0.75,2.875,0.4056,0.1444,2947.0
ESPJOB-0000215,0,Bab,Carbonate,Multi-Stage,ESP-400,1981.4,0.0,228.9,1052.7,4042.4,688.7,73.0,98.4,4.083,318.4,55.17,35.8,7.2,54.0,25.0,1.0,2.875,0.0447,0.1607,2989.6
ESPJOB-0000931,0,Bab,Carbonate,Single-Stage,ESP-538,2730.2,0.1371,141.1,858.3,3588.4,577.4,82.9,127.3,3.647,368.6,60.94,165.0,4.44,8.3,5.5,0.75,2.875,0.0682,0.135,2730.1
ESPJOB-0000265,0,Upper Zakum,Sandstone,Multi-Stage,ESP-538,1572.9,0.4413,401.6,829.0,2649.6,434.0,91.3,113.9,4.281,207.2,61.63,143.6,13.69,42.5,2.0,0.5,4.5,0.1398,0.1317,1820.5
ESPJOB-0000969,0,Bu Hasa,Shale,Multi-Stage,ESP-562,1422.2,0.3835,634.0,962.5,2605.3,493.4,76.1,98.0,2.505,255.1,56.46,646.1,15.79,17.9,32.8,1.0,2.875,0.1523,0.1794,1642.9
ESPJOB-0000501,0,Bu Hasa,Sandstone,Single-Stage,ESP-538,1433.0,0.6767,352.7,882.6,3184.2,525.3,80.2,112.5,5.060878326759753,216.4,61.24,129.2,3.79,59.3,7.5,1.0,3.5,0.0872,0.151,2301.6
