ScheduleID,RigID,RigType,Contractor,ServiceCompany,Concession,Emirate,WellName,WellType,WellProfile,SpudDate,ReleaseDatePlanned,ReleaseDateActual,DaysPlanned,DaysActual,MoveDaysPlanned,NPTDays,Status,CostPlannedUSD,CostActualUSD,BOPRatingPSI,HoleSizeInches,PlannedTD_m,ReachedTD_m,MudSystem,FromPad,ToPad,Latitude,Longitude
SCH-0003669,RIG-020,Land,Nabors,Baker Hughes,Bu Hasa,Abu Dhabi,BUH-2570,Workover,Horizontal,2023-06-19,2023-06-28,2023-06-28,9,9,2.0,0.0,Released,480100,554600.0,5000,8.5,2997,3161,Water-Based Mud,PAD-287,PAD-115,24.34164,54.46135
SCH-0001517,RIG-056,Jackup,Weatherford,Schlumberger,SARB,Abu Dhabi Offshore,SARB-4959,Exploration,Horizontal,2023-11-05,2023-12-04,2023-12-05,29,30,2.6,0.7,Released,4831800,5010200.0,5000,12.25,2918,2971,Water-Based Mud,PAD-134,PAD-042,25.0623,53.34865
SCH-0004787,RIG-039,Tender,ADNOC Drilling,ADNOC Services,SARB,Abu Dhabi Offshore,SARB-2434,Exploration,Horizontal,2025-05-03,2025-06-05,2025-06-07,33,35,1.8,2.2,Released,9443600,10728700.0,10000,6.0,1467,1317,Oil-Based Mud,PAD-120,PAD-158,24.39728,53.0051
SCH-0002192,RIG-030,Semi-Sub,ADNOC Drilling,Weatherford,SARB,Abu Dhabi Offshore,SARB-2136,Workover,Vertical,2023-02-23,2023-03-17,2023-03-17,22,22,1.7,0.0,Released,2663700,2680800.0,15000,6.125,2283,2547,Water-Based Mud,PAD-332,PAD-025,24.83309,54.08136
SCH-0011849,RIG-054,Land,Nabors,Halliburton,Al Dabb’iya,Abu Dhabi,ALD-0998,Workover,Deviated,2022-08-05,2022-08-16,2022-08-17,11,12,3.1,0.5,Released,636400,749500.0,10000,17.5,3274,3665,Synthetic-Based Mud,PAD-135,PAD-300,24.14559,53.98446
SCH-0009154,RIG-017,Land,Weatherford,Weatherford,Lower Zakum,Abu Dhabi Offshore,LZ-3088,Appraisal,Horizontal,2022-01-22,2022-01-31,2022-02-01,9,10,2.1,0.8,Released,898900,1110900.0,5000,6.0,3011,3357,Synthetic-Based Mud,PAD-134,PAD-219,25.08951,54.00088
SCH-0007271,RIG-013,Jackup,KCA Deutag,Schlumberger,Bu Hasa,Abu Dhabi,BUH-1992,Sidetrack,Deviated,2025-08-05,2025-08-16,2025-08-17,11,12,3.9,0.3,Released,1153600,1306300.0,15000,8.5,2490,2483,Water-Based Mud,PAD-315,PAD-206,23.54877,54.39516
SCH-0002871,RIG-001,Land,Shelf Drilling,ADNOC Services,Fateh,Abu Dhabi Offshore,FTH-8769,Workover,Vertical,2025-04-20,2025-04-29,2025-04-29,9,9,1.7,0.0,Released,462800,518600.0,10000,17.5,2864,2711,Oil-Based Mud,PAD-082,PAD-310,25.09131,54.09639
SCH-0006604,RIG-045,Land,Nabors,Weatherford,Fateh,Abu Dhabi Offshore,FTH-2792,Dev,Vertical,2024-09-22,2024-10-11,2024-10-13,19,21,3.0,0.0,Released,2128300,2392600.0,10000,8.5,3146,3033,Water-Based Mud,PAD-048,PAD-136,24.54248,53.17158
SCH-0007032,RIG-012,Land,KCA Deutag,Schlumberger,Bu Hasa,Abu Dhabi,BUH-3145,Workover,Deviated,2022-01-06,2022-01-18,2022-01-22,12,16,2.6,1.5,Released,859600,1154900.0,10000,6.125,4454,4613,Synthetic-Based Mud,PAD-140,PAD-147,23.90548,54.41592
SCH-0001402,RIG-058,Semi-Sub,Weatherford,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-0951,Appraisal,Horizontal,2023-08-16,2023-10-06,2023-10-09,51,54,2.8,4.9,Released,11578100,12169900.0,10000,8.5,2365,2454,Water-Based Mud,PAD-201,PAD-196,24.64568,53.87921
SCH-0009833,RIG-013,Land,Shelf Drilling,Schlumberger,SARB,Abu Dhabi Offshore,SARB-5583,Sidetrack,S-curve,2022-10-03,2022-10-20,2022-10-22,17,19,3.3,2.1,Released,1179000,1419200.0,15000,17.5,3105,3078,Water-Based Mud,PAD-098,PAD-241,24.41927,53.23412
SCH-0011793,RIG-037,Semi-Sub,Nabors,Baker Hughes,Al Dabb’iya,Abu Dhabi,ALD-8565,Sidetrack,Vertical,2024-05-17,2024-06-21,2024-06-25,35,39,1.4,4.4,Released,5777800,6435100.0,10000,12.25,3056,3427,Water-Based Mud,PAD-246,PAD-260,23.69394,54.58597
SCH-0005074,RIG-056,Land,Weatherford,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-1471,Workover,Horizontal,2022-05-03,2022-05-15,2022-05-18,12,15,3.6,4.9,Released,710800,903200.0,10000,6.0,2440,2833,Oil-Based Mud,PAD-174,PAD-032,24.63794,54.44085
SCH-0005768,RIG-031,Jackup,Weatherford,Schlumberger,SARB,Abu Dhabi Offshore,SARB-3769,Sidetrack,Horizontal,2025-07-08,2025-07-31,2025-08-01,23,24,2.4,0.0,Released,1960100,2274400.0,15000,17.5,3276,3507,Synthetic-Based Mud,PAD-306,PAD-341,25.06231,53.32533
SCH-0008914,RIG-041,Land,Nabors,ADNOC Services,Fateh,Abu Dhabi Offshore,FTH-7393,Sidetrack,Deviated,2025-05-14,2025-06-07,2025-06-10,24,27,5.2,4.1,Released,1544600,1845900.0,10000,17.5,3323,3568,Water-Based Mud,PAD-178,PAD-090,24.60962,53.97506
SCH-0008878,RIG-027,Semi-Sub,Weatherford,Schlumberger,SARB,Abu Dhabi Offshore,SARB-2294,Dev,S-curve,2023-10-06,2023-11-12,2023-11-15,37,40,3.0,3.8,Released,6881700,7693900.0,10000,8.5,3346,3664,Water-Based Mud,PAD-300,PAD-224,24.65662,53.92862
SCH-0010670,RIG-008,Semi-Sub,KCA Deutag,ADNOC Services,Bab,Abu Dhabi,BAB-7683,Appraisal,Horizontal,2022-01-23,2022-03-05,2022-03-05,41,41,5.8,0.0,Released,10945500,11509700.0,5000,8.5,3527,3841,Water-Based Mud,PAD-301,PAD-226,23.71636,54.88762
SCH-0003939,RIG-015,Jackup,KCA Deutag,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-6648,Exploration,Vertical,2023-03-06,2023-04-29,2023-05-01,54,56,2.3,2.5,Released,9285100,9791800.0,10000,6.0,1283,1223,Water-Based Mud,PAD-177,PAD-305,24.67427,53.79249
SCH-0005118,RIG-021,Semi-Sub,ADNOC Drilling,Weatherford,Bu Hasa,Abu Dhabi,BUH-9628,Exploration,Horizontal,2022-04-28,2022-06-10,2022-06-12,43,45,2.1,0.1,Released,11346600,12441300.0,15000,8.5,3129,3017,Synthetic-Based Mud,PAD-254,PAD-095,23.59691,54.9447
SCH-0011382,RIG-057,Land,Arabian Drilling,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-7681,Workover,Vertical,2022-06-25,2022-07-10,2022-07-10,15,15,3.4,0.0,Released,775100,756600.0,10000,12.25,2563,2958,Water-Based Mud,PAD-106,PAD-206,23.68576,54.94713
SCH-0001052,RIG-003,Jackup,Arabian Drilling,Halliburton,Upper Zakum,Abu Dhabi Offshore,UZ-5378,Workover,Horizontal,2023-10-14,2023-10-29,2023-11-04,15,21,1.5,4.0,Released,1321600,2141700.0,15000,6.0,2902,2763,Synthetic-Based Mud,PAD-325,PAD-261,24.48856,53.80454
SCH-0008340,RIG-057,Jackup,Nabors,Weatherford,Lower Zakum,Abu Dhabi Offshore,LZ-2873,Exploration,Deviated,2023-03-20,2023-04-30,2023-05-04,41,45,4.3,0.8,Released,8245200,9973200.0,10000,6.125,3354,3206,Water-Based Mud,PAD-056,PAD-025,24.99813,53.84593
SCH-0007587,RIG-034,Land,Weatherford,Halliburton,Fateh,Abu Dhabi Offshore,FTH-9404,Sidetrack,Deviated,2022-12-05,2022-12-25,2022-12-25,20,20,3.2,0.0,Released,1241800,1304000.0,10000,6.0,3264,3572,Water-Based Mud,PAD-236,PAD-154,25.09511,53.94934
SCH-0006703,RIG-017,Land,Arabian Drilling,Weatherford,Lower Zakum,Abu Dhabi Offshore,LZ-4973,Workover,Horizontal,2023-07-16,2023-07-27,2023-07-28,11,12,1.3,0.4,Released,661100,752200.0,5000,17.5,2411,2806,Water-Based Mud,PAD-136,PAD-017,24.74125,53.73516
SCH-0005918,RIG-045,Land,KCA Deutag,Halliburton,Upper Zakum,Abu Dhabi Offshore,UZ-5022,Sidetrack,Deviated,2022-12-16,2023-01-02,2023-01-03,17,18,5.1,1.1,Released,1173900,1181900.0,15000,8.5,3347,3487,Oil-Based Mud,PAD-269,PAD-033,24.98478,52.91977
SCH-0009252,RIG-024,Jackup,Shelf Drilling,Halliburton,Fateh,Abu Dhabi Offshore,FTH-9879,Exploration,Horizontal,2022-01-01,2022-02-01,2022-02-04,31,34,1.2,3.4,Released,5511200,6057000.0,15000,8.5,3509,3483,Water-Based Mud,PAD-255,PAD-269,24.76291,53.84965
SCH-0010348,RIG-025,Land,Arabian Drilling,Weatherford,Upper Zakum,Abu Dhabi Offshore,UZ-0816,Dev,S-curve,2024-12-02,2024-12-20,2024-12-21,18,19,2.8,1.6,Released,1733300,1875600.0,10000,6.0,2791,3155,Water-Based Mud,PAD-013,PAD-282,24.4249,52.99224
SCH-0006834,RIG-007,Land,Weatherford,Schlumberger,SARB,Abu Dhabi Offshore,SARB-8420,Sidetrack,Deviated,2022-11-14,2022-12-03,2022-12-05,19,21,3.4,2.2,Released,1684300,1763800.0,10000,6.0,2945,3322,Synthetic-Based Mud,PAD-325,PAD-066,24.97335,53.50061
SCH-0007996,RIG-040,Land,ADNOC Drilling,Halliburton,SARB,Abu Dhabi Offshore,SARB-9081,Sidetrack,Vertical,2023-06-04,2023-06-19,2023-06-22,15,18,1.7,2.5,Released,959600,1193000.0,10000,8.5,2771,2603,Oil-Based Mud,PAD-135,PAD-150,25.06228,53.50225
SCH-0001063,RIG-004,Land,Weatherford,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-8222,Appraisal,Horizontal,2025-07-22,2025-08-08,2025-08-09,17,18,2.2,0.4,Released,1746900,2014300.0,15000,12.25,2700,2901,Water-Based Mud,PAD-104,PAD-312,24.67893,52.92182
SCH-0008231,RIG-036,Land,Arabian Drilling,Halliburton,Bab,Abu Dhabi,BAB-0201,Dev,Deviated,2022-07-03,2022-07-27,2022-07-28,24,25,4.4,1.3,Released,2309700,2445800.0,20000,6.0,3366,3411,Synthetic-Based Mud,PAD-319,PAD-173,24.48389,54.23683
SCH-0010685,RIG-016,Land,Arabian Drilling,Halliburton,Bu Hasa,Abu Dhabi,BUH-5443,Sidetrack,Horizontal,2025-05-07,2025-05-24,2025-05-27,17,20,5.3,2.0,Released,1392900,1728300.0,10000,6.0,4404,4299,Synthetic-Based Mud,PAD-138,PAD-027,23.89488,53.94112
SCH-0005327,RIG-047,Drillship,KCA Deutag,Weatherford,Bab,Abu Dhabi,BAB-5742,Appraisal,S-curve,2022-08-24,2022-10-13,2022-10-13,50,50,2.5,0.0,Released,10886300,11490700.0,15000,17.5,2270,2081,Water-Based Mud,PAD-344,PAD-178,24.12198,55.02491
SCH-0005293,RIG-034,Jackup,Nabors,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-3035,Appraisal,Horizontal,2025-02-06,2025-03-08,2025-03-10,30,32,3.1,3.7,Released,4859100,5633200.0,10000,12.25,3004,3022,Water-Based Mud,PAD-282,PAD-298,24.40749,53.75262
SCH-0002857,RIG-054,Semi-Sub,KCA Deutag,Halliburton,Bu Hasa,Abu Dhabi,BUH-4911,Workover,Horizontal,2025-02-19,2025-03-09,2025-03-11,18,20,0.5,,Released,1813300,2100200.0,10000,8.5,3495,,Water-Based Mud,PAD-003,PAD-141,24.51478,54.85515
SCH-0006964,RIG-032,Drillship,Nabors,Weatherford,Bu Hasa,Abu Dhabi,BUH-6256,Appraisal,S-curve,2025-08-04,2025-09-18,2025-09-18,45,45,1.9,0.0,Ongoing,9739000,11184400.0,10000,8.5,2864,3056,Synthetic-Based Mud,PAD-207,PAD-207,24.02826,55.15336
SCH-0003394,RIG-018,Land,KCA Deutag,Weatherford,Bab,Abu Dhabi,BAB-2633,Exploration,Deviated,2023-06-27,2023-07-13,2023-07-15,16,18,1.1,3.9,Released,1871200,2184100.0,15000,12.25,3626,3674,Synthetic-Based Mud,PAD-057,PAD-286,23.38009,53.95974
SCH-0002346,RIG-014,Jackup,Nabors,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-0830,Exploration,Deviated,2025-03-27,2025-04-22,2025-04-22,26,26,5.9,0.0,Released,5328700,5485000.0,10000,8.5,3408,3233,Water-Based Mud,PAD-063,PAD-275,24.03369,54.88804
SCH-0008557,RIG-053,Land,Weatherford,ADNOC Services,Fateh,Abu Dhabi Offshore,FTH-1511,Exploration,S-curve,2022-09-05,2022-09-24,2022-09-26,19,21,3.4,2.4,Released,2443200,2775500.0,10000,6.0,3407,3501,Oil-Based Mud,PAD-058,PAD-036,24.34027,53.8385
SCH-0007729,RIG-022,Land,Weatherford,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-0764,Appraisal,Horizontal,2022-01-04,2022-01-15,2022-01-17,11,13,0.7,2.3,Released,1204600,1492400.0,10000,12.25,3400,3527,Water-Based Mud,PAD-044,PAD-259,24.43846,54.39042
SCH-0008425,RIG-002,Land,Nabors,Schlumberger,Bab,Abu Dhabi,BAB-7981,Dev,Vertical,2022-04-23,2022-05-05,2022-05-08,12,15,1.3,1.4,Released,1094900,1431600.0,10000,12.25,3553,3920,Water-Based Mud,PAD-019,PAD-207,23.49654,54.36935
SCH-0007037,RIG-033,Land,Arabian Drilling,Baker Hughes,Bu Hasa,Abu Dhabi,BUH-1800,Exploration,Vertical,2024-10-25,2024-11-30,2024-12-02,36,38,4.1,2.1,Released,4331700,5023800.0,10000,8.5,2734,2748,Water-Based Mud,PAD-011,PAD-072,24.6975,54.49743
SCH-0011171,RIG-021,Land,Arabian Drilling,Schlumberger,Bab,Abu Dhabi,BAB-4836,Sidetrack,S-curve,2024-05-23,2024-06-03,2024-06-04,11,12,4.3,0.7,Released,1005900,1273600.0,10000,12.25,2294,2566,Water-Based Mud,PAD-214,PAD-258,23.42118,54.70873
SCH-0011147,RIG-038,Jackup,KCA Deutag,Weatherford,Bab,Abu Dhabi,BAB-8891,Exploration,Vertical,2023-10-15,2023-11-27,2023-12-03,43,49,3.1,3.6,Released,6794000,8711600.0,10000,6.0,2900,3017,Oil-Based Mud,PAD-081,PAD-068,23.75426,54.74984
SCH-0007151,RIG-021,Jackup,Nabors,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-4836,Sidetrack,Vertical,2024-07-01,2024-07-30,2024-07-31,29,30,4.0,2.0,Released,2308500,2381200.0,15000,12.25,3877,4258,Water-Based Mud,PAD-072,PAD-197,24.91878,53.74684
SCH-0003601,RIG-007,Land,Weatherford,ADNOC Services,SARB,Abu Dhabi Offshore,SARB-4413,Exploration,Horizontal,2023-09-02,2023-09-27,2023-09-28,25,26,3.0,1.2,Released,2301000,2541500.0,10000,6.0,3917,3898,Water-Based Mud,PAD-308,PAD-244,24.47982,53.87419
SCH-0011073,RIG-055,Jackup,Shelf Drilling,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-4676,Exploration,S-curve,2023-09-06,2023-10-07,2023-10-07,31,31,5.2,0.0,Released,5213000,5514100.0,5000,12.25,3408,3710,Water-Based Mud,PAD-015,PAD-188,24.76776,52.99985
SCH-0003805,RIG-040,Land,ADNOC Drilling,Baker Hughes,Bab,Abu Dhabi,BAB-0954,Dev,Horizontal,2022-05-05,2022-05-17,2022-05-18,12,13,1.5,0.0,Released,880800,961600.0,10000,8.5,2939,3250,Water-Based Mud,PAD-245,PAD-315,23.76601,54.64198
SCH-0011811,RIG-029,Land,Weatherford,Baker Hughes,Lower Zakum,Abu Dhabi Offshore,LZ-6184,Sidetrack,Deviated,2024-04-18,2024-05-01,2024-05-03,13,15,3.4,1.5,Released,1270700,1663400.0,15000,8.5,3067,2950,Water-Based Mud,PAD-045,PAD-174,24.82972,53.26846
SCH-0008847,RIG-007,Land,Arabian Drilling,Weatherford,Bab,Abu Dhabi,BAB-4306,Workover,S-curve,2022-05-02,2022-05-14,2022-05-17,12,15,3.5,4.0,Released,868500,982900.0,10000,8.5,2600,2809,Synthetic-Based Mud,PAD-004,PAD-127,24.13963,54.80694
SCH-0000058,RIG-039,Land,Weatherford,Halliburton,Fateh,Abu Dhabi Offshore,FTH-3513,Appraisal,Vertical,2024-12-12,2025-01-09,2025-01-11,28,30,5.1,2.1,Released,2802000,2893000.0,15000,17.5,3353,3285,Water-Based Mud,PAD-323,PAD-206,24.57201,53.66058
SCH-0011774,RIG-005,Jackup,Shelf Drilling,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-9818,Workover,S-curve,2022-05-12,2022-05-28,2022-05-30,16,18,3.8,3.9,Released,1660900,1835600.0,10000,6.0,2319,2471,Water-Based Mud,PAD-036,PAD-098,24.54252,53.81192
SCH-0000312,RIG-054,Jackup,ADNOC Drilling,Weatherford,Bu Hasa,Abu Dhabi,BUH-6979,Workover,Deviated,2022-05-23,2022-06-06,2022-06-07,14,15,4.9,1.1,Released,1456100,1510100.0,15000,12.25,3988,4162,Oil-Based Mud,PAD-117,PAD-342,23.79995,54.26054
SCH-0001418,RIG-047,Land,Shelf Drilling,Weatherford,Lower Zakum,Abu Dhabi Offshore,LZ-6645,Sidetrack,Horizontal,2022-08-24,2022-09-07,2022-09-08,14,15,2.6,0.1,Released,1085900,1165800.0,10000,8.5,2802,2942,Water-Based Mud,PAD-347,PAD-302,24.31987,53.5329
SCH-0007233,RIG-040,Jackup,Arabian Drilling,Baker Hughes,Fateh,Abu Dhabi Offshore,FTH-0393,Sidetrack,S-curve,2022-10-31,2022-11-20,2022-11-20,20,20,3.8,0.0,Released,2152300,2213600.0,10000,12.25,3226,3584,Water-Based Mud,PAD-234,PAD-224,25.00149,53.01244
SCH-0004106,RIG-022,Jackup,Nabors,Baker Hughes,Fateh,Abu Dhabi Offshore,FTH-4434,Dev,Horizontal,2022-06-16,2022-07-13,2022-07-14,27,28,1.2,0.0,Released,4115700,4089100.0,10000,8.5,3597,3823,Water-Based Mud,PAD-100,PAD-237,24.6999,53.66627
SCH-0011608,RIG-002,Land,Shelf Drilling,Halliburton,Upper Zakum,Abu Dhabi Offshore,UZ-6686,Sidetrack,Horizontal,2023-08-11,2023-08-31,2023-09-02,20,22,3.3,3.4,Released,1570700,1714100.0,10000,8.5,4088,4388,Synthetic-Based Mud,PAD-350,PAD-121,24.343,53.84383
SCH-0007230,RIG-051,Land,Weatherford,Baker Hughes,Al Dabb’iya,Abu Dhabi,ALD-0182,Workover,Vertical,2024-08-30,2024-09-04,2024-09-09,5,10,2.6,3.1,Released,353200,739000.0,5000,12.25,3374,3707,Water-Based Mud,PAD-257,PAD-207,24.10828,55.05329
SCH-0008749,RIG-016,Tender,Arabian Drilling,Weatherford,Bu Hasa,Abu Dhabi,BUH-1415,Appraisal,Vertical,2023-04-16,2023-05-29,2023-05-29,43,43,1.0,0.0,Released,8417300,8455700.0,10000,8.5,3073,3083,Water-Based Mud,PAD-177,PAD-008,23.57158,54.66122
SCH-0002078,RIG-022,Jackup,Arabian Drilling,Baker Hughes,Lower Zakum,Abu Dhabi Offshore,LZ-9470,Dev,Vertical,2024-03-10,2024-04-08,2024-04-09,29,30,1.2,0.5,Released,3907500,4096000.0,10000,8.5,2866,2929,Water-Based Mud,PAD-261,PAD-299,24.95271,53.60937
SCH-0008884,RIG-002,Jackup,Shelf Drilling,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-9482,Appraisal,S-curve,2022-01-03,2022-01-30,2022-02-01,27,29,1.8,2.1,Released,5162000,6150400.0,10000,8.5,2334,2225,Water-Based Mud,PAD-251,PAD-322,24.32278,53.9302
SCH-0007835,RIG-014,Tender,KCA Deutag,Baker Hughes,Al Dabb’iya,Abu Dhabi,ALD-4668,Dev,Deviated,2022-06-15,2022-07-22,2022-07-23,37,38,2.1,1.8,Released,9181400,9759600.0,10000,12.25,2114,2181,Water-Based Mud,PAD-120,PAD-120,24.17859,55.09028
SCH-0008491,RIG-005,Land,Shelf Drilling,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-9717,Appraisal,S-curve,2024-08-09,2024-08-25,2024-08-27,16,18,2.6,3.0,Released,1772700,2074100.0,15000,12.25,2873,3044,Synthetic-Based Mud,PAD-267,PAD-099,24.81228,53.96914
SCH-0000962,RIG-013,Semi-Sub,Nabors,ADNOC Services,Fateh,Abu Dhabi Offshore,FTH-2662,Workover,Deviated,2022-05-29,2022-06-18,2022-06-19,20,21,3.5,1.3,Released,2310500,2646300.0,10000,17.5,1970,2254,Oil-Based Mud,PAD-025,PAD-264,24.54393,53.1917
SCH-0000943,RIG-005,Land,Shelf Drilling,Halliburton,Lower Zakum,Abu Dhabi Offshore,LZ-9015,Workover,Vertical,2025-06-25,2025-07-06,2025-07-08,11,13,2.7,2.0,Released,682600,788700.0,10000,6.125,2763,2671,Water-Based Mud,PAD-225,PAD-244,24.34945,52.9402
SCH-0006363,RIG-012,Land,Arabian Drilling,Halliburton,Bu Hasa,Abu Dhabi,BUH-7338,Dev,S-curve,2023-08-27,2023-09-08,2023-09-10,12,14,2.1,2.3,Released,1149300,1313100.0,10000,8.5,2115,2388,Synthetic-Based Mud,PAD-143,PAD-153,23.31762,54.5701
SCH-0007876,RIG-034,Tender,Nabors,Weatherford,SARB,Abu Dhabi Offshore,SARB-2274,Appraisal,S-curve,2024-04-05,2024-05-03,2024-05-03,28,28,1.0,0.0,Released,5433900,5839800.0,20000,6.0,2157,2004,Water-Based Mud,PAD-152,PAD-067,24.47816,54.06722
SCH-0003049,RIG-048,Jackup,Weatherford,Weatherford,Al Dabb’iya,Abu Dhabi,ALD-5099,Exploration,Vertical,2023-06-29,2023-08-11,2023-08-13,43,45,3.7,3.8,Released,6282900,7134800.0,15000,8.5,2678,2612,Oil-Based Mud,PAD-074,PAD-310,23.50223,54.23091
SCH-0008403,RIG-007,Jackup,Arabian Drilling,Halliburton,Lower Zakum,Abu Dhabi Offshore,LZ-1059,Dev,S-curve,2025-06-06,2025-06-29,2025-07-01,23,25,5.1,2.1,Released,3977900,4706200.0,10000,6.125,2547,2658,Water-Based Mud,PAD-095,PAD-034,25.07907,54.00822
SCH-0007420,RIG-040,Jackup,ADNOC Drilling,Weatherford,Bu Hasa,Abu Dhabi,BUH-7012,Dev,Horizontal,2025-04-11,2025-05-12,2025-05-13,31,32,4.7,1.0,Released,4925000,5461900.0,10000,12.25,2666,3014,Water-Based Mud,PAD-258,PAD-124,24.55188,53.96294
SCH-0003935,RIG-002,Semi-Sub,Arabian Drilling,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-3264,Exploration,Deviated,2024-02-14,2024-03-13,2024-03-15,28,30,2.5,2.3,Released,8654800,9762400.0,20000,6.0,2959,3293,Oil-Based Mud,PAD-044,PAD-123,24.49239,53.37194
SCH-0008531,RIG-001,Land,Arabian Drilling,Baker Hughes,Fateh,Abu Dhabi Offshore,FTH-8868,Appraisal,Vertical,2023-11-06,2023-12-02,2023-12-05,26,29,5.4,3.8,Released,2865900,3490000.0,10000,8.5,2850,3199,Oil-Based Mud,PAD-021,PAD-080,24.56927,53.08612
SCH-0004248,RIG-056,Jackup,Nabors,Halliburton,Lower Zakum,Abu Dhabi Offshore,LZ-9358,Sidetrack,Vertical,2023-11-04,2023-11-25,2023-11-25,21,21,4.9,0.0,Released,2420100,2462200.0,10000,12.25,1748,1750,Synthetic-Based Mud,PAD-048,PAD-099,24.40497,53.57897
SCH-0011313,RIG-008,Land,Nabors,Schlumberger,Al Dabb’iya,Abu Dhabi,ALD-9545,Sidetrack,Horizontal,2023-12-27,2024-01-05,2024-01-06,9,10,2.2,0.7,Released,620300,749000.0,15000,8.5,3448,3295,Oil-Based Mud,PAD-213,PAD-206,23.49718,54.87095
SCH-0001238,RIG-039,Land,Weatherford,Weatherford,Lower Zakum,Abu Dhabi Offshore,LZ-1751,Exploration,Horizontal,2024-10-31,2024-11-23,2024-11-25,23,25,4.3,2.1,Released,2425100,2684100.0,10000,8.5,1620,1496,Water-Based Mud,PAD-314,PAD-112,24.7376,53.27827
SCH-0008658,RIG-007,Jackup,Nabors,Schlumberger,Bu Hasa,Abu Dhabi,BUH-1569,Appraisal,Vertical,2022-08-26,2022-09-28,2022-09-28,33,33,2.6,0.0,Released,6091500,6232700.0,5000,8.5,3991,3887,Water-Based Mud,PAD-131,PAD-217,23.60319,54.69986
SCH-0003607,RIG-019,Land,Shelf Drilling,Weatherford,SARB,Abu Dhabi Offshore,SARB-8512,Sidetrack,S-curve,2024-12-08,2024-12-21,2024-12-23,13,15,2.1,2.5,Released,1045300,1256400.0,10000,8.5,3192,3344,Synthetic-Based Mud,PAD-259,PAD-111,24.77191,53.57577
SCH-0007407,RIG-047,Tender,Nabors,Halliburton,Bu Hasa,Abu Dhabi,BUH-0694,Sidetrack,Horizontal,2023-06-25,2023-07-28,2023-07-30,33,35,2.5,2.3,Released,4995300,5582000.0,15000,12.25,4747,4559,Water-Based Mud,PAD-025,PAD-313,23.32869,54.73431
SCH-0000605,RIG-031,Jackup,ADNOC Drilling,Baker Hughes,Bu Hasa,Abu Dhabi,BUH-0846,Appraisal,Horizontal,2022-05-10,2022-06-07,2022-06-07,28,28,3.1,0.0,Released,4959100,5305700.0,10000,12.25,2452,2353,Water-Based Mud,PAD-250,PAD-046,23.46835,54.72823
SCH-0008163,RIG-001,Semi-Sub,Nabors,Schlumberger,Bab,Abu Dhabi,BAB-5412,Appraisal,Deviated,2022-05-02,2022-06-22,2022-06-23,51,52,1.0,1.3,Released,11454200,12862800.0,10000,17.5,2316,2556,Water-Based Mud,PAD-288,PAD-005,24.01655,55.10007
SCH-0009744,RIG-050,Land,Shelf Drilling,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-0911,Workover,Horizontal,2023-04-24,2023-05-07,2023-05-11,13,17,1.9,2.6,Released,895100,1154300.0,10000,17.5,2827,2929,Water-Based Mud,PAD-047,PAD-082,24.88137,53.32593
SCH-0000751,RIG-003,Tender,Weatherford,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-0814,Appraisal,Deviated,2025-08-21,2025-09-23,2025-09-27,33,37,3.2,6.8,Ongoing,9066500,10365900.0,10000,12.25,3612,3753,Water-Based Mud,PAD-289,PAD-025,24.66383,53.76671
SCH-0004942,RIG-036,Land,Shelf Drilling,Weatherford,Upper Zakum,Abu Dhabi Offshore,UZ-6126,Workover,S-curve,2024-05-29,2024-06-04,2024-06-10,6,12,4.0,3.8,Released,445200,855500.0,10000,8.5,1995,1842,Water-Based Mud,PAD-216,PAD-278,24.81492,53.17369
SCH-0003113,RIG-032,Land,Weatherford,ADNOC Services,Bab,Abu Dhabi,BAB-1644,Dev,Horizontal,2025-07-01,2025-07-13,2025-07-14,12,13,2.8,0.0,Released,1220100,1401400.0,10000,8.5,2370,2349,Water-Based Mud,PAD-014,PAD-215,24.37504,55.13508
SCH-0000949,RIG-006,Drillship,Arabian Drilling,ADNOC Services,Upper Zakum,Abu Dhabi Offshore,UZ-7497,Dev,Horizontal,2023-05-30,2023-07-12,2023-07-14,43,45,3.7,2.4,Released,7827900,8305900.0,5000,6.125,2801,3016,Water-Based Mud,PAD-028,PAD-342,24.44045,53.18115
SCH-0008819,RIG-036,Jackup,Arabian Drilling,Weatherford,SARB,Abu Dhabi Offshore,SARB-6912,Workover,Vertical,2023-06-08,2023-06-25,2023-06-27,17,19,2.9,2.6,Released,1817600,1813300.0,10000,12.25,3184,2986,Oil-Based Mud,PAD-263,PAD-323,24.35383,53.9749
