JobID,Failure_90d,Field,FormationType,CompletionType,ESP_Model,OilRate_bpd,WaterCut_frac,GasOilRatio_scf_bbl,IntakePressure_psia,DischargePressure_psia,THP_psia,WellheadTemp_C,MotorTemp_C,Vibration_RMS,Power_kW,DriveFrequency_Hz,RunTimeSincePull_days,SandRate_mgL,ScaleInhibitor_ppm,CorrosionInhibitor_ppm,ChokeSize_in,TubingID_in,Fail_Prob_Internal,kW_per_bbl,DP_Margin_psia
ESPJOB-0013265,0,Bu Hasa,Shale,Multi-Stage,ESP-538,2935.9,0.4449,571.8,886.2,3695.8,883.6,85.0,145.1,5.233,391.0,52.02,127.7,18.2,34.6,23.6,1.0,2.875,0.4751,0.1332,2809.7
ESPJOB-0015877,0,Lower Zakum,Carbonate,Single-Stage,ESP-562,2225.4,0.4402,806.9,772.4,3516.6,592.5,63.1,111.9,4.73,305.7,60.84,651.9,27.65,28.0,4.7,0.75,2.875,0.3324,0.1374,2744.2
ESPJOB-0000202,0,Bab,Carbonate,Single-Stage,ESP-562,2085.7,0.4597,420.0,897.7,2703.1,547.8,69.1,119.0,3.154,311.0,64.05,116.8,7.2,85.4,25.6,0.75,3.5,0.1014,0.1491,1805.4
ESPJOB-0006222,0,Fateh,Carbonate,Smart,ESP-562,3296.2,0.4871,472.3,1018.2,3667.2,463.0,76.3,135.9,3.369,451.7,57.84,372.1,21.99,19.7,20.3,0.5,3.5,0.2207,0.137,2649.0
ESPJOB-0011679,0,Fateh,Carbonate,Single-Stage,ESP-562,1016.4,0.6903,287.8,956.4,4186.9,705.4,39.2,97.1,4.743,200.2,52.39,97.1,7.32,17.4,30.2,1.0,2.875,0.2319,0.197,3230.5
ESPJOB-0002754,0,Bu Hasa,Shale,Single-Stage,ESP-562,2882.9,0.1247,331.8,581.9,2884.4,470.6,69.2,123.7,3.353,438.2,70.0,368.0,12.31,5.9,13.0,1.0,2.375,0.2286,0.152,2302.5
ESPJOB-0010101,1,Upper Zakum,Carbonate,Single-Stage,ESP-562,3405.8,0.5183,1422.4,792.2,2888.1,673.5,76.0,151.9,4.61,454.8,65.12,33.3,13.65,95.1,1.5,1.0,2.875,0.3082,0.1335,2095.9
ESPJOB-0019544,0,Fateh,Carbonate,Single-Stage,ESP-562,1772.7,0.6138,399.6,1015.9,4290.8,1045.3,68.3,114.2,5.396,275.9,47.96,54.6,54.01,35.9,10.3,0.5,3.5,0.3827,0.1556,3274.9
ESPJOB-0014752,0,Upper Zakum,Carbonate,Single-Stage,ESP-538,2943.6,0.2664,1120.3,1131.4,3625.0,781.3,59.6,123.4,5.177,357.3,61.84,139.1,15.93,31.0,10.0,0.75,2.375,0.2956,0.1214,2493.6
ESPJOB-0001418,0,Bab,Carbonate,Smart,ESP-400,2491.2,0.6117,518.5,991.8,3110.7,428.8,61.1,127.0,2.779,302.5,50.64,316.0,57.4,7.6,5.7,1.0,3.5,0.2056,0.1214,2118.9
ESPJOB-0002837,0,SARB,Carbonate,Single-Stage,ESP-538,2578.0,0.4508,415.6,826.1,3465.6,616.7,92.6,107.9,5.53,349.3,52.03,192.4,113.05,47.7,1.0,1.0,2.375,0.3492,0.1355,2639.4
ESPJOB-0018838,0,Upper Zakum,Sandstone,Single-Stage,ESP-538,2717.0,0.5974,235.3,663.9,2656.4,613.2,69.3,130.8,5.635,339.1,68.44,304.2,19.44,9.9,16.2,1.25,3.5,0.3656,0.1248,1992.4
ESPJOB-0012864,0,Bu Hasa,Carbonate,Single-Stage,ESP-538,1447.6,0.4139,345.2,782.9,3359.0,797.1,75.4,97.2,3.653,254.0,56.99,222.7,11.2,72.8,47.2,0.5,2.875,0.154,0.1755,2576.1
ESPJOB-0000744,0,SARB,Shale,Single-Stage,ESP-400,2766.2,0.6102,557.8,1052.3,2854.5,692.5,66.7,119.1,5.383,342.5,59.75,513.6,14.87,43.5,32.0,1.25,4.5,0.3107,0.1238,1802.2
ESPJOB-0012924,0,Upper Zakum,Shale,Single-Stage,ESP-400,2041.9,0.3319,114.0,417.7,3917.3,542.7,75.6,126.6,1.744,263.6,55.79,229.1,4.85,49.1,8.3,1.0,2.375,0.0509,0.1291,3499.6
ESPJOB-0002618,0,Fateh,Carbonate,Single-Stage,ESP-562,1597.9,0.4894,202.8,919.0,2866.9,577.9,88.9,120.6,2.217,235.6,56.46,162.5,55.65,66.6,20.0,0.75,3.5,0.1115,0.1474,1948.0
ESPJOB-0005287,0,Upper Zakum,Carbonate,Multi-Stage,ESP-562,1634.6,0.4506,316.3,702.9,3947.7,954.8,62.1,106.7,4.078,228.8,65.5,41.5,29.91,105.0,35.5,1.0,2.375,0.176,0.14,3244.9
ESPJOB-0015263,0,Lower Zakum,Sandstone,Single-Stage,ESP-538,1827.8,0.2198,555.9,1235.5,2745.6,484.7,81.0,100.2,3.607,269.1,60.19,140.7,10.98,63.3,36.8,1.0,2.875,0.0623,0.1472,1510.1
ESPJOB-0006055,1,Fateh,Sandstone,Single-Stage,ESP-562,2176.3,0.4581,561.8,1009.5,2898.1,497.3,91.2,113.1,4.587,303.2,49.73,455.4,20.36,31.9,22.8,1.0,3.5,0.3203,0.1393,1888.6
ESPJOB-0008351,0,Upper Zakum,Carbonate,Single-Stage,ESP-538,2956.4,0.3993,1007.3,705.2,2362.8,403.5,87.6,125.8,5.151,386.4,50.67,144.9,21.06,43.0,34.1,0.75,2.875,0.1894,0.1307,1657.5
ESPJOB-0003778,0,Lower Zakum,Shale,Smart,ESP-562,2433.4,0.0,383.8,554.1,2453.1,452.1,69.2,101.0,2.997,342.5,55.9,241.2,10.27,51.6,31.3,1.25,3.5,0.0342,0.1408,1899.0
ESPJOB-0014667,0,Upper Zakum,Carbonate,Multi-Stage,ESP-400,807.6,0.7279,603.7,559.1,2742.0,504.7,54.5,97.8,3.418,155.8,53.46,161.5,2.81,20.2,19.0,1.0,2.875,0.1781,0.1929,2183.0
ESPJOB-0013233,0,Fateh,Carbonate,Smart,ESP-400,3607.9,0.4091,101.1,617.9,2451.0,584.9,69.7,125.2,5.856,417.0,69.06,57.6,3.8,65.0,10.3,0.75,3.5,0.0603,0.1156,1833.1
ESPJOB-0008537,0,Bu Hasa,Carbonate,Single-Stage,ESP-538,3042.5,0.1587,339.8,1217.6,3949.3,793.2,58.6,125.4,4.673,415.5,49.73,269.5,31.11,72.4,42.4,1.25,3.5,0.0984,0.1366,2731.7
ESPJOB-0015772,0,Bu Hasa,Carbonate,Multi-Stage,ESP-562,2482.4,0.6501,721.4,1016.7,3358.6,562.8,75.9,125.0,3.954,332.8,62.77,371.3,5.98,5.7,36.0,0.75,3.5,0.2213,0.1341,2341.9
ESPJOB-0004156,0,Lower Zakum,Carbonate,Single-Stage,ESP-400,1990.6,0.31,393.2,1334.8,4439.6,808.1,94.7,99.3,3.071,297.6,50.73,419.9,18.45,64.8,39.5,1.5,3.5,0.0983,0.1495,3104.8
ESPJOB-0016756,0,Lower Zakum,Shale,Single-Stage,ESP-400,1860.7,0.5582,348.3,623.8,3398.9,526.7,57.8,111.1,3.189,262.0,66.32,322.2,42.04,55.9,10.3,1.0,2.375,0.3472,0.1408,2775.1
ESPJOB-0003193,1,Upper Zakum,Carbonate,Single-Stage,ESP-538,3159.0,0.364,242.1,557.9,2667.4,389.5,69.9,141.0,3.816,389.0,53.51,466.7,79.01,30.8,31.1,1.0,2.875,0.2355,0.1231,2109.5
ESPJOB-0019174,1,Bab,Carbonate,Single-Stage,ESP-562,2942.7,0.378,342.3,818.9,3515.7,680.5,65.2,119.8,4.626,351.1,62.34,186.2,3.57,35.2,14.0,0.75,2.875,0.1673,0.1193,2696.8
ESPJOB-0013901,0,Upper Zakum,Sandstone,Multi-Stage,ESP-562,1869.7,0.7462,1218.4,1140.7,3347.1,454.1,72.4,116.2,5.129,288.6,51.55,84.6,2.47,14.5,27.6,1.5,2.875,0.2984,0.1544,2206.5
ESPJOB-0002171,0,Upper Zakum,Shale,Single-Stage,ESP-538,3281.9,0.5462,268.8,801.4,2438.4,562.5,77.0,133.1,4.413,428.1,62.81,156.9,28.97,30.6,1.8,1.25,3.5,0.3349,0.1304,1637.0
ESPJOB-0005336,0,Bu Hasa,Sandstone,Smart,ESP-562,1936.4,0.408,359.4,883.2,3003.1,599.4,67.2,91.4,4.465,270.1,50.15,514.2,4.54,67.7,22.9,1.0,4.5,0.0437,0.1395,2119.9
ESPJOB-0007547,0,Lower Zakum,Carbonate,Single-Stage,ESP-538,2963.4,0.0,948.9,825.0,3540.6,601.9,68.9,107.3,4.682,362.0,56.78,137.6,94.68,3.6,12.0,1.25,4.5,0.1598,0.1222,2715.6
ESPJOB-0013332,0,Upper Zakum,Carbonate,Single-Stage,ESP-562,1724.0,0.4346,285.9,885.3,4093.2,733.4,53.0,96.7,3.244,269.4,41.96,120.9,3.34,61.6,20.1,1.0,3.5,0.1223,0.1563,3207.8
ESPJOB-0001142,0,Upper Zakum,Carbonate,Single-Stage,ESP-400,3595.4,0.449,479.3,803.0,3486.6,682.5,77.0,140.5,5.378,464.6,58.38,266.7,15.29,44.9,17.2,1.25,2.375,0.3779,0.1292,2683.6
ESPJOB-0013563,1,SARB,Shale,Single-Stage,ESP-538,2523.2,0.4229,1577.1,970.7,3417.7,509.9,66.1,115.5,5.324,388.9,57.59,125.9,45.12,31.3,45.7,0.5,2.875,0.3295,0.1541,2447.0
ESPJOB-0012051,0,Fateh,Sandstone,Single-Stage,ESP-538,1651.0,0.8633,587.4,1054.2,3113.1,539.6,50.9,119.5,5.076,238.9,46.93,311.5,10.85,63.3,32.6,0.75,2.875,0.343,0.1447,2058.9
ESPJOB-0005663,0,SARB,Shale,Multi-Stage,ESP-400,4058.1,0.3397,322.4,406.8,3377.2,788.7,74.5,158.8,4.304,518.6,58.92,294.5,2.34,61.5,31.9,1.0,2.875,0.2212,0.1278,2970.4
ESPJOB-0012102,1,Upper Zakum,Sandstone,Smart,ESP-675,3100.1,0.4276,225.4,1139.2,3890.1,548.5,62.2,152.3,3.592,423.2,59.73,49.0,33.32,26.3,13.2,1.0,2.875,0.1487,0.1365,2750.9
ESPJOB-0012028,0,Bab,Sandstone,Single-Stage,ESP-538,1506.1,0.4525,467.8,673.3,2157.0,487.4,64.0,99.1,2.37,217.0,65.32,703.8,3.47,39.8,21.3,0.5,3.5,0.0636,0.1441,1483.7
ESPJOB-0001875,0,Bab,Sandstone,Multi-Stage,ESP-400,2116.4,0.5157,167.5,961.8,2826.7,456.3,86.1,109.6,4.999,340.4,39.48,331.9,12.22,33.5,28.1,1.0,3.5,0.127,0.1608,1864.9
ESPJOB-0018991,0,Bu Hasa,Carbonate,Multi-Stage,ESP-562,3018.2,0.6522,292.4,638.1,3466.7,539.2,76.9,139.1,4.253,426.2,60.24,622.2,10.05,27.7,50.4,1.5,3.5,0.4428,0.1412,2828.6
ESPJOB-0008974,0,SARB,Carbonate,Single-Stage,ESP-400,2449.8,0.4431,448.6,789.1,3201.2,389.6,53.7,117.0,4.013,343.7,64.86,530.3,41.31,11.8,24.0,0.5,4.5,0.2433,0.1403,2412.0
ESPJOB-0001692,0,Lower Zakum,Carbonate,Single-Stage,ESP-675,2764.5,0.3778,656.2,911.2,3046.5,696.6,72.2,122.0,3.688,379.2,47.77,70.9,3.24,29.2,18.8,0.5,4.5,0.1127,0.1372,2135.3
ESPJOB-0011382,0,SARB,Carbonate,Multi-Stage,ESP-538,1620.4,0.5216,1328.0,593.1,3635.7,846.6,87.6,116.8,1.264,216.8,54.26,164.7,55.36,7.7,10.1,1.25,2.875,0.2799,0.1338,3042.6
ESPJOB-0010869,0,SARB,Carbonate,Single-Stage,ESP-562,1563.4,0.0,241.0,1065.2,3776.6,860.4,51.0,102.3,3.078,244.5,53.14,115.7,117.43,25.2,4.7,1.25,2.875,0.1233,0.1564,2711.4
ESPJOB-0013455,0,Upper Zakum,Carbonate,Single-Stage,ESP-538,2820.8,0.4316,302.6,947.5,2664.2,332.7,75.4,121.7,2.887,369.9,54.32,105.0,30.15,46.3,21.9,1.0,2.875,0.0835,0.1311,1716.7
ESPJOB-0017974,0,Bab,Shale,Multi-Stage,ESP-400,3432.7,0.3089,163.1,1282.7,3521.6,461.2,89.3,132.1,5.364,413.3,70.0,273.6,17.96,11.1,26.0,0.5,2.375,0.102,0.1204,2238.9
ESPJOB-0001249,0,SARB,Carbonate,Single-Stage,ESP-538,3379.1,0.2398,360.9,912.3,3002.8,402.3,55.0,131.8,5.116,441.6,54.87,228.3,15.57,41.0,10.8,1.0,2.375,0.1058,0.1307,2090.5
ESPJOB-0003207,0,SARB,Sandstone,Single-Stage,ESP-538,1785.0,0.1473,427.9,816.8,2658.7,359.4,48.9,105.3,3.528,222.5,48.76,645.6,3.95,70.7,8.9,1.0,2.875,0.0783,0.1246,1841.9
ESPJOB-0016897,0,Bu Hasa,Carbonate,Multi-Stage,ESP-538,1878.0,0.6457,393.1,713.5,2574.2,572.0,73.3,104.3,2.553,284.2,60.33,376.0,38.05,52.3,0.1,1.0,2.875,0.1732,0.1513,1860.6
ESPJOB-0005849,0,Bu Hasa,Carbonate,Multi-Stage,ESP-538,2585.4,0.0,365.0,980.9,2473.7,560.1,86.0,112.1,4.135,348.7,58.07,828.9,6.65,22.7,10.6,1.5,2.875,0.0644,0.1349,1492.8
ESPJOB-0014041,0,Bab,Carbonate,Multi-Stage,ESP-538,1893.2,0.3657,216.2,668.2,3064.2,760.0,90.4,100.7,4.197,284.1,53.53,139.6,2.22,31.9,34.3,0.75,3.5,0.0946,0.15,2396.0
ESPJOB-0012227,0,Bu Hasa,Sandstone,Multi-Stage,ESP-400,3077.2,0.4588,492.0,1168.0,3832.0,640.4,73.0,123.4,2.625,358.1,50.29,37.4,34.76,59.8,12.0,0.5,2.375,0.118,0.1164,2663.9
ESPJOB-0005572,0,Upper Zakum,Sandstone,Single-Stage,ESP-538,3339.8,0.0786,504.3,981.2,3394.2,465.8,74.7,133.6,4.013,476.3,43.41,522.7,47.27,46.4,17.6,1.0,3.5,0.124,0.1426,2413.0
ESPJOB-0017951,0,Bab,Shale,Smart,ESP-538,2673.3,0.4814,354.9,454.4,3160.8,753.4,89.5,128.2,2.908,348.9,58.58,618.7,54.7,33.2,9.7,1.0,2.875,0.3515,0.1305,2706.3
ESPJOB-0018612,0,Upper Zakum,Carbonate,Smart,ESP-538,3337.7,0.1103,891.2,589.1,2982.5,592.4,75.1,137.0,4.13,478.1,59.92,690.6,6.03,53.8,34.2,1.0,2.875,0.1375,0.1432,2393.3
ESPJOB-0004948,0,Upper Zakum,Sandstone,Single-Stage,ESP-538,2723.4,0.3521,314.5,704.0,3179.9,612.5,61.7,115.2,3.795,321.9,56.1,424.7,4.08,35.7,28.2,1.25,2.875,0.1347,0.1182,2475.9
ESPJOB-0010709,0,SARB,Sandstone,Multi-Stage,ESP-538,4028.8,0.4919,282.5,790.5,3203.7,525.0,65.0,156.8,4.536,490.9,50.79,373.2,6.01,22.6,21.0,0.75,3.5,0.2153,0.1218,2413.2
ESPJOB-0019405,0,Bu Hasa,Sandstone,Single-Stage,ESP-538,2200.9,0.3748,407.0,828.4,3346.6,605.2,74.7,117.7,3.442,305.4,58.04,631.1,13.33,9.5,23.2,1.0,3.5,0.2183,0.1388,2518.2
ESPJOB-0015878,0,Bu Hasa,Carbonate,Single-Stage,ESP-675,2101.2,0.5002,477.0,1289.0,2806.8,430.4,87.8,110.1,4.664,275.7,47.76,243.8,8.0,28.7,13.7,1.25,4.5,0.0888,0.1312,1517.9
ESPJOB-0013048,0,Bu Hasa,Carbonate,Single-Stage,ESP-538,2176.0,0.8004,802.1,942.4,5106.2,776.9,83.4,122.0,5.572,306.3,48.49,79.3,29.04,40.2,30.4,0.5,3.5,0.3554,0.1407,4163.8
ESPJOB-0015022,0,Bab,Shale,Multi-Stage,ESP-675,2955.2,0.3578,925.5,913.5,3213.0,768.2,73.6,118.1,3.81,350.9,35.94,202.7,30.58,74.9,1.1,0.75,3.5,0.2391,0.1187,2299.4
ESPJOB-0000295,0,Upper Zakum,Carbonate,Single-Stage,ESP-400,2542.1,0.2202,286.1,987.8,3452.8,551.3,78.0,121.0,3.884,321.0,68.15,709.5,10.79,48.0,26.6,1.0,2.875,0.1612,0.1263,2465.0
ESPJOB-0014207,0,SARB,Carbonate,Single-Stage,ESP-562,2248.1,0.7982,552.3,789.1,3711.7,862.1,70.9,107.9,4.347,339.0,54.65,18.8,23.08,12.6,12.8,1.0,4.5,0.3312,0.1508,2922.6
ESPJOB-0012155,1,Lower Zakum,Carbonate,Multi-Stage,ESP-562,3525.3,0.4837,484.2,728.1,2283.6,349.4,87.0,136.8,3.658,426.2,60.85,440.6,11.14,12.6,44.5,0.75,2.375,0.1213,0.1209,1555.5
ESPJOB-0004697,0,Bab,Shale,Single-Stage,ESP-675,2768.2,0.7438,226.4,497.5,1437.0,237.2,81.6,130.6,4.899,336.8,59.09,203.2,40.74,9.1,16.3,0.75,2.375,0.2025,0.1217,939.4
ESPJOB-0008727,0,SARB,Carbonate,Single-Stage,ESP-400,2703.5,0.0,181.6,586.2,3138.5,613.4,85.3,112.6,3.458,347.1,51.85,181.2,15.41,53.7,13.2,0.5,2.875,0.0774,0.1284,2552.3
ESPJOB-0001477,1,Bu Hasa,Sandstone,Single-Stage,ESP-538,2595.0,0.4246,716.6,648.9,3177.1,701.9,72.8,123.1,4.56,333.6,61.27,130.1,6.92,32.2,35.9,0.75,2.375,0.3411,0.1286,2528.2
ESPJOB-0003037,1,Lower Zakum,Carbonate,Single-Stage,ESP-675,4022.0,0.4074,685.5,924.3,3079.3,449.2,75.0,154.8,4.731,510.8,50.06,322.8,5.09,40.5,12.6,1.0,2.875,0.1858,0.127,2155.0
ESPJOB-0000319,0,SARB,Sandstone,Multi-Stage,ESP-538,2531.0,0.6851,1194.3,944.1,3609.0,848.0,79.2,126.4,4.625,305.9,66.81,485.4,22.95,20.9,16.0,0.75,2.875,0.5037,0.1209,2664.9
ESPJOB-0005500,0,SARB,Carbonate,Multi-Stage,ESP-562,1735.0,0.3713,380.6,825.9,3552.2,728.2,78.3,106.3,4.409,208.7,58.27,149.4,32.1,31.8,38.7,1.25,3.5,0.2246,0.1203,2726.3
ESPJOB-0014738,0,Bab,Carbonate,Single-Stage,ESP-675,1565.9,0.4727,218.9,1003.3,3576.5,858.0,71.0,104.2,9.656535045680567,262.1,41.25,161.3,1.24,21.7,28.7,1.0,2.375,0.0983,0.1674,2573.1
ESPJOB-0011454,0,Upper Zakum,Carbonate,Single-Stage,ESP-400,3295.0,0.296,311.7,492.5,2782.4,404.2,97.6,134.7,4.909,407.4,40.02,333.6,7.16,54.6,19.6,0.5,2.875,0.1719,0.1236,2289.9
ESPJOB-0008297,0,Lower Zakum,Sandstone,Multi-Stage,ESP-538,614.9,0.4128,398.6,953.2,3139.7,612.2,51.5,83.5,2.821,198.8,41.82,260.9,12.08,7.4,9.9,0.75,3.5,0.1356,0.3233,2186.6
ESPJOB-0003903,0,Lower Zakum,Sandstone,Single-Stage,ESP-562,3247.9,0.2389,290.7,920.1,4166.7,556.7,67.6,129.2,3.804,477.2,60.8,316.3,38.22,54.2,25.2,0.75,2.875,0.1262,0.1469,3246.6
ESPJOB-0012611,0,Lower Zakum,Carbonate,Single-Stage,ESP-675,2902.1,0.5331,581.6,708.1,3603.9,674.1,66.1,116.6,3.723,406.0,70.0,25.2,32.27,20.4,21.1,1.5,2.875,0.2234,0.1399,2895.8
ESPJOB-0015152,0,Upper Zakum,Sandstone,Single-Stage,ESP-400,1814.0,0.6199,286.5,895.4,3695.3,746.7,68.6,97.8,3.983,225.0,67.13,19.5,79.61,40.7,21.9,1.5,3.5,0.2617,0.124,2799.9
ESPJOB-0014943,0,Fateh,Sandstone,Multi-Stage,ESP-562,3483.0,0.649,202.2,690.3,3580.7,650.3,89.8,156.9,4.617,413.8,56.26,272.8,17.14,57.8,5.5,1.25,3.5,0.3401,0.1188,2890.4
ESPJOB-0008753,0,Bab,Sandstone,Multi-Stage,ESP-400,2963.4,0.6198,278.9,757.4,3222.4,776.1,67.6,137.6,3.752,353.5,37.01,197.4,9.49,9.1,61.7,0.75,2.875,0.2781,0.1193,2464.9
ESPJOB-0012386,0,Bu Hasa,Carbonate,Single-Stage,ESP-562,2974.8,0.738,366.4,595.1,2229.6,350.3,74.9,130.0,3.901,355.6,58.0,125.6,14.09,25.7,21.7,1.0,2.375,0.3215,0.1195,1634.5
ESPJOB-0015196,0,SARB,Sandstone,Single-Stage,ESP-562,3126.9,0.4105,1312.4,576.8,2453.0,299.6,77.7,126.9,3.017,391.9,70.0,366.4,15.79,26.2,7.1,1.0,4.5,0.1555,0.1253,1876.1
ESPJOB-0019789,0,Bu Hasa,Carbonate,Single-Stage,ESP-675,2270.7,0.429,346.4,671.3,3957.7,685.9,83.4,120.0,3.245,265.8,60.83,375.6,31.64,18.4,15.6,1.0,3.5,0.2389,0.1171,3286.4
ESPJOB-0002470,0,Bu Hasa,Sandstone,Single-Stage,ESP-538,3090.8,0.8058,490.6,808.8,3771.8,466.7,84.2,126.7,7.137,357.1,57.86,65.4,14.38,57.2,37.8,0.5,3.5,0.2136,0.1155,2963.0
ESPJOB-0000608,0,Lower Zakum,Sandstone,Single-Stage,ESP-562,2382.7,0.3427,465.9,707.9,2791.8,609.5,97.0,104.8,4.125,286.0,58.1,542.2,20.73,52.2,12.0,1.25,2.875,0.3156,0.12,2083.8
ESPJOB-0002095,0,Fateh,Carbonate,Multi-Stage,ESP-400,3853.7,0.306,275.2,396.6,2372.5,442.6,62.2,144.1,3.371,465.7,54.3,20.6,34.55,19.9,25.8,1.5,2.875,0.1518,0.1208,1976.0
ESPJOB-0007320,0,Upper Zakum,Sandstone,Single-Stage,ESP-538,1573.8,0.3506,276.4,886.0,3825.3,872.7,80.7,94.5,4.515,249.3,63.42,43.5,2.83,38.6,8.2,1.0,2.875,0.0794,0.1584,2939.2
ESPJOB-0006930,0,Bu Hasa,Sandstone,Single-Stage,ESP-400,2005.8,0.4966,237.5,699.3,3175.7,686.6,75.6,116.0,3.778,273.2,43.57,359.3,22.45,23.0,28.9,1.0,2.875,0.2946,0.1362,2476.4
ESPJOB-0016526,0,Fateh,Carbonate,Single-Stage,ESP-538,3124.2,0.3363,562.1,866.7,2973.2,462.3,68.0,126.7,4.319,376.2,66.96,76.8,46.83,59.0,12.8,1.25,2.875,0.1084,0.1204,2106.5
ESPJOB-0010141,0,Lower Zakum,Carbonate,Multi-Stage,ESP-562,2905.6,0.3409,418.7,726.9,3090.7,677.1,87.3,132.3,3.928,386.8,59.53,174.2,11.64,12.4,23.5,1.25,3.5,0.194,0.1331,2363.8
ESPJOB-0010629,0,SARB,Sandstone,Multi-Stage,ESP-538,2239.5,0.5448,689.5,1122.3,4146.5,526.5,71.6,104.7,3.417,319.2,51.04,189.6,34.17,72.6,12.9,1.0,2.875,0.1779,0.1425,3024.2
ESPJOB-0000676,0,Bab,Sandstone,Single-Stage,ESP-400,1738.6,0.0,245.1,869.0,3148.6,573.1,72.2,90.4,3.832,256.2,59.12,486.8,5.68,35.0,23.0,1.5,2.875,0.0742,0.1473,2279.5
ESPJOB-0001522,0,Bu Hasa,Carbonate,Smart,ESP-538,1639.3,0.0007,108.7,566.3,3129.3,385.6,91.8,85.5,3.612,225.5,46.81,131.5,14.99,36.1,20.4,0.75,3.5,0.0222,0.1376,2563.0
ESPJOB-0002880,1,Upper Zakum,Sandstone,Multi-Stage,ESP-400,3571.0,0.5873,794.3,700.2,3090.1,521.1,79.0,141.4,4.101,520.8,54.63,65.5,31.0,25.6,17.9,1.5,4.5,0.4836,0.1458,2389.9
ESPJOB-0005170,0,Bab,Carbonate,Multi-Stage,ESP-675,2428.9,0.7234,1432.1,749.4,3999.6,530.1,75.8,112.0,3.733,385.1,68.74,499.1,6.02,43.9,17.3,1.0,2.375,0.2672,0.1585,3250.2
ESPJOB-0009797,1,Lower Zakum,Sandstone,Single-Stage,ESP-538,4443.7,0.986,508.0,551.6,3301.9,718.6,67.4,178.7,5.266,531.9,51.03,234.1,27.97,16.6,23.6,1.25,2.375,0.5843,0.1197,2750.3
ESPJOB-0004053,0,Bu Hasa,Carbonate,Single-Stage,ESP-400,2871.8,0.5919,1026.4,735.7,3705.5,651.6,81.4,119.0,3.248,392.5,70.0,347.4,6.63,69.7,11.8,0.75,2.875,0.3491,0.1367,2969.8
ESPJOB-0010857,0,Bab,Carbonate,Single-Stage,ESP-538,2029.8,0.8011,455.2,1159.5,2882.6,411.1,60.4,118.8,3.923,273.0,64.46,98.2,7.84,29.4,11.4,1.0,3.5,0.1859,0.1345,1723.1
ESPJOB-0017598,0,Upper Zakum,Sandstone,Single-Stage,ESP-538,3258.0,0.3692,326.1,987.9,3046.2,706.3,76.3,143.0,5.258,336.9,69.13,338.3,55.69,60.8,12.3,1.0,2.375,0.2095,0.1034,2058.3
ESPJOB-0014257,0,Bab,Sandstone,Multi-Stage,ESP-400,1593.3,0.3494,575.4,1212.7,3883.8,898.2,67.1,108.6,2.311,224.3,58.78,541.3,15.95,15.3,0.7,1.0,2.875,0.149,0.1408,2671.1
ESPJOB-0017295,0,Bu Hasa,Shale,Multi-Stage,ESP-538,2567.5,0.3987,316.3,641.5,2972.8,437.9,59.7,116.1,5.033,345.9,50.89,261.8,12.44,27.6,35.9,0.75,2.875,0.234,0.1347,2331.4
ESPJOB-0012885,0,Bu Hasa,Carbonate,Single-Stage,ESP-400,2262.2,0.4548,417.9,991.6,3269.9,621.2,74.6,112.2,3.732,313.6,48.77,78.7,44.45,17.9,13.3,0.5,2.375,0.188,0.1386,2278.3
ESPJOB-0008268,0,Fateh,Sandstone,Single-Stage,ESP-562,470.1,0.0903,600.8,864.0,3136.0,677.1,85.8,69.8,1.539,92.4,54.34,389.0,21.43,79.8,4.8,1.0,2.875,0.0179,0.1966,2272.0
ESPJOB-0006955,0,Upper Zakum,Carbonate,Multi-Stage,ESP-562,2348.4,0.6204,205.3,941.8,2583.9,390.8,72.3,125.1,5.736,349.2,54.58,36.8,10.91,49.8,7.9,0.75,2.875,0.1388,0.1487,1642.1
ESPJOB-0009154,0,SARB,Sandstone,Multi-Stage,ESP-538,1626.0,0.244,250.1,1262.7,4338.5,773.6,58.3,91.4,3.752,240.5,63.84,436.2,1.75,49.4,15.1,1.0,3.5,0.1172,0.1479,3075.8
ESPJOB-0015861,0,Bab,Carbonate,Single-Stage,ESP-400,2420.8,0.402,612.1,1016.7,4541.0,754.0,78.3,125.3,3.48,329.6,60.72,67.0,6.16,18.0,7.6,1.0,3.5,0.2017,0.1362,3524.3
ESPJOB-0019335,0,Upper Zakum,Carbonate,Multi-Stage,ESP-400,4337.6,0.7379,232.4,619.3,2578.0,429.0,76.9,153.2,5.298,580.8,57.98,637.2,26.84,32.6,41.6,1.25,2.875,0.2767,0.1339,1958.6
ESPJOB-0010548,1,Fateh,Carbonate,Single-Stage,ESP-538,3193.0,0.1495,236.4,1007.4,3371.2,485.1,78.5,144.4,5.38,409.7,50.44,380.0,55.42,6.6,3.6,0.75,2.875,0.2163,0.1283,2363.8
ESPJOB-0014758,0,Bab,Carbonate,Single-Stage,ESP-400,1246.3,0.1101,273.9,989.1,3326.1,542.5,70.5,90.7,2.08,177.8,39.11,177.3,8.9,40.6,17.7,1.0,2.375,0.0248,0.1426,2337.0
ESPJOB-0014127,1,Fateh,Sandstone,Multi-Stage,ESP-538,2407.5,0.3516,415.4,710.4,2589.3,384.0,69.3,122.4,5.34,315.2,53.58,332.5,88.95,44.8,28.7,1.0,2.875,0.2721,0.1309,1878.9
