JobID,Frac_Outcome,ProppantType,ProppantVolume_ton,FluidType,PadVolume_m3,ReservoirDepth_m,Porosity_frac,Permeability_mD,LateralLength_m,PumpingRate_bpm,InjectionPressure_psi,StageCount,SlurryRate_bpm,WellAge_years,PreviousStimulations,FormationType,Frac_Success_Prob
JOB-0000755,1,White Sand,383.4,Slickwater,683.4,3253.7,0.1403,0.56,2700.6,47.7,4608,40,42.4,5.14,0,Sandstone,0.636
JOB-0000183,0,Brown Sand,422.9,Slickwater,1514.5,2955.8,0.0791,1.218,2591.4,36.7,5588,46,38.0,3.86,1,Shale,0.3086
JOB-0000023,1,White Sand,427.3,Slickwater,1251.3,2140.4,0.1446,1.177,2091.4,43.8,4265,42,41.5,4.35,0,Carbonate,0.6968
JOB-0000470,0,Resin-Coated Sand,202.1,Hybrid,364.8,3014.0,0.2075,6.509,905.1,41.0,4391,12,42.2,1.0,1,Carbonate,0.7509
JOB-0000263,1,Brown Sand,257.5,Slickwater,1026.8,3071.0,0.1597,1.916,1507.5,44.8,3999,30,46.5,1.85,1,Carbonate,0.4731
JOB-0000551,1,White Sand,836.4,Slickwater,1225.0,2609.4,0.1484,3.969,3118.6,36.6,4013,46,35.0,3.43,0,Carbonate,0.9715
JOB-0000979,1,Ceramic,532.2,Slickwater,1193.4,3422.1,0.1635,1.11,2910.4,49.6,5127,55,56.0,4.91,0,Carbonate,0.9419
JOB-0000998,0,White Sand,209.2,Slickwater,537.6,2344.9,0.1439,2.393,1459.6,58.2,4416,27,60.9,5.09,2,Carbonate,0.3114
JOB-0000572,0,Resin-Coated Sand,330.9,Slickwater,671.0,3328.4,0.1224,0.306,1962.0,46.5,5193,27,46.3,3.02,0,Shale,0.4162
JOB-0000722,0,Brown Sand,268.7,Slickwater,641.4,3348.6,0.1308,3.627,1371.0,34.9,4735,28,37.9,4.44,0,Carbonate,0.2555
JOB-0000431,1,Resin-Coated Sand,474.7,Hybrid,596.9,3421.9,0.1374,2.5,2252.2,38.1,5705,34,30.3,5.05,0,Shale,0.5705
JOB-0000878,1,Brown Sand,378.5,Hybrid,1014.0,3408.5,0.1213,0.831,2170.7,32.7,4858,36,34.6,0.6,1,Sandstone,0.3679
JOB-0000341,1,White Sand,500.6,Slickwater,1024.3,3904.9,0.1136,13.137,2526.8,37.1,4788,42,37.6,4.41,0,Carbonate,0.8688
JOB-0000786,0,Ceramic,279.7,Crosslinked Gel,1179.8,2730.4,0.1103,1.061,2017.3,49.5,4653,33,50.3,2.57,0,Carbonate,0.4827
JOB-0000548,1,White Sand,362.3,Crosslinked Gel,1159.0,2954.6,0.1094,1.853,2528.1,40.2,4872,43,44.5,0.0,0,Carbonate,0.7878
JOB-0000495,0,White Sand,361.9,Slickwater,1292.5,3237.9,0.1554,1.849,2090.5,46.0,5060,43,42.8,5.07,2,Carbonate,0.4947
JOB-0000046,0,White Sand,389.8,Hybrid,1054.5,1552.5,0.1271,5.112,1844.5,36.0,3537,29,36.3,0.42,0,Sandstone,0.8181
JOB-0000977,1,Brown Sand,551.7,Crosslinked Gel,1181.1,2585.8,0.1026,1.404,2585.4,57.0,4335,47,53.7,0.36,0,Carbonate,0.8728
JOB-0000753,1,Brown Sand,346.3,Slickwater,1161.9,3681.4,0.1647,0.812,2323.6,66.4,5332,41,67.9,2.14,0,Sandstone,0.8494
JOB-0000528,1,White Sand,578.2,Hybrid,1174.3,3049.0,0.1452,0.514,2718.0,32.1,4217,43,30.0,0.0,0,Shale,0.6906
JOB-0000973,1,White Sand,457.5,Slickwater,764.3,3586.9,0.21,2.245,2132.7,69.1,5167,33,64.2,5.24,1,Carbonate,0.9482
JOB-0000813,1,Resin-Coated Sand,505.9,Crosslinked Gel,1326.6,1606.8,0.2204,7.337,2617.3,47.0,3468,42,43.4,5.68,0,Carbonate,0.9893
JOB-0000875,1,Resin-Coated Sand,432.5,Slickwater,647.8,2647.8,0.04,1.589,2021.1,34.3,3740,31,36.1,4.04,0,Shale,0.1179
JOB-0000201,0,Resin-Coated Sand,326.4,Hybrid,615.6,3432.3,0.131,2.637,1604.4,40.3,5871,32,43.5,4.49,2,Sandstone,0.221
JOB-0000530,1,Brown Sand,508.3,Crosslinked Gel,1494.6,3422.4,0.1863,5.877,2603.2,39.3,5815,44,33.1,2.13,0,Carbonate,0.9577
JOB-0000205,1,White Sand,515.9,Slickwater,1158.3,2438.8,0.1415,3.154,2408.3,35.0,3503,39,35.2,2.98,0,Sandstone,0.8713
JOB-0000506,0,Resin-Coated Sand,116.8,Slickwater,311.4,4148.0,0.1662,0.683,610.0,49.9,6244,14,50.2,3.35,2,Carbonate,0.0542
JOB-0000841,1,Ceramic,602.4,Slickwater,1199.0,3576.8,0.0924,3.914,2906.8,43.2,5365,56,40.7,2.57,0,Sandstone,0.9329
JOB-0000331,0,Brown Sand,325.3,Crosslinked Gel,720.6,2616.8,0.1585,0.782,1489.7,42.5,4195,31,53.8,1.78,0,Shale,0.53
JOB-0000118,1,Resin-Coated Sand,311.2,Slickwater,556.7,2927.0,0.1391,3.114,1619.0,54.0,5183,31,52.0,6.08,0,Shale,0.6467
JOB-0000917,0,Brown Sand,316.7,Slickwater,731.1,1904.4,0.1356,1.665,1823.8,52.1,3868,26,48.6,6.56,0,Sandstone,0.5284
JOB-0000819,0,Brown Sand,271.6,Slickwater,496.5,3691.9,0.1514,2.757,1385.9,61.0,5481,17,66.5,0.0,0,Sandstone,0.712
JOB-0000703,0,Resin-Coated Sand,386.7,Crosslinked Gel,1362.0,4237.2,0.0978,3.313,2168.7,38.1,5644,39,33.4,5.24,0,Carbonate,0.42
JOB-0000273,1,White Sand,375.6,Crosslinked Gel,604.1,3307.6,0.2002,4.018,1678.9,52.4,4611,24,48.2,0.84,0,Shale,0.91
JOB-0000893,1,White Sand,437.0,Slickwater,1101.6,2849.8,0.1074,14.913,2542.7,44.6,4432,46,44.0,2.65,0,Shale,0.9307
JOB-0000936,1,White Sand,450.2,Slickwater,717.9,4022.8,0.1518,5.944,1835.8,16.1,5954,31,10.0,5.68,0,Sandstone,0.2806
JOB-0000486,1,Resin-Coated Sand,342.6,Slickwater,952.3,3232.2,0.1478,8.022,2580.1,47.8,5305,41,48.1,1.86,0,Sandstone,0.957
JOB-0000436,1,Resin-Coated Sand,334.7,Hybrid,1407.1,3275.3,0.1564,1.006,2434.8,48.6,4114,40,59.6,1.69,0,Shale,0.8938
JOB-0000545,0,Brown Sand,425.2,Slickwater,928.5,2677.2,0.1683,0.298,2385.8,27.4,4167,40,27.7,0.0,0,Sandstone,0.6374
JOB-0000493,1,Resin-Coated Sand,496.1,Slickwater,696.0,2065.8,0.1446,6.116,2863.7,45.3,3635,48,51.5,0.0,2,Carbonate,0.9472
JOB-0000257,1,Brown Sand,392.4,Crosslinked Gel,1164.2,2615.8,0.1683,5.885,2077.4,37.4,4412,32,39.5,2.03,1,Shale,0.8454
JOB-0000035,0,Brown Sand,338.3,Slickwater,1080.1,3467.4,0.0696,3.489,1975.8,46.6,4446,31,44.0,1.43,0,Sandstone,0.5672
JOB-0000580,1,White Sand,279.5,Slickwater,1129.6,3206.3,0.0917,3.101,1580.0,36.5,5648,27,42.7,4.68,0,Sandstone,0.2738
JOB-0000218,1,Resin-Coated Sand,484.1,Slickwater,1008.0,3706.2,0.1735,8.506,2327.6,32.6,4289,40,33.3,6.49,1,Carbonate,0.8954
JOB-0000844,1,Ceramic,665.4,Crosslinked Gel,862.5,3284.1,0.163,18.538,2842.5,44.3,5837,48,44.0,4.2,0,Sandstone,0.9875
JOB-0000215,0,White Sand,202.0,Crosslinked Gel,618.7,2287.5,0.0419,4.931,1102.9,43.4,3824,20,45.2,6.32,0,Carbonate,0.0998
JOB-0000931,1,Brown Sand,539.3,Crosslinked Gel,1459.5,2561.7,0.1564,2.581,2388.8,50.3,4183,45,44.9,3.38,0,Sandstone,0.9183
JOB-0000265,1,Ceramic,578.9,Slickwater,1170.9,2346.5,0.1901,9.994,3438.6,44.3,4022,63,49.5,2.94,0,Sandstone,0.9971
JOB-0000969,0,Brown Sand,173.2,Slickwater,774.1,2365.9,0.1789,0.561,1185.6,54.0,4034,26,50.4,2.83,0,Carbonate,0.3958
JOB-0000501,0,White Sand,339.8,Hybrid,626.6,2829.3,0.1626,0.792,1835.1,49.4,5204,30,47.0,1.21,2,Shale,0.4468
JOB-0000515,1,Brown Sand,375.7,Slickwater,890.9,2395.3,0.1135,2.671,2057.7,43.1,3452,39,43.1,2.04,1,Carbonate,0.5785
JOB-0000622,1,Brown Sand,331.0,Slickwater,880.8,3965.0,0.2442,1.078,1529.2,52.8,6901,32,54.7,2.97,1,Sandstone,0.8228
JOB-0000982,1,White Sand,428.4,Slickwater,784.0,3836.8,0.0831,9.82,2022.0,21.3,5501,32,23.5,5.47,0,Sandstone,0.2465
JOB-0000820,1,Brown Sand,424.3,Slickwater,983.7,3322.8,0.1563,0.965,2213.5,31.2,4829,40,28.0,1.1,0,Sandstone,0.6483
JOB-0000543,1,Resin-Coated Sand,423.8,Crosslinked Gel,776.9,3575.7,0.1139,2.84,2348.3,54.7,5364,36,58.7,2.89,0,Sandstone,0.7856
JOB-0000138,0,White Sand,415.9,Slickwater,833.8,1647.7,0.0791,1.593,2609.8,43.8,4412,39,44.3,3.26,0,Sandstone,0.5074
JOB-0000253,1,Resin-Coated Sand,452.9,Crosslinked Gel,993.9,3552.0,0.1282,1.381,2533.0,38.6,4946,44,40.1,5.35,1,Sandstone,0.6332
JOB-0000379,1,White Sand,420.3,Crosslinked Gel,1364.2,1415.6,0.1384,,2739.9,55.5,3418,45,54.3,1.82,0,Sandstone,0.913
JOB-0000787,1,Brown Sand,504.6,Crosslinked Gel,1329.5,2339.1,0.1198,1.216,2583.6,55.1,5121,42,46.2,3.66,1,Shale,0.6634
JOB-0000327,1,White Sand,369.3,Hybrid,536.3,3344.9,0.0807,5.309,1759.8,33.9,5073,30,36.2,5.36,0,Shale,0.2969
JOB-0000928,1,Brown Sand,318.1,Slickwater,835.8,2300.3,0.106,6.253,1894.7,49.9,4447,26,44.9,3.67,1,Sandstone,0.6135
JOB-0000695,1,White Sand,571.9,Slickwater,589.3,2584.0,0.136,0.491,2479.7,52.4,4402,41,53.8,0.0,0,Carbonate,0.8728
JOB-0000461,0,White Sand,383.6,Slickwater,1000.4,2861.3,0.1301,2.557,1993.6,23.1,4576,32,22.3,4.08,1,Carbonate,0.1861
JOB-0000911,1,Brown Sand,341.9,Hybrid,781.9,2743.6,0.1793,4.876,1783.4,41.9,3956,31,46.4,4.16,0,Sandstone,0.8843
JOB-0000114,1,Resin-Coated Sand,406.9,Hybrid,428.1,3629.9,0.0897,0.758,1701.4,50.2,4908,26,51.5,4.34,0,Shale,0.4212
JOB-0000536,1,Brown Sand,580.4,Slickwater,624.8,4598.6,0.1555,1.149,2424.0,42.0,5783,43,45.1,4.58,0,Shale,0.7939
JOB-0000211,1,Resin-Coated Sand,532.1,Hybrid,1207.4,3313.1,0.0973,3.707,2763.8,55.9,4962,41,55.8,1.62,1,Shale,0.8562
JOB-0000684,1,Resin-Coated Sand,523.6,Slickwater,1123.3,3048.5,0.1489,2.138,2728.7,46.1,5593,43,49.5,3.61,0,Sandstone,0.9342
JOB-0000504,0,Brown Sand,333.6,Hybrid,822.9,3139.5,0.1942,11.325,1772.1,34.0,4537,29,36.6,4.43,1,Sandstone,0.8825
JOB-0000050,1,Brown Sand,317.6,Slickwater,313.8,2484.7,0.1346,2.137,1934.0,66.8,4383,24,63.1,1.32,0,Shale,0.7555
JOB-0000744,1,Ceramic,399.3,Hybrid,789.8,2518.5,0.173,1.528,1822.9,69.5,4205,29,71.3,1.89,0,Carbonate,0.9521
JOB-0000925,1,Resin-Coated Sand,788.9,Slickwater,1437.0,3539.1,0.1896,4.532,3304.6,62.4,4474,60,58.5,3.16,1,Sandstone,0.9962
JOB-0000018,1,Brown Sand,405.4,Crosslinked Gel,962.8,4761.6,0.1247,0.248,2513.9,50.0,6428,42,59.8,3.86,0,Shale,0.5217
JOB-0000191,0,Brown Sand,285.7,Slickwater,990.6,3378.6,0.1279,0.521,1629.2,41.6,4394,28,36.4,0.88,1,Carbonate,0.2627
JOB-0000834,0,Ceramic,261.4,Slickwater,641.0,2872.7,0.1928,6.291,1214.4,34.7,4444,20,33.0,6.31,1,Carbonate,0.6305
JOB-0000635,0,Brown Sand,240.3,Slickwater,462.8,3102.3,0.1015,3.531,1446.5,59.4,4771,23,63.7,5.63,0,Carbonate,0.4995
JOB-0000008,1,White Sand,435.1,Slickwater,1447.0,3160.2,0.1251,0.587,2719.3,36.7,5047,48,33.8,1.57,0,Shale,0.5333
JOB-0000391,0,Resin-Coated Sand,295.0,Crosslinked Gel,236.1,2746.7,0.0746,0.805,1380.4,38.6,4301,24,32.4,6.22,0,Shale,0.0397
JOB-0000144,0,White Sand,312.0,Slickwater,1328.4,3114.1,0.1061,2.451,2199.1,24.9,4854,37,30.5,5.28,0,Shale,0.3323
JOB-0000105,1,Brown Sand,583.4,Slickwater,806.1,3429.9,0.1626,0.961,2809.2,37.0,5486,36,30.4,0.0,0,Carbonate,0.9031
JOB-0000358,1,Brown Sand,516.5,Slickwater,960.2,4104.8,0.2115,1.676,2593.3,49.5,6193,41,52.5,0.0,0,Shale,0.9638
JOB-0000713,1,White Sand,629.1,Slickwater,851.8,3435.8,0.1027,2.269,2797.1,63.8,5836,48,62.0,0.7,1,Sandstone,0.8324
JOB-0000879,1,Resin-Coated Sand,325.5,Crosslinked Gel,606.6,3685.8,,5.154,1842.1,46.2,5669,29,53.6,1.9,1,Sandstone,0.8971
JOB-0000559,0,White Sand,221.3,Slickwater,460.2,2361.0,0.1585,0.636,1269.4,35.1,3731,18,35.7,4.07,0,Sandstone,0.3243
JOB-0000326,1,Resin-Coated Sand,601.8,Hybrid,974.3,3023.9,0.1103,0.899,2913.0,46.0,4308,49,43.3,3.24,0,Carbonate,0.8361
JOB-0000443,0,White Sand,543.9,Crosslinked Gel,1505.3,3635.8,0.1352,5.997,2956.6,28.0,5166,51,26.4,4.68,0,Sandstone,0.8546
JOB-0000952,1,White Sand,329.3,Slickwater,1151.5,3907.4,0.1284,5.267,2037.1,63.5,5446,38,64.1,2.35,0,Carbonate,0.9143
JOB-0000896,0,Ceramic,263.9,Slickwater,457.8,2845.6,0.1469,1.08,1647.3,56.6,4311,20,50.5,3.65,2,Sandstone,0.5912
JOB-0000843,1,White Sand,450.9,Slickwater,1315.9,2694.1,0.1248,2.171,2205.7,56.1,4002,38,62.1,3.35,0,Sandstone,0.9207
JOB-0000414,1,Brown Sand,321.7,Slickwater,641.8,3505.9,,2.143,1790.5,30.9,4991,31,27.1,1.91,0,Carbonate,0.5716
JOB-0000090,1,White Sand,395.0,Hybrid,776.6,3740.2,0.1151,1.188,1602.8,42.2,5190,28,46.1,4.37,0,Shale,0.4315
JOB-0000291,0,Brown Sand,549.7,Slickwater,1676.1,2960.7,0.082,1.218,2644.7,38.5,4133,51,37.7,0.23,1,Shale,0.4437
JOB-0000891,1,Ceramic,455.4,Crosslinked Gel,785.2,2529.0,0.1694,1.047,2035.7,51.7,4192,34,44.7,2.29,0,Carbonate,0.8878
JOB-0000714,1,Brown Sand,542.6,Slickwater,1277.9,2926.6,0.1778,44.149,2920.5,47.9,3794,45,43.1,4.64,0,Sandstone,0.995
JOB-0000507,1,Brown Sand,472.8,Hybrid,555.9,2354.8,0.1387,4.585,2348.9,44.0,4447,37,36.2,0.85,0,Shale,0.8055
JOB-0000456,1,Ceramic,307.3,Hybrid,713.4,2085.3,0.1494,1.643,1849.7,37.8,3435,29,39.4,2.56,0,Sandstone,0.7032
JOB-0000943,1,Resin-Coated Sand,519.2,Crosslinked Gel,1063.4,1858.9,0.1895,0.219,2778.1,46.0,3782,50,42.4,0.0,0,Carbonate,0.9507
JOB-0000576,1,White Sand,350.0,Crosslinked Gel,605.7,2155.9,0.1606,4.088,1609.4,37.5,3128,30,44.3,1.92,0,Sandstone,0.7667
JOB-0000919,1,Resin-Coated Sand,320.9,Crosslinked Gel,714.2,3232.3,0.1285,1.04,1569.9,49.7,5077,28,52.6,3.05,0,Shale,0.4705
JOB-0000656,1,Brown Sand,407.6,Crosslinked Gel,793.9,2242.4,0.1239,10.585,1943.2,41.9,6332,30,37.0,2.75,1,Carbonate,0.732
JOB-0000570,0,Brown Sand,393.6,Hybrid,720.8,3525.5,0.13,2.175,2120.1,48.5,5832,32,48.9,1.33,0,Shale,0.6942
JOB-0000301,1,Resin-Coated Sand,405.0,Crosslinked Gel,1587.1,3208.8,0.2092,1.424,3203.6,45.5,5363,58,46.3,1.93,0,Sandstone,0.9832
JOB-0000219,0,Resin-Coated Sand,380.2,Crosslinked Gel,725.3,3219.8,0.1148,1.816,1887.7,47.1,5048,31,44.9,5.95,0,Sandstone,0.4572
JOB-0000241,1,White Sand,398.6,Hybrid,918.1,3959.3,0.1382,0.989,1985.7,54.7,4530,39,52.4,4.43,0,Sandstone,0.7982
JOB-0000098,0,Brown Sand,287.1,Slickwater,906.6,2703.2,0.1667,1.811,1806.4,55.6,4718,29,56.7,1.93,1,Shale,0.7018
JOB-0000631,0,Brown Sand,288.6,Hybrid,509.2,3819.8,0.1218,0.76,1498.5,39.2,4853,23,33.0,4.57,0,Sandstone,0.1409
JOB-0000405,1,Ceramic,380.3,Crosslinked Gel,748.7,3061.3,0.0918,1.593,2145.2,33.7,5084,33,32.3,0.0,1,Carbonate,0.3458
JOB-0000163,1,Brown Sand,525.0,Slickwater,723.8,2380.7,0.1645,0.872,2685.1,48.6,4536,52,45.1,1.4,0,Shale,0.8922
JOB-0000230,1,White Sand,391.2,Slickwater,1157.8,2372.6,0.1449,3.347,1913.7,46.8,3656,45,45.5,6.38,0,Sandstone,0.8559
JOB-0000458,1,Resin-Coated Sand,492.2,Crosslinked Gel,507.1,2782.9,0.1824,1.901,2787.7,45.3,5161,46,36.5,1.69,0,Shale,0.9166
JOB-0000293,0,Resin-Coated Sand,354.5,Slickwater,774.1,2207.3,0.0853,0.987,1849.7,36.5,3559,30,31.2,2.92,0,Sandstone,0.3042
JOB-0000582,1,Brown Sand,234.5,Slickwater,442.8,3306.8,0.1964,25.357,1616.1,46.9,5062,20,51.6,0.0,0,Shale,0.9664
JOB-0000779,1,Brown Sand,306.4,Crosslinked Gel,729.9,2916.3,0.1849,0.776,1887.3,47.8,5277,34,41.1,4.9,1,Sandstone,0.5412
JOB-0000130,1,Brown Sand,340.8,Slickwater,592.0,2279.4,0.1538,1.854,1583.8,48.8,3799,28,53.6,4.68,0,Sandstone,0.6685
JOB-0000153,1,Brown Sand,573.7,Hybrid,1294.4,3401.1,0.1743,2.198,3042.6,48.1,5743,51,44.7,1.44,0,Sandstone,0.9743
JOB-0000295,0,White Sand,249.5,Crosslinked Gel,651.5,2771.0,0.1094,0.423,1421.6,30.2,4808,28,32.4,4.98,0,Sandstone,0.0956
JOB-0000595,0,White Sand,531.8,Crosslinked Gel,867.6,3763.2,0.1708,8.638,2732.0,43.2,5530,42,33.5,6.2,0,Carbonate,0.9277
JOB-0000350,1,Ceramic,522.1,Slickwater,1306.6,3093.0,0.1197,1.238,2814.2,41.4,4536,46,37.9,3.65,0,Shale,0.7962
JOB-0000305,1,Resin-Coated Sand,381.4,Slickwater,870.1,3434.8,0.1223,1.088,2409.3,44.2,4565,33,40.0,5.49,0,Shale,0.5985
JOB-0000678,1,White Sand,227.3,Hybrid,610.6,2727.6,0.0967,0.537,1624.4,42.4,4357,30,47.5,3.99,0,Carbonate,0.2143
JOB-0000989,1,White Sand,522.9,Slickwater,1192.8,2667.0,0.0884,3.442,2508.6,78.9,4797,47,76.1,2.82,0,Sandstone,0.9438
JOB-0000032,0,White Sand,298.5,Hybrid,898.4,3081.5,0.0772,0.669,1587.5,28.3,4538,29,25.2,5.64,0,Sandstone,0.0584
JOB-0000670,0,White Sand,551.6,Hybrid,930.2,2460.4,0.1197,2.729,2715.9,45.9,4679,44,40.4,5.06,0,Shale,0.7289
JOB-0000156,1,Ceramic,509.5,Slickwater,1301.5,1937.3,0.1599,10.297,2768.8,52.2,3870,50,50.1,3.26,0,Carbonate,0.9932
JOB-0000115,0,Ceramic,310.3,Slickwater,624.2,2492.2,0.1408,0.904,2049.1,50.9,4654,33,46.9,6.0,1,Sandstone,0.5506
JOB-0000074,1,White Sand,341.6,Hybrid,521.9,2795.2,0.1634,4.834,1423.8,49.2,4503,28,47.9,1.29,0,Carbonate,0.8462
JOB-0000208,1,Brown Sand,311.9,Crosslinked Gel,614.5,2993.9,0.1446,2.141,1668.6,50.0,5118,28,49.3,1.94,1,Carbonate,0.3979
JOB-0000401,1,Brown Sand,554.8,Crosslinked Gel,685.5,3266.6,0.1815,1.16,3069.8,30.0,4982,51,31.4,5.2,1,Carbonate,0.7818
JOB-0000103,1,White Sand,718.5,Crosslinked Gel,1143.8,2997.9,0.1566,2.845,2700.1,46.8,4076,47,50.2,4.58,0,Sandstone,0.9388
JOB-0000564,1,Ceramic,547.7,Slickwater,1174.6,3497.8,0.115,0.812,2637.0,44.2,5335,57,46.5,4.48,0,Sandstone,0.804
JOB-0000583,1,White Sand,337.6,Slickwater,660.9,2839.7,0.1552,0.512,1627.9,59.0,4764,29,59.4,3.24,0,Carbonate,0.6955
JOB-0000764,1,White Sand,470.5,Slickwater,845.8,2505.2,0.1658,0.633,2051.7,44.0,4528,32,40.4,6.13,0,Shale,0.639
JOB-0000824,1,White Sand,467.7,Crosslinked Gel,809.0,2052.0,0.1621,0.458,2022.4,35.5,3479,33,37.5,6.37,1,Sandstone,0.4585
JOB-0000555,1,Brown Sand,310.6,Slickwater,673.7,3184.4,0.1748,2.287,1738.9,35.8,4807,32,32.7,2.79,0,Shale,0.5758
JOB-0000866,1,White Sand,358.9,Slickwater,805.5,4341.2,0.1769,2.412,2177.4,54.9,6795,38,49.2,5.83,0,Sandstone,0.8861
JOB-0000767,1,White Sand,705.9,Slickwater,1047.5,2162.5,0.102,1.735,2832.0,24.6,6017,48,27.6,0.46,1,Carbonate,0.6442
JOB-0000579,1,Brown Sand,517.6,Crosslinked Gel,587.8,2477.1,0.1658,2.164,2128.8,42.2,3625,32,41.9,3.21,0,Sandstone,0.8105
JOB-0000920,1,Resin-Coated Sand,321.7,Slickwater,966.5,3781.4,0.1953,8.591,1738.0,51.0,5302,36,42.9,4.94,0,Carbonate,0.9591
JOB-0000021,1,Resin-Coated Sand,689.6,Slickwater,1690.1,1991.3,0.1732,0.435,3054.0,57.6,4127,60,64.1,4.92,0,Carbonate,0.9732
JOB-0000796,1,Ceramic,556.4,Hybrid,1104.1,3866.8,0.1628,2.04,2462.1,51.5,5106,43,53.1,0.17,0,Sandstone,0.9776
JOB-0000524,1,Resin-Coated Sand,384.8,Slickwater,1114.3,2737.3,0.0557,4.363,2522.1,49.9,4377,38,50.9,0.0,0,Sandstone,0.8058
JOB-0000728,1,Brown Sand,442.9,Slickwater,709.7,2050.3,0.1139,7.397,2105.3,47.1,4080,33,35.5,5.06,0,Sandstone,0.7729
JOB-0000862,0,Brown Sand,464.5,Slickwater,561.3,2046.6,0.1071,,2319.0,45.5,3893,31,44.5,8.47,0,Carbonate,0.5755
JOB-0000370,1,White Sand,680.9,Crosslinked Gel,1481.4,3435.2,0.0911,0.779,3199.6,65.8,5022,50,62.0,2.46,1,Sandstone,0.853
JOB-0000664,1,White Sand,450.1,Slickwater,1465.3,3243.5,0.1832,3.0,2640.2,46.6,4947,42,41.3,3.71,2,Shale,0.8202
JOB-0000248,0,Resin-Coated Sand,355.5,Hybrid,1604.2,2506.4,0.0856,0.436,2319.4,33.6,3973,48,33.5,4.16,1,Carbonate,0.1916
JOB-0000823,0,White Sand,174.5,Slickwater,418.2,3654.8,0.1722,0.888,736.5,48.5,4940,14,46.8,0.72,0,Carbonate,0.2936
JOB-0000167,0,Brown Sand,139.3,Hybrid,550.7,3133.1,0.1854,4.398,1147.6,30.5,5334,19,29.7,2.92,0,Sandstone,0.2838
JOB-0000800,0,Brown Sand,557.3,Slickwater,947.5,3536.6,0.0875,1.409,2366.9,42.2,5034,41,36.2,5.66,0,Shale,0.3485
JOB-0000099,1,White Sand,460.8,Slickwater,834.9,2999.7,0.1732,2.576,1743.1,39.1,3933,31,32.1,0.0,1,Sandstone,0.7754
JOB-0000655,1,Ceramic,259.9,Slickwater,610.4,2593.9,0.1687,3.629,1298.3,57.0,4425,19,52.8,3.12,0,Carbonate,0.8331
JOB-0000082,0,Ceramic,613.7,Hybrid,1075.5,3395.6,0.04,0.322,3411.0,23.0,5247,56,18.5,2.69,0,Sandstone,0.3081
JOB-0000984,1,Brown Sand,363.6,Hybrid,823.9,2489.0,0.156,2.213,1731.2,46.8,4762,30,48.0,5.73,0,Carbonate,0.711
JOB-0000389,1,Resin-Coated Sand,504.4,Crosslinked Gel,1773.2,3058.7,0.1524,3.971,2768.9,46.4,4977,49,47.7,4.55,0,Sandstone,0.9431
JOB-0000609,0,Resin-Coated Sand,299.2,Crosslinked Gel,754.2,2184.7,0.0619,1.262,1429.5,55.0,3311,22,49.7,3.33,1,Shale,0.1302
JOB-0000707,1,Brown Sand,514.4,Hybrid,1068.2,3320.2,0.2515,1.635,2515.2,47.2,4816,42,46.7,2.91,2,Carbonate,0.9688
JOB-0000459,1,White Sand,320.3,Slickwater,1134.4,2675.9,0.1469,4.428,3060.8,40.6,4538,50,45.4,6.56,0,Carbonate,0.8942
JOB-0000958,0,White Sand,596.3,Slickwater,1234.1,3188.6,0.0464,2.384,3208.3,22.9,5129,54,24.0,3.95,1,Shale,0.2458
JOB-0000518,1,Brown Sand,330.0,Slickwater,1023.2,3300.7,0.1841,0.147,1845.8,37.1,5679,33,35.5,2.84,0,Shale,0.549
JOB-0000371,0,Resin-Coated Sand,602.6,Hybrid,503.8,2854.9,0.1144,0.252,2656.7,35.8,4413,40,33.6,2.95,0,Shale,0.4009
JOB-0000387,0,Brown Sand,510.3,Crosslinked Gel,1791.3,2677.8,0.0943,3.098,2978.3,60.0,4468,55,54.5,2.8,0,Shale,0.8815
JOB-0000964,1,White Sand,414.9,Slickwater,680.3,3096.7,0.082,5.652,2262.0,49.5,5121,37,50.6,0.45,0,Shale,0.752
JOB-0000810,0,Brown Sand,263.1,Slickwater,220.7,2674.9,0.1438,3.091,1347.0,58.9,5078,13,58.4,3.55,0,Sandstone,0.4137
JOB-0000376,1,Resin-Coated Sand,504.4,Hybrid,762.0,3440.3,0.1481,0.24,2652.3,40.7,5117,39,36.7,3.09,3,Shale,0.3558
JOB-0000054,0,Resin-Coated Sand,493.2,Slickwater,912.1,3344.1,0.1007,1.02,2381.5,23.7,4389,44,24.9,1.13,0,Carbonate,0.4538
JOB-0000259,0,Brown Sand,434.8,Slickwater,950.4,3110.1,0.1106,0.291,2221.2,60.2,5302,32,56.1,2.43,1,Sandstone,0.4132
JOB-0000193,1,Brown Sand,518.8,Hybrid,579.9,2148.7,0.112,1.394,2251.0,45.8,4547,37,46.5,4.75,0,Carbonate,0.6953
JOB-0000116,1,Brown Sand,611.6,Slickwater,837.3,3571.5,0.1815,0.247,2655.5,30.8,5379,45,35.6,6.25,0,Shale,0.6909
JOB-0000192,1,Brown Sand,437.4,Crosslinked Gel,828.2,4077.4,0.1218,3.393,2305.8,45.8,6126,42,39.7,3.48,1,Shale,0.5038
JOB-0000319,1,White Sand,502.4,Slickwater,835.8,2507.0,0.1376,3.809,2829.8,45.4,4587,46,41.8,1.3,0,Sandstone,0.9238
JOB-0000990,1,White Sand,259.4,Hybrid,476.9,2555.6,0.1253,3.949,1306.1,55.9,4127,27,60.6,2.41,0,Shale,0.5388
